frequency,Z,phase,Z_re,Z_im
1000000.0,412.8707,-65.30256,172.5083,-375.1041
794328.2,500.5677,-65.20889,209.8937,-454.4367
630957.3,605.503,-64.67809,258.9758,-547.3257
501187.2,729.4682,-63.73703,322.7836,-654.1671
398107.1,876.0551,-62.27054,407.6261,-775.4441
316227.7,1045.781,-60.15992,520.3604,-907.1285
251188.6,1235.408,-57.52941,663.2495,-1042.273
199526.2,1441.862,-54.58742,835.5015,-1175.118
158489.3,1662.246,-51.48731,1035.061,-1300.658
125892.5,1895.985,-48.39644,1258.882,-1417.735
99999.97,2144.369,-45.32548,1507.66,-1524.887
79432.8,2414.597,-42.23985,1787.616,-1623.178
63095.71,2701.353,-38.94003,2101.124,-1697.818
50118.7,2995.524,-35.29161,2445.013,-1730.628
39810.7,3282.254,-31.30021,2804.545,-1705.204
31622.76,3538.764,-27.12613,3149.518,-1613.502
25118.85,3753.417,-23.00678,3454.865,-1466.986
19952.61,3921.451,-19.16315,3704.154,-1287.252
15848.92,4043.528,-15.73594,3891.984,-1096.622
12589.25,4129.863,-12.79584,4027.3,-914.6729
9999.994,4189.401,-10.30835,4121.779,-749.6751
7943.277,4228.172,-8.287276,4184.021,-609.4337
6309.569,4254.174,-6.632054,4225.706,-491.3267
5011.869,4271.952,-5.299075,4253.694,-394.534
3981.069,4283.556,-4.222928,4271.926,-315.4294
3162.275,4289.421,-3.368101,4282.012,-252.0061
2511.885,4295.229,-2.684274,4290.517,-201.1554
1995.261,4298.197,-2.131521,4295.223,-159.8649
1584.892,4301.591,-1.703874,4299.689,-127.9027
1258.924,4302.041,-1.354813,4300.838,-101.7164
999.9991,4303.262,-1.078499,4302.5,-80.99707
794.3275,4302.978,-0.8635146,4302.49,-64.84848
630.9567,4305.494,-0.6856132,4305.186,-51.51921
501.1867,4305.184,-0.540649,4304.992,-40.62357
398.1068,4306.5,-0.4457112,4306.37,-33.50048
316.2274,4306.142,-0.3504548,4306.062,-26.33874
251.1884,4305.58,-0.2817483,4305.528,-21.17233
199.526,4305.152,-0.2416697,4305.113,-18.15878
158.4891,4308.169,-0.1858441,4308.146,-13.97392
125.8924,4307.559,-0.1339218,4307.547,-10.06837
99.99988,4310.648,-0.09980364,4310.641,-7.508723
79.43272,4310.445,-0.09676583,4310.438,-7.27983
63.09565,4308.731,-0.0514393,4308.729,-3.868314
39.81066,4308.714,-0.03574053,4308.713,-2.687732
31.62273,4310.026,-0.05015796,4310.024,-3.773089
25.11883,4309.552,-0.02478977,4309.552,-1.864584
19.95259,4311.69,-0.03426825,4311.689,-2.578795
15.84891,4311.458,-0.02139069,4311.458,-1.609631
12.58923,4312.498,-0.02327451,4312.498,-1.751809
5.011864,4314.945,-0.0007684982,4314.945,-0.05787559
3.981065,4311.817,-0.03137523,4311.816,-2.361155
1.995259,4314.327,-0.01640254,4314.327,-1.235098
1.258923,4316.504,-0.01731614,4316.503,-1.304549
