frequency,Z,phase,Z_re,Z_im
1000000.0,5075.129,-84.84953,455.6028,-5054.637
794328.2,6550.539,-83.09785,787.2052,-6503.066
630957.3,8354.555,-81.78946,1193.123,-8268.921
501187.2,10512.86,-80.83684,1674.136,-10378.7
398107.1,13116.01,-79.46106,2398.969,-12894.76
316227.7,16253.76,-78.21057,3320.895,-15910.89
251188.6,20011.69,-76.6784,4611.024,-19473.22
199526.2,24563.25,-75.6747,6077.61,-23799.49
158489.3,30010.56,-74.0278,8258.033,-28852.01
125892.5,36612.11,-72.27462,11146.74,-34874.01
99999.97,44052.74,-70.61505,14621.7,-41555.38
79432.8,53069.11,-68.49303,19455.9,-49374.07
63095.71,63686.1,-66.18323,25717.28,-58262.69
50118.7,76055.22,-63.67021,33733.32,-68164.95
39810.7,90227.78,-60.75469,44080.76,-78726.98
31622.76,106335.9,-57.51026,57118.16,-89693.0
25118.85,124206.3,-53.90044,73181.13,-100358.0
19952.61,143335.4,-49.9349,92258.91,-109696.5
15848.92,163121.0,-45.71513,113895.4,-116774.6
12589.25,183669.8,-41.27882,138029.3,-121171.4
9999.994,206570.4,-36.18353,166729.2,-121953.7
7943.277,219772.9,-32.11655,186140.7,-116840.8
6309.569,236534.5,-27.85553,209126.9,-110519.3
5011.869,249963.4,-23.75558,228784.6,-100694.2
3981.069,260910.4,-20.03645,245118.7,-89392.58
3162.275,269961.9,-16.73352,258530.1,-77727.66
2511.885,276616.9,-13.83156,268595.8,-66130.35
1995.261,281877.1,-11.43111,276285.7,-55865.09
1584.892,285694.5,-9.306106,281934.4,-46199.38
1258.924,288487.3,-7.569686,285973.2,-38002.99
999.9991,290216.4,-6.150893,288545.6,-31095.88
794.3275,291768.7,-4.934633,290687.3,-25097.7
630.9567,292660.8,-3.958625,291962.6,-20204.16
501.1867,293220.8,-3.165976,292773.3,-16194.17
398.1068,294013.3,-2.551573,293721.8,-13089.07
316.2274,294294.5,-2.073412,294101.8,-10647.57
251.1884,293438.1,-1.363854,293355.0,-6984.264
199.526,293674.1,-1.294881,293599.1,-6636.451
158.4891,295299.6,-1.022259,295252.6,-5268.394
125.8924,294874.3,-0.8644253,294840.8,-4448.62
99.99988,293910.6,-0.2921871,293906.8,-1498.828
79.43272,295319.2,-0.5126663,295307.4,-2642.396
39.81066,295740.6,-0.1765937,295739.2,-911.513
31.62273,296910.3,-0.6975641,296888.3,-3614.732
25.11883,295899.9,-0.2053307,295898.0,-1060.413
19.95259,296230.6,-0.149193,296229.6,-771.3567
15.84891,295772.1,-0.202568,295770.2,-1045.693
12.58923,296305.3,-0.08766034,296305.0,-453.3356
9.999984,296448.8,-0.06324584,296448.6,-327.2344
7.943269,296987.7,-0.1971658,296986.0,-1021.99
6.309563,296588.9,-0.04089166,296588.8,-211.6737
5.011864,296397.8,-0.05393507,296397.6,-279.0124
3.981065,297298.9,-0.006263241,297298.9,-32.49898
3.162272,296819.0,-0.0008504134,296819.0,-4.40554
2.511882,296822.4,-0.0193171,296822.3,-100.0728
1.58489,296824.0,-0.01968188,296824.0,-101.9631
1.0,298072.1,-0.003289511,298072.1,-17.11315
