Experiment:, 2023-12-15
Start date:, Friday, December 15, 2023
Start time:, 2:22:04 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
127.9999, -2.003186, -1.565959e-06, , -0.0001711504, 1, 6
128.6665, -1.993245, -1.563153e-06, , -0.0001721925, 1, 6
129.3332, -1.983305, -1.560659e-06, , -0.000173233, 1, 6
129.9999, -1.973365, -1.558477e-06, , -0.000174272, 1, 6
130.6665, -1.963267, -1.556763e-06, , -0.0001753098, 1, 6
131.3332, -1.953326, -1.554425e-06, , -0.0001763461, 1, 6
131.9999, -1.94307, -1.552087e-06, , -0.0001773808, 1, 6
132.6665, -1.93313, -1.550684e-06, , -0.0001784146, 1, 6
133.3332, -1.92319, -1.548034e-06, , -0.0001794466, 1, 6
133.9999, -1.913407, -1.546476e-06, , -0.0001804776, 1, 6
134.6665, -1.903152, -1.544449e-06, , -0.0001815072, 1, 6
135.3332, -1.893369, -1.542891e-06, , -0.0001825358, 1, 6
135.9999, -1.883113, -1.540085e-06, , -0.0001835625, 1, 6
136.6665, -1.873488, -1.538994e-06, , -0.0001845885, 1, 6
137.3332, -1.863075, -1.536656e-06, , -0.000185613, 1, 6
137.9999, -1.853292, -1.534786e-06, , -0.0001866362, 1, 6
138.6665, -1.843194, -1.532292e-06, , -0.0001876577, 1, 6
139.3332, -1.833254, -1.530733e-06, , -0.0001886782, 1, 6
139.9999, -1.822998, -1.528239e-06, , -0.000189697, 1, 6
140.6665, -1.813215, -1.526057e-06, , -0.0001907144, 1, 6
141.3332, -1.803117, -1.523719e-06, , -0.0001917302, 1, 6
141.9999, -1.793019, -1.521849e-06, , -0.0001927447, 1, 6
142.6665, -1.781974, -1.519511e-06, , -0.0001937578, 1, 6
143.3332, -1.772034, -1.51764e-06, , -0.0001947695, 1, 6
143.9999, -1.761936, -1.515303e-06, , -0.0001957797, 1, 6
144.6665, -1.751996, -1.512809e-06, , -0.0001967883, 1, 6
145.3332, -1.741898, -1.511406e-06, , -0.0001977959, 1, 6
145.9999, -1.731957, -1.509536e-06, , -0.0001988022, 1, 6
146.6665, -1.722017, -1.50673e-06, , -0.0001998067, 1, 6
147.3332, -1.712077, -1.505483e-06, , -0.0002008103, 1, 6
147.9999, -1.702136, -1.502833e-06, , -0.0002018122, 1, 6
148.6665, -1.692038, -1.500807e-06, , -0.0002028128, 1, 6
149.3332, -1.682098, -1.498625e-06, , -0.0002038119, 1, 6
149.9999, -1.671842, -1.496131e-06, , -0.0002048093, 1, 6
150.6665, -1.661902, -1.494261e-06, , -0.0002058055, 1, 6
151.3332, -1.652277, -1.492079e-06, , -0.0002068002, 1, 6
151.9998, -1.642179, -1.489585e-06, , -0.0002077932, 1, 6
152.6665, -1.632239, -1.488182e-06, , -0.0002087853, 1, 6
153.3332, -1.621983, -1.485688e-06, , -0.0002097758, 1, 6
153.9998, -1.6122, -1.483662e-06, , -0.0002107649, 1, 6
154.6665, -1.601944, -1.482415e-06, , -0.0002117532, 1, 6
155.3332, -1.592004, -1.47883e-06, , -0.0002127391, 1, 6
155.9998, -1.581906, -1.477427e-06, , -0.000213724, 1, 6
156.6665, -1.571966, -1.475401e-06, , -0.0002147076, 1, 6
157.3332, -1.562025, -1.472595e-06, , -0.0002156893, 1, 6
157.9998, -1.551927, -1.470569e-06, , -0.0002166697, 1, 6
158.6665, -1.541987, -1.467919e-06, , -0.0002176483, 1, 6
159.3332, -1.532047, -1.465581e-06, , -0.0002186254, 1, 6
159.9998, -1.521949, -1.463711e-06, , -0.0002196012, 1, 6
160.6665, -1.512008, -1.461217e-06, , -0.0002205753, 1, 6
161.3332, -1.502068, -1.459035e-06, , -0.000221548, 1, 6
161.9998, -1.492443, -1.456853e-06, , -0.0002225193, 1, 6
162.6665, -1.48203, -1.454203e-06, , -0.0002234887, 1, 6
163.3332, -1.472089, -1.451865e-06, , -0.0002244566, 1, 6
163.9998, -1.461202, -1.449527e-06, , -0.000225423, 1, 6
164.6665, -1.451104, -1.447345e-06, , -0.0002263879, 1, 6
165.3332, -1.441322, -1.445787e-06, , -0.0002273517, 1, 6
165.9998, -1.431224, -1.443293e-06, , -0.0002283139, 1, 6
166.6665, -1.421283, -1.440799e-06, , -0.0002292745, 1, 6
167.3332, -1.411343, -1.438461e-06, , -0.0002302334, 1, 6
167.9998, -1.401245, -1.436279e-06, , -0.000231191, 1, 6
168.6665, -1.391305, -1.433629e-06, , -0.0002321467, 1, 6
169.3332, -1.381207, -1.431447e-06, , -0.000233101, 1, 6
169.9998, -1.371266, -1.430044e-06, , -0.0002340544, 1, 6
170.6665, -1.361484, -1.427083e-06, , -0.0002350058, 1, 6
171.3332, -1.351228, -1.424589e-06, , -0.0002359555, 1, 6
171.9998, -1.341287, -1.422407e-06, , -0.0002369038, 1, 6
172.6665, -1.331189, -1.420225e-06, , -0.0002378506, 1, 6
173.3332, -1.321407, -1.417887e-06, , -0.0002387958, 1, 6
173.9998, -1.311151, -1.415393e-06, , -0.0002397394, 1, 6
174.6665, -1.301526, -1.412899e-06, , -0.0002406814, 1, 6
175.3332, -1.29127, -1.410405e-06, , -0.0002416216, 1, 6
175.9998, -1.281172, -1.407911e-06, , -0.0002425602, 1, 6
176.6665, -1.271074, -1.405729e-06, , -0.0002434974, 1, 6
177.3332, -1.261292, -1.403859e-06, , -0.0002444333, 1, 6
177.9998, -1.251036, -1.401209e-06, , -0.0002453674, 1, 6
178.6665, -1.241253, -1.398559e-06, , -0.0002462998, 1, 6
179.3332, -1.231155, -1.39591e-06, , -0.0002472304, 1, 6
179.9998, -1.221215, -1.393572e-06, , -0.0002481595, 1, 6
180.6665, -1.210959, -1.391389e-06, , -0.0002490871, 1, 6
181.3332, -1.201177, -1.388116e-06, , -0.0002500124, 1, 6
181.9998, -1.190763, -1.385934e-06, , -0.0002509364, 1, 6
182.6665, -1.181138, -1.383596e-06, , -0.0002518588, 1, 6
183.3332, -1.17104, -1.380791e-06, , -0.0002527793, 1, 6
183.9998, -1.161258, -1.378609e-06, , -0.0002536984, 1, 6
184.6665, -1.151002, -1.37627e-06, , -0.0002546159, 1, 6
185.3331, -1.140272, -1.373932e-06, , -0.0002555319, 1, 6
185.9998, -1.130332, -1.371439e-06, , -0.0002564462, 1, 6
186.6665, -1.120392, -1.368945e-06, , -0.0002573588, 1, 6
187.3331, -1.110136, -1.366607e-06, , -0.0002582699, 1, 6
187.9998, -1.100511, -1.363645e-06, , -0.000259179, 1, 6
188.6665, -1.090571, -1.361463e-06, , -0.0002600866, 1, 6
189.3331, -1.080631, -1.358502e-06, , -0.0002609923, 1, 6
189.9998, -1.070375, -1.356787e-06, , -0.0002618968, 1, 6
190.6665, -1.060434, -1.353826e-06, , -0.0002627993, 1, 6
191.3331, -1.050494, -1.351644e-06, , -0.0002637004, 1, 6
191.9998, -1.040554, -1.349462e-06, , -0.0002646001, 1, 6
192.6665, -1.030614, -1.3465e-06, , -0.0002654977, 1, 6
193.3331, -1.020673, -1.344162e-06, , -0.0002663939, 1, 6
193.9998, -1.010575, -1.341201e-06, , -0.000267288, 1, 6
194.6665, -1.000635, -1.338863e-06, , -0.0002681806, 1, 6
195.3331, -0.990379, -1.336057e-06, , -0.0002690713, 1, 6
195.9998, -0.9805965, -1.333719e-06, , -0.0002699604, 1, 6
196.6665, -0.9706562, -1.331225e-06, , -0.0002708479, 1, 6
197.3331, -0.9607159, -1.328732e-06, , -0.0002717337, 1, 6
197.9998, -0.9506178, -1.326082e-06, , -0.0002726178, 1, 6
198.6665, -0.9406775, -1.323432e-06, , -0.0002735, 1, 6
199.3331, -0.9305794, -1.320938e-06, , -0.0002743807, 1, 6
199.9998, -0.9206391, -1.317977e-06, , -0.0002752593, 1, 6
200.6665, -0.9103832, -1.315171e-06, , -0.0002761361, 1, 6
201.3331, -0.9010741, -1.312833e-06, , -0.0002770113, 1, 6
201.9998, -0.8911337, -1.309716e-06, , -0.0002778845, 1, 6
202.6665, -0.8810356, -1.307222e-06, , -0.0002787559, 1, 6
203.3331, -0.8709375, -1.303949e-06, , -0.0002796252, 1, 6
203.9998, -0.861155, -1.301611e-06, , -0.000280493, 1, 6
204.6665, -0.8508991, -1.298961e-06, , -0.000281359, 1, 6
205.3331, -0.8408011, -1.296311e-06, , -0.0002822232, 1, 6
205.9998, -0.8303874, -1.29335e-06, , -0.0002830854, 1, 6
206.6665, -0.8201315, -1.2907e-06, , -0.0002839458, 1, 6
207.3331, -0.8095601, -1.287427e-06, , -0.0002848041, 1, 6
207.9998, -0.7997776, -1.284466e-06, , -0.0002856604, 1, 6
208.6665, -0.7898372, -1.281972e-06, , -0.0002865151, 1, 6
