Experiment:, 2023-12-15
Start date:, Friday, December 15, 2023
Start time:, 2:22:04 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
0.666666, -2.003343, -1.565647e-06, , -1.043764e-06, 1, 6
1.333332, -1.993561, -1.563933e-06, , -2.086384e-06, 1, 6
1.999998, -1.983305, -1.561127e-06, , -3.127135e-06, 1, 6
2.666664, -1.97368, -1.560192e-06, , -4.167261e-06, 1, 6
3.33333, -1.963424, -1.556451e-06, , -5.204894e-06, 1, 6
3.999996, -1.953326, -1.554425e-06, , -6.241176e-06, 1, 6
4.666662, -1.943386, -1.553957e-06, , -7.277147e-06, 1, 6
5.333328, -1.933604, -1.551307e-06, , -8.311351e-06, 1, 6
5.999994, -1.923348, -1.548502e-06, , -9.343685e-06, 1, 6
6.66666, -1.913565, -1.546164e-06, , -1.037446e-05, 1, 6
7.333326, -1.903467, -1.544761e-06, , -1.14043e-05, 1, 6
7.999992, -1.893527, -1.543047e-06, , -1.2433e-05, 1, 6
8.666658, -1.883271, -1.540864e-06, , -1.346024e-05, 1, 6
9.333324, -1.873488, -1.538059e-06, , -1.448561e-05, 1, 6
9.99999, -1.863232, -1.537747e-06, , -1.551077e-05, 1, 6
10.66666, -1.853608, -1.534162e-06, , -1.653355e-05, 1, 6
11.33332, -1.84351, -1.533383e-06, , -1.75558e-05, 1, 6
11.99999, -1.833254, -1.531357e-06, , -1.85767e-05, 1, 6
12.66665, -1.823313, -1.52933e-06, , -1.959626e-05, 1, 6
13.33332, -1.813215, -1.525901e-06, , -2.061352e-05, 1, 6
13.99999, -1.803275, -1.525278e-06, , -2.163037e-05, 1, 6
14.66665, -1.793177, -1.522628e-06, , -2.264546e-05, 1, 6
15.33332, -1.782132, -1.52029e-06, , -2.365898e-05, 1, 6
15.99998, -1.772034, -1.516861e-06, , -2.467022e-05, 1, 6
16.66665, -1.762094, -1.516238e-06, , -2.568105e-05, 1, 6
17.33332, -1.751996, -1.514056e-06, , -2.669042e-05, 1, 6
17.99998, -1.742213, -1.511094e-06, , -2.769781e-05, 1, 6
18.66665, -1.731957, -1.510003e-06, , -2.870448e-05, 1, 6
19.33331, -1.722175, -1.507353e-06, , -2.970938e-05, 1, 6
19.99998, -1.712234, -1.504392e-06, , -3.071231e-05, 1, 6
20.66665, -1.701979, -1.502522e-06, , -3.171399e-05, 1, 6
21.33331, -1.692354, -1.500963e-06, , -3.271463e-05, 1, 6
21.99998, -1.682414, -1.498937e-06, , -3.371392e-05, 1, 6
22.66664, -1.672, -1.496443e-06, , -3.471155e-05, 1, 6
23.33331, -1.66206, -1.493949e-06, , -3.570751e-05, 1, 6
23.99998, -1.652277, -1.491767e-06, , -3.670202e-05, 1, 6
24.66664, -1.642179, -1.489117e-06, , -3.769476e-05, 1, 6
25.33331, -1.632081, -1.487091e-06, , -3.868616e-05, 1, 6
25.99997, -1.622141, -1.484909e-06, , -3.96761e-05, 1, 6
26.66664, -1.612358, -1.483194e-06, , -4.066489e-05, 1, 6
27.33331, -1.602102, -1.481636e-06, , -4.165265e-05, 1, 6
27.99997, -1.592162, -1.480077e-06, , -4.263936e-05, 1, 6
28.66664, -1.582064, -1.47696e-06, , -4.3624e-05, 1, 6
29.3333, -1.572281, -1.475245e-06, , -4.46075e-05, 1, 6
29.99997, -1.562183, -1.472907e-06, , -4.558944e-05, 1, 6
30.66664, -1.552243, -1.471037e-06, , -4.657013e-05, 1, 6
31.3333, -1.542303, -1.468855e-06, , -4.754936e-05, 1, 6
31.99997, -1.532204, -1.465737e-06, , -4.852652e-05, 1, 6
32.66663, -1.521949, -1.463399e-06, , -4.950212e-05, 1, 6
33.3333, -1.512324, -1.461996e-06, , -5.047678e-05, 1, 6
33.99997, -1.502541, -1.458256e-06, , -5.144895e-05, 1, 6
34.66663, -1.492443, -1.456074e-06, , -5.241967e-05, 1, 6
