Experiment:, 2023-12-15
Start date:, Friday, December 15, 2023
Start time:, 2:22:04 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
509.9995, -2.00287, -1.565335e-06, , -0.0006813441, 1, 6
510.6662, -1.993245, -1.562997e-06, , -0.0006823861, 1, 6
511.3328, -1.982989, -1.561439e-06, , -0.000683427, 1, 6
511.9995, -1.973207, -1.558945e-06, , -0.0006844663, 1, 6
512.6662, -1.963109, -1.556607e-06, , -0.0006855041, 1, 6
513.3328, -1.953326, -1.554269e-06, , -0.0006865403, 1, 6
513.9995, -1.94307, -1.552087e-06, , -0.000687575, 1, 6
514.6662, -1.93313, -1.550061e-06, , -0.0006886083, 1, 6
515.3328, -1.92319, -1.548034e-06, , -0.0006896404, 1, 6
515.9995, -1.913249, -1.54632e-06, , -0.0006906713, 1, 6
516.6662, -1.902994, -1.544138e-06, , -0.0006917007, 1, 6
517.3328, -1.893211, -1.542111e-06, , -0.0006927287, 1, 6
517.9995, -1.882955, -1.540397e-06, , -0.0006937557, 1, 6
518.6661, -1.873173, -1.537903e-06, , -0.000694781, 1, 6
519.3328, -1.863075, -1.535877e-06, , -0.0006958048, 1, 6
519.9995, -1.853134, -1.534474e-06, , -0.0006968278, 1, 6
520.6661, -1.842878, -1.53198e-06, , -0.0006978491, 1, 6
521.3328, -1.832938, -1.529954e-06, , -0.0006988691, 1, 6
521.9995, -1.82284, -1.52746e-06, , -0.0006998875, 1, 6
522.6661, -1.8129, -1.525122e-06, , -0.0007009042, 1, 6
523.3328, -1.802802, -1.523875e-06, , -0.0007019201, 1, 6
523.9995, -1.792704, -1.521849e-06, , -0.0007029346, 1, 6
524.6661, -1.781659, -1.52029e-06, , -0.0007039482, 1, 6
525.3328, -1.771876, -1.518264e-06, , -0.0007049604, 1, 6
525.9995, -1.761936, -1.516394e-06, , -0.0007059713, 1, 6
526.6661, -1.751838, -1.513744e-06, , -0.0007069805, 1, 6
527.3328, -1.741898, -1.51125e-06, , -0.0007079879, 1, 6
527.9995, -1.731957, -1.509691e-06, , -0.0007089944, 1, 6
528.6661, -1.721859, -1.507509e-06, , -0.0007099994, 1, 6
529.3328, -1.712077, -1.505483e-06, , -0.0007110031, 1, 6
529.9995, -1.701979, -1.503145e-06, , -0.0007120052, 1, 6
530.6661, -1.692038, -1.50143e-06, , -0.0007130061, 1, 6
531.3328, -1.68194, -1.499092e-06, , -0.0007140055, 1, 6
531.9995, -1.672, -1.49691e-06, , -0.0007150035, 1, 6
532.6661, -1.662217, -1.495352e-06, , -0.0007160003, 1, 6
533.3328, -1.652119, -1.492858e-06, , -0.0007169956, 1, 6
533.9995, -1.642021, -1.490676e-06, , -0.0007179893, 1, 6
534.6661, -1.632081, -1.488338e-06, , -0.0007189816, 1, 6
