Experiment:, 2023-12-15
Start date:, Friday, December 15, 2023
Start time:, 2:22:04 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
255.3331, -2.003028, -1.565491e-06, , -0.000341224, 1, 6
255.9997, -1.993245, -1.562997e-06, , -0.000342266, 1, 6
256.6664, -1.982989, -1.560815e-06, , -0.0003433065, 1, 6
257.3331, -1.973049, -1.558633e-06, , -0.0003443456, 1, 6
257.9997, -1.963109, -1.556763e-06, , -0.0003453834, 1, 6
258.6664, -1.953169, -1.555048e-06, , -0.0003464201, 1, 6
259.3331, -1.94307, -1.55271e-06, , -0.0003474553, 1, 6
259.9997, -1.933446, -1.550528e-06, , -0.0003484889, 1, 6
260.6664, -1.923348, -1.549125e-06, , -0.0003495217, 1, 6
261.3331, -1.913249, -1.547099e-06, , -0.0003505531, 1, 6
261.9997, -1.903152, -1.545385e-06, , -0.0003515834, 1, 6
262.6664, -1.893369, -1.543203e-06, , -0.0003526121, 1, 6
263.3331, -1.883113, -1.541488e-06, , -0.0003536398, 1, 6
263.9997, -1.873173, -1.53915e-06, , -0.0003546659, 1, 6
264.6664, -1.863075, -1.536812e-06, , -0.0003556905, 1, 6
265.3331, -1.853292, -1.53463e-06, , -0.0003567135, 1, 6
265.9997, -1.843194, -1.532759e-06, , -0.0003577354, 1, 6
266.6664, -1.833096, -1.531045e-06, , -0.000358756, 1, 6
267.3331, -1.822998, -1.528863e-06, , -0.0003597753, 1, 6
267.9997, -1.813215, -1.526681e-06, , -0.0003607931, 1, 6
268.6664, -1.802959, -1.524499e-06, , -0.0003618094, 1, 6
269.3331, -1.792861, -1.522784e-06, , -0.0003628246, 1, 6
269.9997, -1.781817, -1.520602e-06, , -0.0003638383, 1, 6
270.6664, -1.771719, -1.518732e-06, , -0.0003648508, 1, 6
271.3331, -1.761936, -1.515458e-06, , -0.0003658611, 1, 6
271.9997, -1.751996, -1.512809e-06, , -0.0003668697, 1, 6
272.6664, -1.741898, -1.510938e-06, , -0.000367877, 1, 6
273.3331, -1.732115, -1.5086e-06, , -0.0003688827, 1, 6
273.9997, -1.722017, -1.506886e-06, , -0.0003698873, 1, 6
274.6664, -1.712077, -1.505171e-06, , -0.0003708907, 1, 6
275.3331, -1.701979, -1.502989e-06, , -0.0003718927, 1, 6
275.9997, -1.692038, -1.500495e-06, , -0.0003728931, 1, 6
276.6664, -1.682098, -1.498625e-06, , -0.0003738921, 1, 6
277.3331, -1.672, -1.496287e-06, , -0.0003748897, 1, 6
277.9997, -1.661902, -1.493949e-06, , -0.0003758856, 1, 6
278.6664, -1.652119, -1.491611e-06, , -0.00037688, 1, 6
279.3331, -1.642021, -1.489429e-06, , -0.000377873, 1, 6
279.9997, -1.632239, -1.487403e-06, , -0.0003788646, 1, 6
280.6664, -1.622298, -1.485376e-06, , -0.0003798548, 1, 6
281.3331, -1.6122, -1.48335e-06, , -0.0003808437, 1, 6
281.9997, -1.601944, -1.481636e-06, , -0.0003818315, 1, 6
282.6664, -1.592004, -1.478674e-06, , -0.0003828173, 1, 6
