Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 12:30:31 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
386, 0.5505261, 0.0003488581, , 0.01516599, , , , , , , , , , 1, 1
387, 0.5502105, 0.0003340055, , 0.0155, 1000000, 0.001202291, -0.0008329425, 6.162634e-05, -3.760802e-05, 20.22538, -1.173296, 20.25939, -3.320069, 1, 3
388, 0.5505261, 0.0003462828, , 0.01584628, 794328.2, 0.002737053, 0.0001976679, 0.0001282181, 2.611882e-05, 20.79787, -2.695002, 20.97175, -7.383285, 1, 3
388, 0.5505261, 0.0003462828, , 0.01584628, 630957.3, 0.003823518, 0.002382781, 0.0001512771, 0.0001400115, 21.46554, -4.115899, 21.85658, -10.85441, 1, 3
388, 0.5505261, 0.0003462828, , 0.01584628, 501187.2, -0.006066024, 0.0005252329, -0.0002630735, -4.151228e-05, 22.19069, -5.498156, 22.86168, -13.91585, 1, 3
389, 0.5505261, 0.0003413097, , 0.01618759, 398107.1, 0.004611289, 0.002225538, 0.000157298, 0.0001440178, 22.99421, -6.904328, 24.0084, -16.71311, 1, 3
389, 0.5505261, 0.0003413097, , 0.01618759, 316227.7, -0.003872091, -0.002388812, -0.0001130053, -0.000139738, 23.88386, -8.394919, 25.31627, -19.36602, 1, 3
389, 0.5505261, 0.0003413097, , 0.01618759, 251188.6, 0.000218718, -0.004499824, 7.026978e-05, -0.0001527279, 24.85942, -10.00569, 26.79747, -21.92433, 1, 3
390, 0.5503683, 0.0003403773, , 0.01652797, 199526.2, -0.004173857, -0.0008519946, -0.0001209523, -8.783468e-05, 25.94263, -11.7953, 28.49824, -24.4498, 1, 3
390, 0.5503683, 0.0003403773, , 0.01652797, 158489.3, 0.004057759, -0.0006818195, 0.0001287713, 4.056664e-05, 27.149, -13.84752, 30.47658, -27.02414, 1, 3
390, 0.5503683, 0.0003403773, , 0.01652797, 125892.5, 0.001124132, 0.003972283, -3.031271e-05, 0.000122188, 28.47476, -16.26411, 32.79227, -29.73399, 1, 3
390, 0.5503683, 0.0003403773, , 0.01652797, 99999.97, 0.002889387, 0.00287938, 2.477622e-05, 0.0001117282, 30.02936, -19.20172, 35.64363, -32.59612, 1, 3
391, 0.5489483, 0.0002985724, , 0.01682654, 79432.8, 0.002243959, 0.003379768, -3.392357e-06, 0.0001032033, 31.99935, -22.79492, 39.28826, -35.46439, 1, 3
391, 0.5489483, 0.0002985724, , 0.01682654, 63095.71, 0.001977069, 0.003541334, -1.4236e-05, 9.10794e-05, 34.6426, -27.12184, 43.99664, -38.05755, 1, 3
391, 0.5489483, 0.0002985724, , 0.01682654, 50118.7, -0.004032142, 0.0003074727, -6.569935e-05, -4.707337e-05, 38.33796, -32.14902, 50.03358, -39.98215, 1, 3
392, 0.5503683, 0.0003422422, , 0.01716878, 39810.7, 0.003771347, -0.0014321, 6.581409e-05, 2.407222e-05, 43.52177, -37.67835, 57.56564, -40.88391, 1, 3
392, 0.5503683, 0.0003422422, , 0.01716878, 31622.76, 0.003377229, 0.002213045, 1.698044e-05, 5.829713e-05, 50.54693, -43.20831, 66.49774, -40.52434, 1, 3
392, 0.5503683, 0.0003422422, , 0.01716878, 25118.85, 0.003012146, -0.002677977, 5.260888e-05, -2.579877e-06, 59.60837, -47.98039, 76.51977, -38.83153, 1, 3
393, 0.5505261, 0.00034333, , 0.01751211, 19952.61, -0.003660374, 0.001670767, -4.532615e-05, -9.167165e-06, 70.42072, -51.1035, 87.00945, -35.96796, 1, 3
393, 0.5505261, 0.00034333, , 0.01751211, 15848.92, -0.001920331, 0.00353894, -3.616793e-05, 2.027681e-05, 82.13541, -51.79991, 97.10538, -32.23819, 1, 3
393, 0.5505261, 0.00034333, , 0.01751211, 12589.25, 0.00212286, -0.003414473, 3.280261e-05, -1.900011e-05, 93.60423, -49.87354, 106.0619, -28.04926, 1, 3
394, 0.5487905, 0.0003279446, , 0.01784006, 9999.994, 0.003506865, 0.001954876, 2.133015e-05, 2.823695e-05, 103.8103, -45.77603, 113.4549, -23.79549, 1, 3
394, 0.5487905, 0.0003279446, , 0.01784006, 7943.277, 0.001821863, -0.003580824, 2.45802e-05, -2.311805e-05, 112.0323, -40.3111, 119.064, -19.78958, 1, 3
394, 0.5487905, 0.0003279446, , 0.01784006, 6309.569, 0.003829415, 0.001199311, 2.713728e-05, 1.803367e-05, 118.2579, -34.39223, 123.1574, -16.2157, 1, 3
395, 0.5505261, 0.0003419313, , 0.01818199, 5011.869, 0.002377952, -0.003226339, 2.420638e-05, -2.063985e-05, 122.6864, -28.67467, 125.9928, -13.15521, 1, 3
