Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 12:30:31 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
411, 0.575298, 0.0005977252, , 0.02392267, , , , , , , , , , 1, 1
412, 0.5754557, 0.0005988211, , 0.02452149, 1000000, -0.0008888041, 0.000233328, -6.514708e-05, 2.154671e-05, 13.36556, 0.8389598, 13.39187, 3.591759, 1, 3
413, 0.5754557, 0.0005856114, , 0.0251071, 794328.2, 0.00162523, 0.0003993265, 0.0001172584, 3.217757e-05, 13.75869, -0.370078, 13.76367, -1.540757, 1, 3
413, 0.5754557, 0.0005856114, , 0.0251071, 630957.3, 0.002831223, 0.001511523, 0.0001872773, 0.0001258983, 14.1492, -1.440842, 14.22237, -5.814504, 1, 3
413, 0.5754557, 0.0005856114, , 0.0251071, 501187.2, 0.005086318, 0.004309342, 0.0002913619, 0.000343606, 14.59756, -2.42471, 14.79757, -9.430939, 1, 3
414, 0.5756135, 0.0005947804, , 0.02570189, 398107.1, -0.00453578, -0.003995183, -0.0002300614, -0.0003168146, 15.06356, -3.378113, 15.4377, -12.63987, 1, 3
414, 0.5756135, 0.0005947804, , 0.02570189, 316227.7, -0.004144583, 0.003023966, -0.0002972164, 0.0001111948, 15.57158, -4.34864, 16.1674, -15.60333, 1, 3
414, 0.5756135, 0.0005947804, , 0.02570189, 251188.6, 0.00452105, 0.001792148, 0.0002191332, 0.0001839426, 16.13068, -5.361906, 16.9985, -18.38702, 1, 3
415, 0.5756135, 0.0005940034, , 0.02629589, 199526.2, -0.003750387, -0.002400342, -0.0001468482, -0.0002002034, 16.72935, -6.461987, 17.934, -21.11987, 1, 3
415, 0.5756135, 0.0005940034, , 0.02629589, 158489.3, -0.004149536, 0.0007545947, -0.0002152758, -5.220644e-05, 17.40196, -7.72539, 19.03969, -23.93825, 1, 3
415, 0.5756135, 0.0005940034, , 0.02629589, 125892.5, 0.002128771, -0.003608799, 0.000173484, -0.0001109746, 18.15032, -9.191477, 20.34496, -26.85804, 1, 3
416, 0.5757713, 0.0006375177, , 0.02693341, 99999.97, -0.002234009, -0.003456856, -9.64474e-06, -0.0001871137, 19.03945, -10.95793, 21.96764, -29.92206, 1, 3
416, 0.5757713, 0.0006375177, , 0.02693341, 79432.8, 0.001460865, 0.003809982, -3.527356e-05, 0.0001658619, 20.18477, -13.10038, 24.06335, -32.98449, 1, 3
416, 0.5757713, 0.0006375177, , 0.02693341, 63095.71, 0.003911228, -0.001129957, 0.0001431153, 5.110828e-05, 21.73748, -15.65816, 26.78985, -35.76634, 1, 3
416, 0.5757713, 0.0006375177, , 0.02693341, 50118.7, -0.002706116, -0.003018897, -9.293941e-06, -0.0001334636, 23.9156, -18.61065, 30.30367, -37.88935, 1, 3
417, 0.5754557, 0.0005950913, , 0.0275285, 39810.7, -0.003990978, -0.0006332423, -7.793165e-05, -8.654086e-05, 26.97294, -21.82706, 34.69813, -38.9805, 1, 3
417, 0.5754557, 0.0005950913, , 0.0275285, 31622.76, 0.004004003, 0.0005538344, 6.949742e-05, 7.366246e-05, 31.1099, -25.0052, 39.91348, -38.79128, 1, 3
417, 0.5754557, 0.0005950913, , 0.0275285, 25118.85, 0.002408064, -0.00323497, 8.471214e-05, -2.43971e-05, 36.40495, -27.70317, 45.74698, -37.27015, 1, 3
418, 0.5754557, 0.0005957129, , 0.02812421, 19952.61, 0.003979028, 0.0006096323, 5.654468e-05, 5.323076e-05, 42.6881, -29.40485, 51.8355, -34.56024, 1, 3
418, 0.5754557, 0.0005957129, , 0.02812421, 15848.92, -0.003521634, 0.001953386, -6.979964e-05, -2.396655e-06, 49.43427, -29.683, 57.66131, -30.98287, 1, 3
418, 0.5754557, 0.0005957129, , 0.02812421, 12589.25, -0.002759971, 0.002923835, -6.027187e-05, 2.158602e-05, 55.98485, -28.46012, 62.80352, -26.94669, 1, 3
419, 0.576718, 0.0006204228, , 0.02874463, 9999.994, 0.0005109238, 0.003982339, -1.605132e-05, 5.771874e-05, 61.75773, -26.02651, 67.01788, -22.85197, 1, 3
419, 0.576718, 0.0006204228, , 0.02874463, 7943.277, 0.003924224, -0.0008607249, 5.684401e-05, 6.593598e-06, 66.38538, -22.84222, 70.20532, -18.98758, 1, 3
419, 0.576718, 0.0006204228, , 0.02874463, 6309.569, -0.001248058, 0.003813345, -3.068766e-05, 4.604855e-05, 69.85139, -19.44725, 72.50801, -15.55768, 1, 3
420, 0.5754557, 0.000593848, , 0.02933848, 5011.869, 0.003679765, -0.001587859, 5.313764e-05, -1.006409e-05, 72.31522, -16.18575, 74.10445, -12.61613, 1, 3
420, 0.5754557, 0.000593848, , 0.02933848, 3981.069, -0.003101274, -0.002543805, -3.465502e-05, -4.060278e-05, 73.96249, -13.25286, 75.14046, -10.15866, 1, 3
420, 0.5754557, 0.000593848, , 0.02933848, 3162.275, 0.002117066, 0.003403666, 2.128246e-05, 4.837786e-05, 75.07749, -10.73286, 75.84078, -8.135712, 1, 3
421, 0.5751402, 0.0005913614, , 0.02992984, 2511.885, 0.001726034, 0.0036135, 1.711843e-05, 4.961102e-05, 75.81488, -8.631204, 76.30461, -6.494919, 1, 3
421, 0.5751402, 0.0005913614, , 0.02992984, 1995.261, 0.003102423, 0.002541543, 3.73402e-05, 3.670231e-05, 76.28561, -6.917882, 76.59864, -5.181636, 1, 3
421, 0.5751402, 0.0005913614, , 0.02992984, 1584.892, 0.003333133, 0.002224032, 4.121927e-05, 3.201356e-05, 76.57726, -5.518733, 76.77586, -4.122038, 1, 3
422, 0.5770335, 0.0006171592, , 0.030547, 1258.924, 0.002141133, -0.003383606, 3.031101e-05, -4.233702e-05, 76.7753, -4.393404, 76.9009, -3.275133, 1, 3
422, 0.5770335, 0.0006171592, , 0.030547, 999.9991, 0.001821121, -0.003572594, 2.576374e-05, -4.528286e-05, 76.88744, -3.528642, 76.96836, -2.627666, 1, 3
422, 0.5770335, 0.0006171592, , 0.030547, 794.3275, -0.003906045, 0.0008897583, -5.111095e-05, 9.719204e-06, 76.95065, -2.775517, 77.00068, -2.065694, 1, 3
423, 0.5754557, 0.0005954021, , 0.0311424, 630.9567, -0.003007086, -0.002643533, -3.801499e-05, -3.54157e-05, 77.03048, -2.224264, 77.06259, -1.653963, 1, 3
423, 0.5754557, 0.0005954021, , 0.0311424, 501.1867, -0.0008239708, 0.003922866, -1.185043e-05, 5.065325e-05, 77.03479, -1.755552, 77.05479, -1.305492, 1, 3
423, 0.5754557, 0.0005954021, , 0.0311424, 398.1068, 0.003977824, 0.0004773801, 5.149366e-05, 7.112264e-06, 77.05922, -1.372701, 77.07144, -1.020535, 1, 3
424, 0.5754557, 0.0005954021, , 0.03173781, 316.2274, -0.001874676, 0.003535947, -2.499329e-05, 4.552213e-05, 77.05734, -1.125604, 77.06556, -0.83688, 1, 3
424, 0.5754557, 0.0005954021, , 0.03173781, 251.1884, 0.003031772, 0.002622675, 3.893938e-05, 3.447442e-05, 77.07539, -0.8848254, 77.08047, -0.6577266, 1, 3
424, 0.5754557, 0.0005954021, , 0.03173781, 199.526, -0.003186955, 0.002422908, -4.161048e-05, 3.102101e-05, 77.13148, -0.726059, 77.1349, -0.5393244, 1, 3
425, 0.5754557, 0.0005957129, , 0.03233352, 158.4891, 0.003973548, -0.0004889055, 5.157394e-05, -5.95656e-06, 77.11191, -0.5736193, 77.11404, -0.4262034, 1, 3
425, 0.5754557, 0.0005957129, , 0.03233352, 125.8924, -0.002680789, -0.002979242, -3.456541e-05, -3.884386e-05, 77.07753, -0.426643, 77.07871, -0.3171429, 1, 3
425, 0.5754557, 0.0005957129, , 0.03233352, 99.99988, 0.0001598037, -0.004003612, 2.317607e-06, -5.190913e-05, 77.11105, -0.3642794, 77.11191, -0.2706683, 1, 3
425, 0.5754557, 0.0005957129, , 0.03233352, 79.43272, -0.0009376448, -0.003891902, -1.196489e-05, -5.0516e-05, 77.11327, -0.2968, 77.11384, -0.2205237, 1, 3
426, 0.5754557, 0.0005955575, , 0.03292908, 63.09565, 0.003921757, 0.0008274232, 5.081455e-05, 1.086952e-05, 77.13169, -0.2157147, 77.13199, -0.1602391, 1, 3
426, 0.5754557, 0.0005955575, , 0.03292908, 50.11866, 0.00199244, -0.003475219, 2.595267e-05, -4.500477e-05, 77.10739, -0.1933797, 77.10763, -0.1436933, 1, 3
