Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 12:30:31 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
186, 0.3749141, 2.222043e-05, , 0.0003902078, , , , , , , , , , 1, 1
187, 0.3742829, 2.556041e-06, , 0.0003927638, , , , , , , , , , 1, 4
188, 0.3747563, 3.53708e-06, , 0.0003963009, 1000000, -0.003301715, 0.001697653, -6.501345e-06, -5.058122e-06, 189.8048, -408.7937, 450.7085, -65.09434, 1, 4
188, 0.3747563, 3.53708e-06, , 0.0003963009, 794328.2, 0.001124179, -0.003213825, 6.228389e-06, -4.826829e-07, 219.1648, -499.0116, 545.0191, -66.28903, 1, 4
188, 0.3747563, 3.53708e-06, , 0.0003963009, 630957.3, -0.002737375, -0.001407037, 3.540561e-07, -4.650693e-06, 256.2488, -608.1034, 659.8888, -67.14992, 1, 4
189, 0.3749141, 3.599368e-06, , 0.0003999003, 501187.2, 0.002124275, -0.003287473, 4.815417e-06, 8.980657e-07, 303.2705, -739.2569, 799.0455, -67.69475, 1, 4
189, 0.3749141, 3.599368e-06, , 0.0003999003, 398107.1, -0.002441392, -0.002916477, 1.837878e-06, -3.468956e-06, 365.3224, -897.3334, 968.8487, -67.84778, 1, 4
189, 0.3749141, 3.599368e-06, , 0.0003999003, 316227.7, 0.002905248, -0.002368823, 2.810831e-06, 1.511815e-06, 450.1058, -1084.839, 1174.509, -67.46617, 1, 4
190, 0.3745985, 3.568224e-06, , 0.0004034685, 251188.6, 0.002692985, -0.002941169, 2.656518e-06, 9.170207e-07, 564.3, -1301.946, 1418.978, -66.56674, 1, 4
190, 0.3745985, 3.568224e-06, , 0.0004034685, 199526.2, 0.003947218, 0.000394172, 7.570661e-07, 2.198849e-06, 712.827, -1549.702, 1705.784, -65.29867, 1, 4
190, 0.3745985, 3.568224e-06, , 0.0004034685, 158489.3, -0.00391985, -0.0004592724, -6.500694e-07, -1.824593e-06, 902.5594, -1826.776, 2037.578, -63.7073, 1, 4
190, 0.3745985, 3.568224e-06, , 0.0004034685, 125892.5, -0.002137522, 0.00341467, -1.66149e-06, -1.134482e-07, 1140.86, -2133.084, 2419.01, -61.86032, 1, 4
191, 0.3704961, 2.630739e-06, , 0.0004060992, 99999.97, -0.0005735737, -0.003983879, 1.104182e-06, -8.754956e-07, 1437.541, -2468.179, 2856.297, -59.78221, 1, 5
191, 0.3704961, 2.630739e-06, , 0.0004060992, 79432.8, -0.0005574162, -0.003985207, 9.107238e-07, -7.744721e-07, 1804.32, -2841.489, 3365.951, -57.58481, 1, 5
192, 0.3747563, 3.592615e-06, , 0.0004096918, 63095.71, 0.003888479, -0.001075859, 7.869169e-07, 6.498939e-07, 2266.431, -3238.969, 3953.18, -55.01803, 1, 5
192, 0.3747563, 3.592615e-06, , 0.0004096918, 50118.7, -0.004023366, -0.0002434083, -4.959202e-07, -7.175523e-07, 2852.096, -3635.908, 4621.069, -51.88848, 1, 5
192, 0.3747563, 3.592615e-06, , 0.0004096918, 39810.7, 0.004024064, -0.0001193199, 5.183126e-07, 5.440334e-07, 3579.058, -3986.875, 5357.688, -48.08535, 1, 5
193, 0.3747563, 3.58482e-06, , 0.0004132767, 31622.76, 0.003071035, 0.002614064, 6.847652e-08, 6.549807e-07, 4432.799, -4225.304, 6123.962, -43.62715, 1, 5
193, 0.3747563, 3.58482e-06, , 0.0004132767, 25118.85, -0.001860977, 0.003572075, -5.361388e-07, 2.365716e-07, 5366.146, -4294.778, 6873.183, -38.67192, 1, 5
193, 0.3747563, 3.58482e-06, , 0.0004132767, 19952.61, 0.002822687, -0.002865894, 5.208053e-07, -1.100663e-07, 6301.364, -4171.09, 7556.797, -33.50195, 1, 5
194, 0.3745985, 3.552082e-06, , 0.0004168287, 15848.92, -0.003932641, 0.0008635303, -4.759743e-07, -1.368764e-07, 7149.346, -3870.181, 8129.664, -28.42817, 1, 5
194, 0.3745985, 3.552082e-06, , 0.0004168287, 12589.25, 0.003480717, -0.002012847, 4.65626e-07, -5.165823e-08, 7858.222, -3451.063, 8582.627, -23.70944, 1, 5
194, 0.3745985, 3.552082e-06, , 0.0004168287, 9999.994, 0.00352793, -0.001918386, 4.44552e-07, -7.096136e-08, 8410.455, -2972.81, 8920.39, -19.46677, 1, 5
195, 0.3747563, 3.556759e-06, , 0.0004203855, 7943.277, -0.003026975, -0.002644081, -2.389119e-07, -3.680053e-07, 8811.201, -2505.056, 9160.381, -15.87064, 1, 5
195, 0.3747563, 3.556759e-06, , 0.0004203855, 6309.569, -0.0009309351, -0.003904685, -4.486006e-09, -4.305166e-07, 9091.311, -2067.636, 9323.467, -12.81283, 1, 5
195, 0.3747563, 3.556759e-06, , 0.0004203855, 5011.869, 0.003721287, -0.001491846, 4.16252e-07, -8.50711e-08, 9284.652, -1686.455, 9436.572, -10.29491, 1, 5
196, 0.3747563, 3.603528e-06, , 0.000423989, 3981.069, 0.004013723, 2.285095e-05, 4.17417e-07, 6.285593e-08, 9410.479, -1362.315, 9508.576, -8.237242, 1, 5
196, 0.3747563, 3.603528e-06, , 0.000423989, 3162.275, 0.003863907, 0.001072019, 3.888431e-07, 1.578096e-07, 9492.343, -1095.464, 9555.345, -6.5831, 1, 5
196, 0.3747563, 3.603528e-06, , 0.000423989, 2511.885, 0.003543332, 0.001870284, 3.501673e-07, 2.2809e-07, 9547.247, -877.7177, 9587.508, -5.252672, 1, 5
197, 0.3750719, 3.601969e-06, , 0.000427591, 1995.261, -0.0006227919, -0.00396376, -3.441496e-08, -4.161481e-07, 9583.103, -704.0519, 9608.93, -4.20186, 1, 5
197, 0.3750719, 3.601969e-06, , 0.000427591, 1584.892, -0.003939626, 0.000748551, -4.131278e-07, 5.384391e-08, 9609.021, -559.5454, 9625.299, -3.332642, 1, 5
197, 0.3750719, 3.601969e-06, , 0.000427591, 1258.924, -0.002719241, -0.002942436, -2.678891e-07, -3.1818e-07, 9622.254, -444.857, 9632.532, -2.647019, 1, 5
198, 0.3758608, 3.687712e-06, , 0.0004312787, 999.9991, 0.003948725, 0.0007096987, 4.067601e-07, 8.878138e-08, 9629.811, -357.0881, 9636.429, -2.123642, 1, 5
198, 0.3758608, 3.687712e-06, , 0.0004312787, 794.3275, -8.411132e-05, -0.004007979, 3.57395e-09, -4.159132e-07, 9634.127, -285.0191, 9638.342, -1.694562, 1, 5
198, 0.3758608, 3.687712e-06, , 0.0004312787, 630.9567, -0.002874101, -0.002791, -2.911782e-07, -2.961796e-07, 9643.156, -223.5945, 9645.748, -1.328271, 1, 5
199, 0.3749141, 3.597292e-06, , 0.000434876, 501.1867, 0.0008758953, 0.003915501, 8.320882e-08, 4.07538e-07, 9644.466, -180.0831, 9646.147, -1.069712, 1, 5
199, 0.3749141, 3.597292e-06, , 0.000434876, 398.1068, 0.003218242, -0.002390235, 3.373574e-07, -2.426713e-07, 9645.312, -147.0108, 9646.432, -0.8732164, 1, 5
199, 0.3749141, 3.597292e-06, , 0.000434876, 316.2274, 0.0007312706, -0.003938377, 8.057187e-08, -4.072867e-07, 9647.428, -113.0422, 9648.09, -0.6713233, 1, 5
200, 0.3749141, 3.594174e-06, , 0.0004384702, 251.1884, 0.002214133, -0.00334386, 2.32801e-07, -3.444407e-07, 9646.235, -91.51041, 9646.669, -0.5435284, 1, 5
200, 0.3749141, 3.594174e-06, , 0.0004384702, 199.526, 0.003190318, -0.002422964, 3.324074e-07, -2.485124e-07, 9652.204, -73.01746, 9652.48, -0.4334256, 1, 5
200, 0.3749141, 3.594174e-06, , 0.0004384702, 158.4891, -0.004002988, -0.0001030287, -4.149492e-07, -1.310368e-08, 9645.158, -56.29211, 9645.322, -0.334392, 1, 5
200, 0.3749141, 3.594174e-06, , 0.0004384702, 125.8924, 0.001909491, 0.003526966, 1.961437e-07, 3.665988e-07, 9646.233, -47.57971, 9646.351, -0.2826071, 1, 5
201, 0.3749141, 3.592615e-06, , 0.0004420628, 99.99988, -0.001397616, 0.003756619, -1.462105e-07, 3.884223e-07, 9657.513, -37.10657, 9657.584, -0.2201436, 1, 5
