Experiment:, LINEAR
Start date:, Friday, December 15, 2023
Start time:, 2:37:35 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
253.9997, -1.994192, -1.565491e-06, , -0.0003391996, 1, 6
254.6664, -1.984252, -1.563309e-06, , -0.0003402418, 1, 6
255.3331, -1.974311, -1.560192e-06, , -0.0003412819, 1, 6
255.9997, -1.964371, -1.558322e-06, , -0.0003423208, 1, 6
256.6664, -1.954431, -1.556607e-06, , -0.0003433586, 1, 6
257.3331, -1.944333, -1.554737e-06, , -0.0003443951, 1, 6
257.9997, -1.934392, -1.55271e-06, , -0.0003454302, 1, 6
258.6664, -1.924137, -1.550684e-06, , -0.000346464, 1, 6
259.3331, -1.914354, -1.548502e-06, , -0.0003474963, 1, 6
259.9997, -1.904098, -1.546164e-06, , -0.0003485271, 1, 6
260.6664, -1.894158, -1.545229e-06, , -0.0003495572, 1, 6
261.3331, -1.88406, -1.541488e-06, , -0.0003505849, 1, 6
261.9997, -1.874435, -1.539462e-06, , -0.0003516112, 1, 6
262.6664, -1.864179, -1.538371e-06, , -0.0003526368, 1, 6
263.3331, -1.854239, -1.535565e-06, , -0.0003536605, 1, 6
263.9997, -1.844299, -1.533851e-06, , -0.0003546831, 1, 6
264.6664, -1.8342, -1.531668e-06, , -0.0003557042, 1, 6
265.3331, -1.824102, -1.529642e-06, , -0.0003567239, 1, 6
265.9997, -1.81432, -1.527772e-06, , -0.0003577424, 1, 6
266.6664, -1.804064, -1.525745e-06, , -0.0003587596, 1, 6
267.3331, -1.794281, -1.523408e-06, , -0.0003597752, 1, 6
267.9997, -1.783237, -1.520758e-06, , -0.000360789, 1, 6
268.6664, -1.773296, -1.519199e-06, , -0.0003618018, 1, 6
269.3331, -1.763198, -1.516549e-06, , -0.0003628129, 1, 6
269.9997, -1.7531, -1.514991e-06, , -0.0003638229, 1, 6
270.6664, -1.743002, -1.512341e-06, , -0.0003648311, 1, 6
271.3331, -1.733062, -1.509847e-06, , -0.0003658377, 1, 6
271.9997, -1.723279, -1.507821e-06, , -0.0003668429, 1, 6
272.6664, -1.713181, -1.505639e-06, , -0.0003678466, 1, 6
273.3331, -1.703241, -1.503145e-06, , -0.0003688487, 1, 6
273.9997, -1.693143, -1.501742e-06, , -0.0003698499, 1, 6
274.6664, -1.683203, -1.499404e-06, , -0.0003708495, 1, 6
275.3331, -1.673262, -1.497534e-06, , -0.0003718478, 1, 6
275.9997, -1.663322, -1.495196e-06, , -0.0003728446, 1, 6
276.6664, -1.653224, -1.493014e-06, , -0.00037384, 1, 6
277.3331, -1.643283, -1.490988e-06, , -0.000374834, 1, 6
277.9997, -1.633185, -1.488961e-06, , -0.0003758266, 1, 6
278.6664, -1.623245, -1.486623e-06, , -0.0003768177, 1, 6
279.3331, -1.613305, -1.484441e-06, , -0.0003778073, 1, 6
279.9997, -1.603207, -1.482259e-06, , -0.0003787955, 1, 6
280.6664, -1.593266, -1.480389e-06, , -0.0003797824, 1, 6
281.3331, -1.583326, -1.478518e-06, , -0.0003807681, 1, 6
281.9997, -1.573228, -1.475713e-06, , -0.0003817519, 1, 6
282.6664, -1.563288, -1.473842e-06, , -0.0003827345, 1, 6
283.3331, -1.553347, -1.471348e-06, , -0.0003837153, 1, 6
283.9997, -1.543249, -1.469478e-06, , -0.000384695, 1, 6
284.6664, -1.533309, -1.466361e-06, , -0.0003856726, 1, 6
285.333, -1.523369, -1.464646e-06, , -0.000386649, 1, 6
285.9997, -1.513428, -1.462308e-06, , -0.0003876239, 1, 6
286.6664, -1.50333, -1.45997e-06, , -0.0003885972, 1, 6
287.333, -1.49339, -1.457477e-06, , -0.0003895688, 1, 6
287.9997, -1.483608, -1.454827e-06, , -0.0003905387, 1, 6
288.6664, -1.473509, -1.452956e-06, , -0.0003915073, 1, 6
289.333, -1.462622, -1.451086e-06, , -0.0003924748, 1, 6
289.9997, -1.452366, -1.449527e-06, , -0.0003934411, 1, 6
290.6664, -1.442584, -1.446877e-06, , -0.0003944057, 1, 6
291.333, -1.432486, -1.444384e-06, , -0.0003953686, 1, 6
291.9997, -1.422388, -1.441578e-06, , -0.0003963296, 1, 6
292.6664, -1.41229, -1.439084e-06, , -0.0003972891, 1, 6
293.333, -1.402507, -1.437058e-06, , -0.0003982471, 1, 6
293.9997, -1.392409, -1.43472e-06, , -0.0003992036, 1, 6
294.6664, -1.382469, -1.432382e-06, , -0.0004001585, 1, 6
295.333, -1.372528, -1.430512e-06, , -0.0004011122, 1, 6
295.9997, -1.362588, -1.428174e-06, , -0.0004020643, 1, 6
296.6664, -1.35249, -1.425368e-06, , -0.0004030145, 1, 6
297.333, -1.34255, -1.423342e-06, , -0.0004039634, 1, 6
297.9997, -1.332452, -1.420848e-06, , -0.0004049107, 1, 6
298.6664, -1.322511, -1.418354e-06, , -0.0004058562, 1, 6
299.333, -1.312413, -1.416172e-06, , -0.0004068003, 1, 6
299.9997, -1.302473, -1.413522e-06, , -0.0004077427, 1, 6
300.6664, -1.292375, -1.411184e-06, , -0.0004086835, 1, 6
301.333, -1.282435, -1.408846e-06, , -0.0004096227, 1, 6
301.9997, -1.272336, -1.406508e-06, , -0.0004105603, 1, 6
302.6664, -1.262554, -1.404638e-06, , -0.0004114968, 1, 6
303.333, -1.252456, -1.402144e-06, , -0.0004124315, 1, 6
303.9997, -1.242516, -1.399806e-06, , -0.0004133648, 1, 6
304.6664, -1.232417, -1.397624e-06, , -0.0004142965, 1, 6
305.333, -1.222477, -1.394351e-06, , -0.0004152261, 1, 6
305.9997, -1.212221, -1.392325e-06, , -0.0004161543, 1, 6
306.6664, -1.202281, -1.390143e-06, , -0.000417081, 1, 6
307.333, -1.192341, -1.38796e-06, , -0.0004180064, 1, 6
307.9997, -1.1824, -1.385155e-06, , -0.0004189298, 1, 6
308.6664, -1.17246, -1.382817e-06, , -0.0004198517, 1, 6
309.333, -1.162362, -1.379855e-06, , -0.0004207716, 1, 6
309.9997, -1.152264, -1.377517e-06, , -0.0004216899, 1, 6
310.6664, -1.141693, -1.374868e-06, , -0.0004226065, 1, 6
311.333, -1.131437, -1.372218e-06, , -0.0004235213, 1, 6
311.9997, -1.121496, -1.36988e-06, , -0.0004244345, 1, 6
312.6664, -1.111556, -1.367074e-06, , -0.0004253459, 1, 6
313.333, -1.101616, -1.364736e-06, , -0.0004262557, 1, 6
313.9997, -1.091518, -1.362243e-06, , -0.0004271639, 1, 6
314.6664, -1.081735, -1.359125e-06, , -0.00042807, 1, 6
315.333, -1.071637, -1.356476e-06, , -0.0004289743, 1, 6
315.9997, -1.061697, -1.354917e-06, , -0.0004298776, 1, 6
316.6664, -1.051756, -1.352579e-06, , -0.0004307793, 1, 6
317.333, -1.041816, -1.350241e-06, , -0.0004316795, 1, 6
317.9997, -1.03156, -1.347591e-06, , -0.0004325779, 1, 6
318.6663, -1.021778, -1.345097e-06, , -0.0004334746, 1, 6
319.333, -1.011522, -1.342292e-06, , -0.0004343695, 1, 6
319.9997, -1.001582, -1.339798e-06, , -0.0004352627, 1, 6
320.6663, -0.9916413, -1.336836e-06, , -0.0004361539, 1, 6
321.333, -0.9820165, -1.334343e-06, , -0.0004370434, 1, 6
321.9997, -0.9719184, -1.331849e-06, , -0.0004379313, 1, 6
322.6663, -0.9619781, -1.328887e-06, , -0.0004388173, 1, 6
323.333, -0.9517223, -1.326238e-06, , -0.0004397014, 1, 6
323.9997, -0.9422553, -1.323588e-06, , -0.0004405838, 1, 6
324.6663, -0.9318416, -1.320782e-06, , -0.0004414643, 1, 6
325.333, -0.9219013, -1.318288e-06, , -0.0004423432, 1, 6
325.9997, -0.9118032, -1.315483e-06, , -0.0004432202, 1, 6
326.6663, -0.9020207, -1.312677e-06, , -0.0004440953, 1, 6
327.333, -0.8919226, -1.310184e-06, , -0.0004449687, 1, 6
327.9997, -0.8821401, -1.307846e-06, , -0.0004458406, 1, 6
328.6663, -0.872042, -1.305196e-06, , -0.0004467108, 1, 6
329.333, -0.8624172, -1.302234e-06, , -0.0004475789, 1, 6
329.9997, -0.8523192, -1.299273e-06, , -0.0004484451, 1, 6
330.6663, -0.8423789, -1.296779e-06, , -0.0004493096, 1, 6
331.333, -0.832123, -1.294129e-06, , -0.0004501724, 1, 6
331.9997, -0.8210782, -1.291324e-06, , -0.0004510333, 1, 6
332.6663, -0.8109801, -1.288206e-06, , -0.0004518921, 1, 6
333.333, -0.8010398, -1.285869e-06, , -0.0004527493, 1, 6
333.9997, -0.7906262, -1.282751e-06, , -0.0004536045, 1, 6
334.6663, -0.7808437, -1.279634e-06, , -0.0004544576, 1, 6
335.333, -0.7710611, -1.276984e-06, , -0.0004553089, 1, 6
335.9997, -0.7611209, -1.274334e-06, , -0.0004561584, 1, 6
336.6663, -0.7510228, -1.271373e-06, , -0.000457006, 1, 6
337.333, -0.7409247, -1.268723e-06, , -0.0004578518, 1, 6
337.9997, -0.7308266, -1.265606e-06, , -0.0004586956, 1, 6
338.6663, -0.721044, -1.262489e-06, , -0.0004595372, 1, 6
339.333, -0.7109459, -1.259839e-06, , -0.0004603771, 1, 6
339.9997, -0.7010056, -1.256566e-06, , -0.0004612148, 1, 6
340.6663, -0.6907498, -1.25376e-06, , -0.0004620507, 1, 6
341.333, -0.6809672, -1.250955e-06, , -0.0004628846, 1, 6
