Experiment:, LINEAR
Start date:, Friday, December 15, 2023
Start time:, 2:37:35 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
507.3328, -1.99719, -1.564556e-06, , -0.000677507, 1, 6
507.9995, -1.98725, -1.56253e-06, , -0.0006785486, 1, 6
508.6662, -1.977309, -1.560659e-06, , -0.0006795891, 1, 6
509.3328, -1.967211, -1.558477e-06, , -0.0006806281, 1, 6
509.9995, -1.957271, -1.556139e-06, , -0.0006816655, 1, 6
510.6662, -1.947331, -1.554269e-06, , -0.0006827016, 1, 6
511.3328, -1.937232, -1.55271e-06, , -0.0006837368, 1, 6
511.9995, -1.927292, -1.550061e-06, , -0.0006847702, 1, 6
512.6662, -1.917352, -1.548346e-06, , -0.0006858024, 1, 6
513.3328, -1.907254, -1.546476e-06, , -0.0006868334, 1, 6
513.9995, -1.897156, -1.544449e-06, , -0.000687863, 1, 6
514.6662, -1.887215, -1.542111e-06, , -0.0006888911, 1, 6
515.3328, -1.877275, -1.540085e-06, , -0.0006899178, 1, 6
515.9995, -1.867177, -1.537747e-06, , -0.000690943, 1, 6
516.6662, -1.857237, -1.536189e-06, , -0.0006919671, 1, 6
517.3328, -1.847139, -1.53463e-06, , -0.0006929902, 1, 6
517.9995, -1.837041, -1.532136e-06, , -0.0006940116, 1, 6
518.6661, -1.827258, -1.529486e-06, , -0.0006950313, 1, 6
519.3328, -1.817002, -1.527304e-06, , -0.0006960495, 1, 6
519.9995, -1.807062, -1.524966e-06, , -0.0006970661, 1, 6
520.6661, -1.797121, -1.523252e-06, , -0.0006980816, 1, 6
521.3328, -1.786708, -1.521693e-06, , -0.0006990961, 1, 6
521.9995, -1.775979, -1.519667e-06, , -0.0007001092, 1, 6
522.6661, -1.766038, -1.516549e-06, , -0.0007011202, 1, 6
523.3328, -1.756098, -1.515147e-06, , -0.0007021303, 1, 6
523.9995, -1.746, -1.512965e-06, , -0.0007031389, 1, 6
524.6661, -1.73606, -1.510627e-06, , -0.000704146, 1, 6
525.3328, -1.726119, -1.508756e-06, , -0.0007051519, 1, 6
525.9995, -1.716021, -1.506262e-06, , -0.000706156, 1, 6
526.6661, -1.706239, -1.503924e-06, , -0.0007071586, 1, 6
527.3328, -1.696141, -1.50221e-06, , -0.0007081601, 1, 6
527.9995, -1.6862, -1.500028e-06, , -0.0007091602, 1, 6
