Experiment:, LINEAR
Start date:, Friday, December 15, 2023
Start time:, 2:37:35 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
127.3332, -1.993719, -1.563933e-06, , -0.0001700835, 1, 6
127.9999, -1.983621, -1.56253e-06, , -0.0001711252, 1, 6
128.6665, -1.97368, -1.560192e-06, , -0.0001721653, 1, 6
129.3332, -1.963424, -1.558477e-06, , -0.0001732043, 1, 6
129.9999, -1.953642, -1.556295e-06, , -0.0001742418, 1, 6
130.6665, -1.943544, -1.553957e-06, , -0.0001752778, 1, 6
131.3332, -1.933604, -1.551931e-06, , -0.0001763124, 1, 6
131.9999, -1.923505, -1.550217e-06, , -0.0001773459, 1, 6
132.6665, -1.913565, -1.547723e-06, , -0.0001783777, 1, 6
133.3332, -1.903309, -1.546476e-06, , -0.0001794087, 1, 6
133.9999, -1.893527, -1.543982e-06, , -0.000180438, 1, 6
134.6665, -1.883271, -1.541644e-06, , -0.0001814658, 1, 6
135.3332, -1.873488, -1.540085e-06, , -0.0001824925, 1, 6
135.9999, -1.863232, -1.537903e-06, , -0.0001835178, 1, 6
136.6665, -1.853608, -1.535409e-06, , -0.0001845414, 1, 6
137.3332, -1.84351, -1.533071e-06, , -0.0001855634, 1, 6
137.9999, -1.833569, -1.531201e-06, , -0.0001865842, 1, 6
138.6665, -1.823629, -1.52933e-06, , -0.0001876038, 1, 6
139.3332, -1.813846, -1.527148e-06, , -0.0001886219, 1, 6
139.9999, -1.803433, -1.524654e-06, , -0.0001896383, 1, 6
140.6665, -1.793335, -1.523563e-06, , -0.000190654, 1, 6
141.3332, -1.782606, -1.520446e-06, , -0.0001916676, 1, 6
141.9999, -1.772507, -1.518576e-06, , -0.00019268, 1, 6
142.6665, -1.762409, -1.516549e-06, , -0.000193691, 1, 6
143.3332, -1.752469, -1.514523e-06, , -0.0001947007, 1, 6
143.9999, -1.742371, -1.512029e-06, , -0.0001957088, 1, 6
144.6665, -1.732431, -1.510003e-06, , -0.0001967154, 1, 6
145.3332, -1.72249, -1.507977e-06, , -0.0001977207, 1, 6
145.9999, -1.712392, -1.505951e-06, , -0.0001987247, 1, 6
146.6665, -1.70261, -1.503457e-06, , -0.000199727, 1, 6
147.3332, -1.692512, -1.502054e-06, , -0.0002007284, 1, 6
147.9999, -1.682414, -1.499404e-06, , -0.000201728, 1, 6
