Experiment:, LINEAR
Start date:, Friday, December 15, 2023
Start time:, 2:37:35 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
380.6663, -1.995612, -1.563933e-06, , -0.0005083437, 1, 6
381.333, -1.985672, -1.561283e-06, , -0.0005093845, 1, 6
381.9996, -1.975731, -1.559257e-06, , -0.000510424, 1, 6
382.6663, -1.965791, -1.557074e-06, , -0.000511462, 1, 6
383.333, -1.955851, -1.555048e-06, , -0.0005124988, 1, 6
383.9996, -1.945753, -1.552399e-06, , -0.0005135337, 1, 6
384.6663, -1.93597, -1.551152e-06, , -0.0005145678, 1, 6
385.3329, -1.92603, -1.549437e-06, , -0.0005156008, 1, 6
385.9996, -1.915774, -1.547099e-06, , -0.0005166322, 1, 6
386.6663, -1.905676, -1.545073e-06, , -0.0005176622, 1, 6
387.3329, -1.895736, -1.543514e-06, , -0.0005186912, 1, 6
387.9996, -1.885795, -1.541488e-06, , -0.0005197189, 1, 6
388.6663, -1.875855, -1.539462e-06, , -0.0005207452, 1, 6
389.3329, -1.865757, -1.53728e-06, , -0.00052177, 1, 6
389.9996, -1.855817, -1.535253e-06, , -0.0005227935, 1, 6
390.6663, -1.845876, -1.533071e-06, , -0.0005238156, 1, 6
391.3329, -1.835621, -1.531045e-06, , -0.0005248362, 1, 6
391.9996, -1.82568, -1.528707e-06, , -0.0005258554, 1, 6
392.6663, -1.81574, -1.526525e-06, , -0.0005268731, 1, 6
393.3329, -1.805642, -1.524187e-06, , -0.0005278892, 1, 6
393.9996, -1.795702, -1.522317e-06, , -0.0005289041, 1, 6
394.6663, -1.784972, -1.520134e-06, , -0.0005299175, 1, 6
395.3329, -1.774716, -1.517952e-06, , -0.0005309295, 1, 6
395.9996, -1.764618, -1.515303e-06, , -0.0005319397, 1, 6
396.6663, -1.75452, -1.513432e-06, , -0.0005329486, 1, 6
397.3329, -1.744422, -1.511718e-06, , -0.0005339565, 1, 6
397.9996, -1.73464, -1.509691e-06, , -0.0005349629, 1, 6
398.6663, -1.724857, -1.507042e-06, , -0.0005359676, 1, 6
399.3329, -1.714759, -1.505327e-06, , -0.0005369711, 1, 6
399.9996, -1.704819, -1.502833e-06, , -0.000537973, 1, 6
400.6663, -1.694721, -1.500963e-06, , -0.0005389737, 1, 6
401.3329, -1.68478, -1.498469e-06, , -0.0005399727, 1, 6
401.9996, -1.674682, -1.496755e-06, , -0.0005409705, 1, 6
402.6663, -1.664742, -1.494572e-06, , -0.0005419669, 1, 6
403.3329, -1.654802, -1.492546e-06, , -0.0005429619, 1, 6
403.9996, -1.644861, -1.490364e-06, , -0.0005439555, 1, 6
404.6663, -1.634763, -1.488182e-06, , -0.0005449476, 1, 6
405.3329, -1.624665, -1.485844e-06, , -0.0005459382, 1, 6
405.9996, -1.614567, -1.483974e-06, , -0.0005469274, 1, 6
406.6663, -1.604469, -1.482103e-06, , -0.0005479155, 1, 6
407.3329, -1.594529, -1.479454e-06, , -0.0005489019, 1, 6
407.9996, -1.584588, -1.477115e-06, , -0.0005498866, 1, 6
408.6663, -1.574648, -1.475089e-06, , -0.00055087, 1, 6
409.3329, -1.564708, -1.472595e-06, , -0.0005518517, 1, 6
409.9996, -1.55461, -1.470725e-06, , -0.0005528322, 1, 6
410.6663, -1.544669, -1.468387e-06, , -0.0005538111, 1, 6
411.3329, -1.534571, -1.466517e-06, , -0.0005547888, 1, 6
411.9996, -1.524631, -1.464023e-06, , -0.0005557648, 1, 6
