Experiment:, CHARACTERISTIC
Start date:, 15 January 2024
Start time:, 12:52:57 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
0.4, -0.3996408, -5.186515e-10, , -2.074606e-10, 1, 8
0.8, -0.3975897, -5.170873e-10, , -4.142955e-10, 1, 8
1.2, -0.3955385, -5.123946e-10, , -6.192533e-10, 1, 8
1.6, -0.3934873, -5.108304e-10, , -8.235855e-10, 1, 8
2, -0.3915939, -5.092661e-10, , -1.027292e-09, 1, 8
2.4, -0.389385, -5.077019e-10, , -1.230373e-09, 1, 8
2.8, -0.3873338, -5.061377e-10, , -1.432828e-09, 1, 8
3.2, -0.3855982, -5.030092e-10, , -1.634031e-09, 1, 8
3.6, -0.3832314, -5.030092e-10, , -1.835235e-09, 1, 8
4, -0.3813381, -4.998808e-10, , -2.035188e-09, 1, 8
4.4, -0.3796024, -4.998808e-10, , -2.23514e-09, 1, 8
4.8, -0.377709, -4.998808e-10, , -2.435092e-09, 1, 8
5.2, -0.3756579, -4.983166e-10, , -2.634419e-09, 1, 8
5.6, -0.3736067, -4.967524e-10, , -2.83312e-09, 1, 8
6, -0.3717133, -4.967524e-10, , -3.031821e-09, 1, 8
6.4, -0.3695044, -4.951881e-10, , -3.229896e-09, 1, 8
6.8, -0.3674532, -4.936239e-10, , -3.427346e-09, 1, 8
7.2, -0.3655598, -4.920597e-10, , -3.624169e-09, 1, 8
7.6, -0.3633508, -4.920597e-10, , -3.820993e-09, 1, 8
8, -0.3614574, -4.904955e-10, , -4.017191e-09, 1, 8
8.4, -0.359564, -4.889312e-10, , -4.212764e-09, 1, 8
8.8, -0.3576707, -4.87367e-10, , -4.407711e-09, 1, 8
9.2, -0.3556195, -4.87367e-10, , -4.602658e-09, 1, 8
9.6, -0.3535683, -4.858028e-10, , -4.796979e-09, 1, 8
10, -0.3515171, -4.842386e-10, , -4.990674e-09, 1, 8
10.4, -0.3496237, -4.842386e-10, , -5.18437e-09, 1, 8
10.8, -0.3475726, -4.826743e-10, , -5.377439e-09, 1, 8
11.2, -0.3455214, -4.764175e-10, , -5.568007e-09, 1, 8
11.6, -0.3433124, -4.795459e-10, , -5.759825e-09, 1, 8
12, -0.3415768, -4.764175e-10, , -5.950392e-09, 1, 8
12.4, -0.3396834, -4.764175e-10, , -6.140959e-09, 1, 8
12.8, -0.33779, -4.748533e-10, , -6.3309e-09, 1, 8
13.2, -0.3357389, -4.748533e-10, , -6.520841e-09, 1, 8
13.6, -0.3336877, -4.73289e-10, , -6.710157e-09, 1, 8
14, -0.3317943, -4.717248e-10, , -6.898847e-09, 1, 8
14.4, -0.3297431, -4.701606e-10, , -7.086911e-09, 1, 8
14.8, -0.3275342, -4.701606e-10, , -7.274975e-09, 1, 8
15.2, -0.325483, -4.670321e-10, , -7.461789e-09, 1, 8
15.6, -0.3234318, -4.670321e-10, , -7.648601e-09, 1, 8
16, -0.3213806, -4.639037e-10, , -7.834163e-09, 1, 8
16.4, -0.319645, -4.623395e-10, , -8.019098e-09, 1, 8
16.8, -0.3174361, -4.623395e-10, , -8.204034e-09, 1, 8
17.2, -0.3155427, -4.623395e-10, , -8.38897e-09, 1, 8
17.6, -0.3136493, -4.607753e-10, , -8.57328e-09, 1, 8
18, -0.3114403, -4.59211e-10, , -8.756964e-09, 1, 8
18.4, -0.3093892, -4.59211e-10, , -8.940649e-09, 1, 8
18.8, -0.307338, -4.560826e-10, , -9.123082e-09, 1, 8
19.2, -0.3052868, -4.560826e-10, , -9.305515e-09, 1, 8
19.6, -0.3033934, -4.529541e-10, , -9.486697e-09, 1, 8
20, -0.3013422, -4.513899e-10, , -9.667253e-09, 1, 8
20.4, -0.2994488, -4.498257e-10, , -9.847183e-09, 1, 8
20.8, -0.2977133, -4.482615e-10, , -1.002649e-08, 1, 8
21.2, -0.2955043, -4.466973e-10, , -1.020517e-08, 1, 8
21.6, -0.2934531, -4.466973e-10, , -1.038384e-08, 1, 8
22, -0.291402, -4.435688e-10, , -1.056127e-08, 1, 8
22.4, -0.2895086, -4.435688e-10, , -1.07387e-08, 1, 8
22.8, -0.2874574, -4.435688e-10, , -1.091613e-08, 1, 8
23.2, -0.2854062, -4.404404e-10, , -1.10923e-08, 1, 8
23.6, -0.2836706, -4.404404e-10, , -1.126848e-08, 1, 8
24, -0.2814617, -4.373119e-10, , -1.14434e-08, 1, 8
24.4, -0.279726, -4.373119e-10, , -1.161833e-08, 1, 8
24.8, -0.2778326, -4.357477e-10, , -1.179263e-08, 1, 8
25.2, -0.2757815, -4.341835e-10, , -1.19663e-08, 1, 8
25.6, -0.2737303, -4.326192e-10, , -1.213935e-08, 1, 8
26, -0.2718369, -4.326192e-10, , -1.23124e-08, 1, 8
26.4, -0.269628, -4.31055e-10, , -1.248482e-08, 1, 8
26.8, -0.2675768, -4.294908e-10, , -1.265662e-08, 1, 8
27.2, -0.2655256, -4.294908e-10, , -1.282841e-08, 1, 8
27.6, -0.2634744, -4.279266e-10, , -1.299958e-08, 1, 8
28, -0.2617388, -4.263624e-10, , -1.317013e-08, 1, 8
28.4, -0.2596877, -4.263624e-10, , -1.334067e-08, 1, 8
28.8, -0.2577943, -4.247981e-10, , -1.351059e-08, 1, 8
29.2, -0.2555853, -4.232339e-10, , -1.367989e-08, 1, 8
29.6, -0.2535341, -4.232339e-10, , -1.384918e-08, 1, 8
30, -0.2516407, -4.232339e-10, , -1.401847e-08, 1, 8
30.4, -0.2494318, -4.201055e-10, , -1.418652e-08, 1, 8
30.8, -0.2475384, -4.201055e-10, , -1.435456e-08, 1, 8
31.2, -0.2453294, -4.16977e-10, , -1.452135e-08, 1, 8
31.6, -0.243436, -4.16977e-10, , -1.468814e-08, 1, 8
32, -0.2415427, -4.154128e-10, , -1.48543e-08, 1, 8
32.4, -0.2383408, -4.138486e-10, , -1.501984e-08, 2, 8
32.8, -0.2362279, -4.122843e-10, , -1.518476e-08, 2, 8
33.2, -0.2343516, -4.107201e-10, , -1.534904e-08, 2, 8
33.6, -0.2323333, -4.091559e-10, , -1.551271e-08, 2, 8
34, -0.2304097, -4.091559e-10, , -1.567637e-08, 2, 8
34.4, -0.2283284, -4.075917e-10, , -1.583941e-08, 2, 8
34.8, -0.2263732, -4.060275e-10, , -1.600182e-08, 2, 8
35.2, -0.2244022, -4.060275e-10, , -1.616423e-08, 2, 8
35.6, -0.2223998, -4.044632e-10, , -1.632601e-08, 2, 8
36, -0.2204288, -4.02899e-10, , -1.648717e-08, 2, 8
