Experiment:, SLEW-RATE-VARIATION
Start date:, Friday, December 15, 2023
Start time:, 3:14:47 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
2, -2.00287, -1.569076e-06, , -3.138152e-06, 1, 6
4, -1.99293, -1.567206e-06, , -6.272564e-06, 1, 6
6, -1.982674, -1.565179e-06, , -9.402923e-06, 1, 6
8, -1.973049, -1.563309e-06, , -1.252954e-05, 1, 6
10, -1.963109, -1.561127e-06, , -1.565179e-05, 1, 6
12, -1.953011, -1.558945e-06, , -1.876969e-05, 1, 6
14, -1.94307, -1.556763e-06, , -2.188321e-05, 1, 6
16, -1.93313, -1.554737e-06, , -2.499268e-05, 1, 6
18, -1.92319, -1.552399e-06, , -2.809748e-05, 1, 6
20, -1.913092, -1.551152e-06, , -3.119978e-05, 1, 6
22, -1.902836, -1.548502e-06, , -3.429679e-05, 1, 6
24, -1.893053, -1.546943e-06, , -3.739067e-05, 1, 6
26, -1.882797, -1.543358e-06, , -4.047739e-05, 1, 6
28, -1.872857, -1.541955e-06, , -4.35613e-05, 1, 6
30, -1.862917, -1.539929e-06, , -4.664116e-05, 1, 6
32, -1.853134, -1.537591e-06, , -4.971634e-05, 1, 6
34, -1.842878, -1.535565e-06, , -5.278747e-05, 1, 6
36, -1.832938, -1.533851e-06, , -5.585518e-05, 1, 6
38, -1.822682, -1.531045e-06, , -5.891726e-05, 1, 6
40, -1.8129, -1.529019e-06, , -6.19753e-05, 1, 6
42, -1.802644, -1.527148e-06, , -6.50296e-05, 1, 6
44, -1.792861, -1.525434e-06, , -6.808047e-05, 1, 6
46, -1.781817, -1.522628e-06, , -7.112572e-05, 1, 6
48, -1.771719, -1.520602e-06, , -7.416693e-05, 1, 6
50, -1.761936, -1.518576e-06, , -7.720408e-05, 1, 6
52, -1.751838, -1.516238e-06, , -8.023655e-05, 1, 6
54, -1.74174, -1.514523e-06, , -8.32656e-05, 1, 6
56, -1.7318, -1.512653e-06, , -8.629091e-05, 1, 6
58, -1.721859, -1.510315e-06, , -8.931154e-05, 1, 6
60, -1.711761, -1.507665e-06, , -9.232687e-05, 1, 6
62, -1.701821, -1.505951e-06, , -9.533876e-05, 1, 6
64, -1.691723, -1.503769e-06, , -9.83463e-05, 1, 6
