Experiment:, SLEW-RATE-VARIATION
Start date:, Friday, December 15, 2023
Start time:, 3:14:47 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
66, -1.681782, -1.50143e-06, , -0.0001013492, 1, 6
68, -1.672, -1.499404e-06, , -0.000104348, 1, 6
70, -1.66206, -1.496443e-06, , -0.0001073409, 1, 6
72, -1.651961, -1.495508e-06, , -0.0001103319, 1, 6
74, -1.641863, -1.492858e-06, , -0.0001133176, 1, 6
76, -1.631923, -1.490676e-06, , -0.0001162989, 1, 6
78, -1.621825, -1.488182e-06, , -0.0001192753, 1, 6
80, -1.612042, -1.486311e-06, , -0.0001222479, 1, 6
82, -1.601944, -1.484129e-06, , -0.0001252162, 1, 6
84, -1.592004, -1.482415e-06, , -0.000128181, 1, 6
86, -1.581906, -1.480233e-06, , -0.0001311415, 1, 6
88, -1.572281, -1.477739e-06, , -0.000134097, 1, 6
90, -1.562183, -1.47618e-06, , -0.0001370493, 1, 6
92, -1.552243, -1.473842e-06, , -0.000139997, 1, 6
94, -1.542145, -1.471193e-06, , -0.0001429394, 1, 6
96, -1.532204, -1.468543e-06, , -0.0001458765, 1, 6
98, -1.522106, -1.466517e-06, , -0.0001488095, 1, 6
100, -1.512324, -1.464646e-06, , -0.0001517388, 1, 6
102, -1.502068, -1.462308e-06, , -0.0001546634, 1, 6
104, -1.492285, -1.460438e-06, , -0.0001575843, 1, 6
106, -1.482345, -1.4581e-06, , -0.0001605005, 1, 6
108, -1.472089, -1.455762e-06, , -0.000163412, 1, 6
110, -1.461045, -1.453424e-06, , -0.0001663189, 1, 6
112, -1.451104, -1.450774e-06, , -0.0001692204, 1, 6
114, -1.441164, -1.448436e-06, , -0.0001721173, 1, 6
116, -1.431066, -1.446098e-06, , -0.0001750095, 1, 6
118, -1.421283, -1.443916e-06, , -0.0001778973, 1, 6
120, -1.411185, -1.440955e-06, , -0.0001807792, 1, 6
122, -1.401245, -1.43924e-06, , -0.0001836577, 1, 6
124, -1.390989, -1.437058e-06, , -0.0001865318, 1, 6
126, -1.381207, -1.43472e-06, , -0.0001894013, 1, 6
128, -1.371266, -1.432382e-06, , -0.000192266, 1, 6
130, -1.361168, -1.429732e-06, , -0.0001951255, 1, 6
132, -1.35107, -1.42755e-06, , -0.0001979806, 1, 6
134, -1.341287, -1.425212e-06, , -0.000200831, 1, 6
136, -1.331189, -1.422562e-06, , -0.0002036761, 1, 6
138, -1.321091, -1.420536e-06, , -0.0002065172, 1, 6
140, -1.311151, -1.418354e-06, , -0.0002093539, 1, 6
142, -1.301369, -1.41586e-06, , -0.0002121856, 1, 6
144, -1.291113, -1.413678e-06, , -0.000215013, 1, 6
146, -1.281172, -1.411496e-06, , -0.000217836, 1, 6
148, -1.271232, -1.40869e-06, , -0.0002206534, 1, 6
150, -1.261134, -1.40682e-06, , -0.000223467, 1, 6
152, -1.251194, -1.40417e-06, , -0.0002262754, 1, 6
154, -1.241253, -1.401832e-06, , -0.000229079, 1, 6
156, -1.231155, -1.399183e-06, , -0.0002318774, 1, 6
158, -1.221531, -1.397312e-06, , -0.000234672, 1, 6
160, -1.211275, -1.395286e-06, , -0.0002374626, 1, 6
162, -1.201334, -1.392013e-06, , -0.0002402466, 1, 6
164, -1.191236, -1.389519e-06, , -0.0002430256, 1, 6
166, -1.181296, -1.386714e-06, , -0.0002457991, 1, 6
168, -1.171198, -1.384375e-06, , -0.0002485678, 1, 6
170, -1.161258, -1.38157e-06, , -0.000251331, 1, 6
172, -1.151317, -1.379232e-06, , -0.0002540894, 1, 6
174, -1.14043, -1.377362e-06, , -0.0002568442, 1, 6
176, -1.130332, -1.375024e-06, , -0.0002595942, 1, 6
178, -1.120392, -1.372218e-06, , -0.0002623386, 1, 6
180, -1.110451, -1.370036e-06, , -0.0002650787, 1, 6
182, -1.100511, -1.367698e-06, , -0.0002678141, 1, 6
184, -1.090571, -1.365204e-06, , -0.0002705445, 1, 6
186, -1.080473, -1.36271e-06, , -0.0002732699, 1, 6
188, -1.070533, -1.36006e-06, , -0.0002759901, 1, 6
190, -1.060592, -1.357567e-06, , -0.0002787052, 1, 6
192, -1.050336, -1.354917e-06, , -0.000281415, 1, 6
194, -1.040712, -1.352423e-06, , -0.0002841199, 1, 6
196, -1.030771, -1.349929e-06, , -0.0002868197, 1, 6
198, -1.020831, -1.34728e-06, , -0.0002895143, 1, 6
200, -1.010575, -1.34463e-06, , -0.0002922035, 1, 6
202, -1.000635, -1.34198e-06, , -0.0002948875, 1, 6
204, -0.990379, -1.339486e-06, , -0.0002975665, 1, 6
206, -0.9805965, -1.336836e-06, , -0.0003002401, 1, 6
208, -0.9706562, -1.334187e-06, , -0.0003029085, 1, 6
210, -0.9607159, -1.331537e-06, , -0.0003055716, 1, 6
212, -0.9509333, -1.328887e-06, , -0.0003082294, 1, 6
214, -0.9408352, -1.326238e-06, , -0.0003108818, 1, 6
216, -0.9305794, -1.323432e-06, , -0.0003135287, 1, 6
218, -0.9207968, -1.321094e-06, , -0.0003161709, 1, 6
220, -0.9108565, -1.318288e-06, , -0.0003188075, 1, 6
222, -0.9010741, -1.315795e-06, , -0.0003214391, 1, 6
224, -0.8911337, -1.313145e-06, , -0.0003240654, 1, 6
226, -0.8810356, -1.310495e-06, , -0.0003266863, 1, 6
228, -0.8709375, -1.30769e-06, , -0.0003293017, 1, 6
230, -0.861155, -1.304884e-06, , -0.0003319115, 1, 6
232, -0.8508991, -1.301923e-06, , -0.0003345153, 1, 6
234, -0.8408011, -1.299273e-06, , -0.0003371139, 1, 6
236, -0.8305452, -1.296311e-06, , -0.0003397065, 1, 6
238, -0.8198159, -1.293506e-06, , -0.0003422935, 1, 6
240, -0.8095601, -1.291324e-06, , -0.0003448762, 1, 6
242, -0.7996198, -1.288206e-06, , -0.0003474526, 1, 6
244, -0.7898372, -1.285401e-06, , -0.0003500234, 1, 6
246, -0.7798969, -1.282284e-06, , -0.000352588, 1, 6
248, -0.7699566, -1.279478e-06, , -0.0003551469, 1, 6
250, -0.7600163, -1.276517e-06, , -0.0003576999, 1, 6
252, -0.7500761, -1.273867e-06, , -0.0003602477, 1, 6
254, -0.7402936, -1.271061e-06, , -0.0003627898, 1, 6
256, -0.7297221, -1.268412e-06, , -0.0003653266, 1, 6
258, -0.7200974, -1.265138e-06, , -0.0003678569, 1, 6
260, -0.7098415, -1.262177e-06, , -0.0003703813, 1, 6
262, -0.7000589, -1.258904e-06, , -0.0003728991, 1, 6
264, -0.6901187, -1.25641e-06, , -0.0003754119, 1, 6
266, -0.6801783, -1.253293e-06, , -0.0003779184, 1, 6
268, -0.6700802, -1.250175e-06, , -0.0003804188, 1, 6
270, -0.6599821, -1.247058e-06, , -0.0003829129, 1, 6
272, -0.6497263, -1.244096e-06, , -0.0003854011, 1, 6
274, -0.6401016, -1.241135e-06, , -0.0003878834, 1, 6
276, -0.6296879, -1.23833e-06, , -0.00039036, 1, 6
278, -0.6200631, -1.235056e-06, , -0.0003928301, 1, 6
280, -0.6099651, -1.231939e-06, , -0.000395294, 1, 6
282, -0.6001825, -1.228978e-06, , -0.000397752, 1, 6
284, -0.5899267, -1.22586e-06, , -0.0004002037, 1, 6
286, -0.5796708, -1.222743e-06, , -0.0004026492, 1, 6
288, -0.5698883, -1.219781e-06, , -0.0004050888, 1, 6
290, -0.559948, -1.216041e-06, , -0.0004075209, 1, 6
292, -0.5500077, -1.213079e-06, , -0.000409947, 1, 6
294, -0.5400674, -1.209806e-06, , -0.0004123666, 1, 6
296, -0.5299693, -1.206845e-06, , -0.0004147803, 1, 6
298, -0.5200289, -1.20326e-06, , -0.0004171868, 1, 6
300, -0.5097731, -1.199675e-06, , -0.0004195862, 1, 6
302, -0.4992017, -1.196557e-06, , -0.0004219793, 1, 6
304, -0.4889458, -1.192973e-06, , -0.0004243652, 1, 6
306, -0.4793211, -1.189855e-06, , -0.000426745, 1, 6
308, -0.4690652, -1.185959e-06, , -0.0004291169, 1, 6
310, -0.4591249, -1.182218e-06, , -0.0004314813, 1, 6
312, -0.4490268, -1.179101e-06, , -0.0004338395, 1, 6
314, -0.4390865, -1.17536e-06, , -0.0004361902, 1, 6
316, -0.4291462, -1.171931e-06, , -0.0004385341, 1, 6
318, -0.4190481, -1.168346e-06, , -0.0004408708, 1, 6
320, -0.4091078, -1.165073e-06, , -0.0004432009, 1, 6
322, -0.3991675, -1.161488e-06, , -0.0004455239, 1, 6
324, -0.3889116, -1.157903e-06, , -0.0004478397, 1, 6
326, -0.3789713, -1.154318e-06, , -0.0004501483, 1, 6
328, -0.3688732, -1.150733e-06, , -0.0004524498, 1, 6
330, -0.3590907, -1.146992e-06, , -0.0004547438, 1, 6
332, -0.3489926, -1.143407e-06, , -0.0004570306, 1, 6
334, -0.3392101, -1.139511e-06, , -0.0004593096, 1, 6
336, -0.3292698, -1.135926e-06, , -0.0004615815, 1, 6
338, -0.3193295, -1.132185e-06, , -0.0004638458, 1, 6
340, -0.3089158, -1.128288e-06, , -0.0004661024, 1, 6
342, -0.2991333, -1.124548e-06, , -0.0004683515, 1, 6
344, -0.2890352, -1.120495e-06, , -0.0004705925, 1, 6
346, -0.2794105, -1.116754e-06, , -0.000472826, 1, 6
348, -0.2693124, -1.112858e-06, , -0.0004750517, 1, 6
350, -0.2592143, -1.108649e-06, , -0.000477269, 1, 6
352, -0.2491162, -1.104753e-06, , -0.0004794785, 1, 6
354, -0.2380885, -1.101012e-06, , -0.0004816806, 2, 6
356, -0.2280761, -1.096492e-06, , -0.0004838735, 2, 6
358, -0.2180952, -1.092595e-06, , -0.0004860587, 2, 6
360, -0.2081301, -1.088231e-06, , -0.0004882352, 2, 6
362, -0.1979127, -1.084023e-06, , -0.0004904032, 2, 6
364, -0.1879318, -1.079347e-06, , -0.000492562, 2, 6
366, -0.1779194, -1.074982e-06, , -0.0004947119, 2, 6
368, -0.1678439, -1.070151e-06, , -0.0004968522, 2, 6
370, -0.1578472, -1.064695e-06, , -0.0004989816, 2, 6
372, -0.1477559, -1.05924e-06, , -0.0005011001, 2, 6
374, -0.1378697, -1.053629e-06, , -0.0005032073, 2, 6
376, -0.127668, -1.047082e-06, , -0.0005053015, 2, 6
378, -0.1176083, -1.038977e-06, , -0.0005073794, 2, 6
380, -0.107517, -1.02947e-06, , -0.0005094384, 2, 6
