Experiment:, SLEW-RATE-VARIATION_LINEAR
Start date:, Friday, December 15, 2023
Start time:, 3:24:39 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
2, -1.993245, -1.568764e-06, , -3.137529e-06, 1, 6
4, -1.983305, -1.566426e-06, , -6.270382e-06, 1, 6
6, -1.973365, -1.565335e-06, , -9.401052e-06, 1, 6
8, -1.963267, -1.562686e-06, , -1.252642e-05, 1, 6
10, -1.953326, -1.560192e-06, , -1.564681e-05, 1, 6
12, -1.943228, -1.558477e-06, , -1.876376e-05, 1, 6
14, -1.933446, -1.556451e-06, , -2.187667e-05, 1, 6
16, -1.923032, -1.553801e-06, , -2.498427e-05, 1, 6
18, -1.913249, -1.551775e-06, , -2.808782e-05, 1, 6
20, -1.902994, -1.549749e-06, , -3.118732e-05, 1, 6
22, -1.893053, -1.548034e-06, , -3.428338e-05, 1, 6
24, -1.883113, -1.545229e-06, , -3.737384e-05, 1, 6
26, -1.873173, -1.543982e-06, , -4.04618e-05, 1, 6
28, -1.863075, -1.541176e-06, , -4.354416e-05, 1, 6
30, -1.853134, -1.539306e-06, , -4.662277e-05, 1, 6
32, -1.843194, -1.536968e-06, , -4.96967e-05, 1, 6
34, -1.833254, -1.53463e-06, , -5.276596e-05, 1, 6
36, -1.823156, -1.532604e-06, , -5.583117e-05, 1, 6
38, -1.813373, -1.531045e-06, , -5.889326e-05, 1, 6
40, -1.802959, -1.528707e-06, , -6.195068e-05, 1, 6
42, -1.793177, -1.526057e-06, , -6.500279e-05, 1, 6
44, -1.781974, -1.52481e-06, , -6.805241e-05, 1, 6
46, -1.772034, -1.522472e-06, , -7.109735e-05, 1, 6
48, -1.762252, -1.520446e-06, , -7.413825e-05, 1, 6
50, -1.752311, -1.518576e-06, , -7.71754e-05, 1, 6
52, -1.742213, -1.516549e-06, , -8.02085e-05, 1, 6
54, -1.732115, -1.513276e-06, , -8.323505e-05, 1, 6
56, -1.722333, -1.511718e-06, , -8.625849e-05, 1, 6
58, -1.712077, -1.509691e-06, , -8.927787e-05, 1, 6
60, -1.701979, -1.508289e-06, , -9.229445e-05, 1, 6
62, -1.692038, -1.505327e-06, , -9.53051e-05, 1, 6
64, -1.682098, -1.504548e-06, , -9.831419e-05, 1, 6
