Bias,Model,Rs,Rp,Cp,Rp1,Cp1,Rp2,Cp2,Rp3,Cp3,tau1,tau2,tau3
625,R_RC_RC,9.689099613064782,,,0.557979650441134,996.4667748895414,0.36893222627958216,47.27176901655344,,,9654.865843014166,458.0208788871757,
375,R_RC_RC,381.85935728475147,,,600.409629919326,0.8384084732433797,600.3687837516545,0.8387195503032884,,,320.1541207348067,320.2729084209695,
275,R_RC_RC,137.43518352556165,,,1.7324350031917704,0.02245197243110871,25.270318837213548,0.0015299927969308208,,,3.085690951580276,0.21027484083897474,
650,R_RC_RC,6.442429986277631,,,0.0036314170185682802,8.650774937489011,1.2848898094379202e-08,1349.1223159454967,,,55.7320118618182,8691.626063403592,
400,R_RC_RC,100.84717523739616,,,1656.96868123865,1.0296980031938375e-09,0.740391996140093,382.9675085264061,,,1.0384213496968584e-07,38621.19144259149,
550,R_RC_RC,28.714133826158875,,,0.00018108124181756536,1118.6100505411084,0.01054411155167929,81.34281487785634,,,32119.91869052373,2335.688472199234,
200,R_RC_RC,841.1607089416048,,,2305.492727990599,0.018420318072238987,2492.5819132777497,0.018330834912690597,,,15.494447808574401,15.419178090650343,
525,R_RC_RC,40.418036803806984,,,0.07576634438941454,2.2372921167658237,0.07561278193844442,2.235514656055463,,,90.42695511630829,90.35511364389961,
350,R_RC_RC,445.3592170752,,,3027.7578455444864,0.020132910585951666,6713.672511420346,3.827739958625086e-10,,,8.96637729600444,1.7047192711407267e-07,
325,R_RC_RC,515.2312905010281,,,8.839060228876258,0.009296885821314146,13976.03765113144,1.7359692508613977e-10,,,4.7900464793563975,8.944256773914209e-08,
300,R_RC_RC,1122.1113214944933,,,3111.9009260713847,0.1376239601386788,2849.4902918759385,0.13786586804208115,,,154.42940378051836,154.7008513776851,
675,R_RC_RC,3.238944005554914,,,8.036899295895381e-09,2.410302970184887,2.166091948622518,3.480674103869235e-06,,,7.8068363568515435,1.127370852401748e-05,
450,R_RC_RC,113.95884856072223,,,39.33349545285346,20.995195280759393,39.83192506703648,17.208986088182392,,,2392.5882795028497,1961.116239506753,
500,R_RC_RC,35.49459814191569,,,67.4923919820824,13.102421908327141,174.07382865349706,2.3172572580166573e-08,,,465.06520032190394,8.225011516473869e-07,
700,R_RC_RC,2.8698183083333704,,,3.0450875956794454,643.5122043435706,128.6142997628262,365.2079212146691,,,1846.763105661144,1048.0803786502286,
425,R_RC_RC,162.173323994383,,,131.96285056296838,1.095053399619285,291.06912301976314,1.0988418694549151,,,177.58844976760886,178.20283851370544,
575,R_RC_RC,20.36178897094866,,,7321.025744989776,10121738.090189444,0.017407777836995614,2.67344022598885,,,206096695.01165035,54.43602570803026,
600,R_RC_RC,13.851524490125913,,,34.20131897500915,268.76595652343906,108.10272773274092,91.38869950834864,,,3722.818228896532,1265.8728093606492,
