Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 1:00:17 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
0.666666, -0.9998459, -1.806927e-06, , -1.204617e-06, 1, 6
1.333332, -0.9897478, -1.803186e-06, , -2.40674e-06, 1, 6
1.999998, -0.9798076, -1.799601e-06, , -3.606473e-06, 1, 6
2.666664, -0.9700251, -1.796172e-06, , -4.803919e-06, 1, 6
3.33333, -0.959927, -1.792743e-06, , -5.99908e-06, 1, 6
3.999996, -0.9499866, -1.789782e-06, , -7.192267e-06, 1, 6
4.666662, -0.9400463, -1.786041e-06, , -8.38296e-06, 1, 6
5.333328, -0.9299482, -1.782144e-06, , -9.571055e-06, 1, 6
5.999994, -0.9201657, -1.77856e-06, , -1.075676e-05, 1, 6
6.66666, -0.9099098, -1.774819e-06, , -1.193997e-05, 1, 6
7.333326, -0.9001274, -1.771701e-06, , -1.31211e-05, 1, 6
7.999992, -0.8903448, -1.768272e-06, , -1.429995e-05, 1, 6
8.666658, -0.8804045, -1.764532e-06, , -1.54763e-05, 1, 6
9.333324, -0.8704642, -1.760947e-06, , -1.665027e-05, 1, 6
9.99999, -0.8603661, -1.757518e-06, , -1.782195e-05, 1, 6
10.66666, -0.8504258, -1.753621e-06, , -1.899102e-05, 1, 6
11.33332, -0.8403277, -1.750192e-06, , -2.015782e-05, 1, 6
11.99999, -0.8297563, -1.746295e-06, , -2.132201e-05, 1, 6
12.66665, -0.8193426, -1.742555e-06, , -2.248371e-05, 1, 6
13.33332, -0.8090867, -1.739126e-06, , -2.364313e-05, 1, 6
13.99999, -0.7991465, -1.735073e-06, , -2.479985e-05, 1, 6
14.66665, -0.7890484, -1.731644e-06, , -2.595427e-05, 1, 6
15.33332, -0.7792659, -1.727747e-06, , -2.71061e-05, 1, 6
15.99998, -0.7693255, -1.723851e-06, , -2.825534e-05, 1, 6
16.66665, -0.7593852, -1.720422e-06, , -2.940228e-05, 1, 6
17.33332, -0.7494449, -1.716681e-06, , -3.054674e-05, 1, 6
17.99998, -0.7395046, -1.712628e-06, , -3.168849e-05, 1, 6
18.66665, -0.7294065, -1.708732e-06, , -3.282764e-05, 1, 6
19.33331, -0.7194662, -1.704679e-06, , -3.396409e-05, 1, 6
19.99998, -0.7092104, -1.700783e-06, , -3.509795e-05, 1, 6
20.66665, -0.6992701, -1.697042e-06, , -3.62293e-05, 1, 6
21.33331, -0.6893297, -1.693145e-06, , -3.735807e-05, 1, 6
21.99998, -0.6793894, -1.689249e-06, , -3.848423e-05, 1, 6
22.66664, -0.6692914, -1.68504e-06, , -3.960759e-05, 1, 6
23.33331, -0.6593511, -1.680988e-06, , -4.072825e-05, 1, 6
23.99998, -0.6495685, -1.677403e-06, , -4.184651e-05, 1, 6
24.66664, -0.6394704, -1.673194e-06, , -4.296198e-05, 1, 6
25.33331, -0.6295301, -1.668674e-06, , -4.407443e-05, 1, 6
25.99997, -0.6194321, -1.664622e-06, , -4.518417e-05, 1, 6
26.66664, -0.6094917, -1.660569e-06, , -4.629122e-05, 1, 6
27.33331, -0.5995514, -1.656673e-06, , -4.739566e-05, 1, 6
27.99997, -0.5892956, -1.65262e-06, , -4.849741e-05, 1, 6
28.66664, -0.5796708, -1.6481e-06, , -4.959614e-05, 1, 6
29.3333, -0.5695727, -1.643892e-06, , -5.069207e-05, 1, 6
29.99997, -0.5596324, -1.639683e-06, , -5.178519e-05, 1, 6
30.66664, -0.5496921, -1.635475e-06, , -5.28755e-05, 1, 6
31.3333, -0.5395941, -1.631267e-06, , -5.396302e-05, 1, 6
31.99997, -0.5293382, -1.626902e-06, , -5.504761e-05, 1, 6
32.66663, -0.5195556, -1.622382e-06, , -5.61292e-05, 1, 6
33.3333, -0.5092998, -1.618485e-06, , -5.720819e-05, 1, 6
33.99997, -0.4985705, -1.61381e-06, , -5.828406e-05, 1, 6
34.66663, -0.4886302, -1.609289e-06, , -5.935692e-05, 1, 6
35.3333, -0.4786899, -1.604925e-06, , -6.042687e-05, 1, 6
35.99996, -0.4687496, -1.600093e-06, , -6.14936e-05, 1, 6
36.66663, -0.4588093, -1.595729e-06, , -6.255742e-05, 1, 6
37.3333, -0.448869, -1.591209e-06, , -6.361822e-05, 1, 6
37.99996, -0.4387709, -1.586689e-06, , -6.467602e-05, 1, 6
38.66663, -0.428515, -1.582013e-06, , -6.573069e-05, 1, 6
39.33329, -0.4185748, -1.577337e-06, , -6.678225e-05, 1, 6
39.99996, -0.4084767, -1.572193e-06, , -6.783037e-05, 1, 6
40.66663, -0.3985364, -1.567829e-06, , -6.887559e-05, 1, 6
41.33329, -0.3884383, -1.562997e-06, , -6.991759e-05, 1, 6
41.99996, -0.3784979, -1.558322e-06, , -7.095647e-05, 1, 6
42.66662, -0.3683999, -1.553334e-06, , -7.199202e-05, 1, 6
43.33329, -0.3586173, -1.548502e-06, , -7.302436e-05, 1, 6
43.99996, -0.348677, -1.54367e-06, , -7.405347e-05, 1, 6
44.66662, -0.3387367, -1.538682e-06, , -7.507925e-05, 1, 6
45.33329, -0.3286386, -1.533695e-06, , -7.610171e-05, 1, 6
45.99995, -0.3188561, -1.528707e-06, , -7.712086e-05, 1, 6
46.66662, -0.3086002, -1.523408e-06, , -7.813646e-05, 1, 6
47.33329, -0.2988177, -1.518576e-06, , -7.914884e-05, 1, 6
47.99995, -0.2887197, -1.513588e-06, , -8.01579e-05, 1, 6
48.66662, -0.2789371, -1.5086e-06, , -8.116363e-05, 1, 6
49.33328, -0.268839, -1.503145e-06, , -8.216573e-05, 1, 6
49.99995, -0.2588987, -1.49769e-06, , -8.316419e-05, 1, 6
50.66662, -0.2484851, -1.492234e-06, , -8.415901e-05, 1, 6
51.33328, -0.2375682, -1.486779e-06, , -8.515019e-05, 2, 6
51.99995, -0.2276819, -1.48148e-06, , -8.613784e-05, 2, 6
52.66661, -0.2176695, -1.475869e-06, , -8.712176e-05, 2, 6
53.33328, -0.2076571, -1.470413e-06, , -8.810203e-05, 2, 6
53.99995, -0.1976131, -1.464646e-06, , -8.907846e-05, 2, 6
54.66661, -0.1876322, -1.458723e-06, , -9.005094e-05, 2, 6
55.33328, -0.1774936, -1.452489e-06, , -9.101927e-05, 2, 6
55.99994, -0.1673866, -1.446098e-06, , -9.198333e-05, 2, 6
56.66661, -0.1574688, -1.43924e-06, , -9.294283e-05, 2, 6
57.33328, -0.147551, -1.431914e-06, , -9.389743e-05, 2, 6
57.99994, -0.1374597, -1.423965e-06, , -9.484674e-05, 2, 6
58.66661, -0.1273842, -1.414613e-06, , -9.578982e-05, 2, 6
59.33327, -0.1173875, -1.404326e-06, , -9.672603e-05, 2, 6
59.99994, -0.1075486, -1.391701e-06, , -9.765384e-05, 2, 6
60.66661, -0.09747306, -1.375491e-06, , -9.857082e-05, 2, 6
