Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 12:37:51 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
2, -0.9905367, -1.736787e-06, , -3.473575e-06, 1, 6
4, -0.9805965, -1.732891e-06, , -6.939356e-06, 1, 6
6, -0.9706562, -1.729929e-06, , -1.039922e-05, 1, 6
8, -0.9610314, -1.726656e-06, , -1.385253e-05, 1, 6
10, -0.9506178, -1.723383e-06, , -1.729929e-05, 1, 6
12, -0.9406775, -1.72011e-06, , -2.073951e-05, 1, 6
14, -0.9304216, -1.717149e-06, , -2.417381e-05, 1, 6
16, -0.9206391, -1.713564e-06, , -2.760094e-05, 1, 6
18, -0.9108565, -1.710134e-06, , -3.102121e-05, 1, 6
20, -0.9009162, -1.706861e-06, , -3.443493e-05, 1, 6
22, -0.8906604, -1.703588e-06, , -3.784211e-05, 1, 6
24, -0.8810356, -1.700315e-06, , -4.124274e-05, 1, 6
26, -0.8707798, -1.697042e-06, , -4.463682e-05, 1, 6
28, -0.8609972, -1.693457e-06, , -4.802373e-05, 1, 6
30, -0.8507414, -1.690028e-06, , -5.140379e-05, 1, 6
32, -0.8408011, -1.686443e-06, , -5.477668e-05, 1, 6
34, -0.8302296, -1.683326e-06, , -5.814333e-05, 1, 6
36, -0.8199738, -1.679741e-06, , -6.15028e-05, 1, 6
38, -0.8097179, -1.676156e-06, , -6.485512e-05, 1, 6
40, -0.7999353, -1.672727e-06, , -6.820057e-05, 1, 6
42, -0.7898372, -1.669298e-06, , -7.153917e-05, 1, 6
44, -0.7800547, -1.665557e-06, , -7.487028e-05, 1, 6
46, -0.7699566, -1.662284e-06, , -7.819485e-05, 1, 6
48, -0.7600163, -1.658231e-06, , -8.151131e-05, 1, 6
50, -0.7500761, -1.65527e-06, , -8.482185e-05, 1, 6
52, -0.7401357, -1.651373e-06, , -8.812459e-05, 1, 6
54, -0.7300376, -1.647788e-06, , -9.142017e-05, 1, 6
56, -0.7199395, -1.643736e-06, , -9.470765e-05, 1, 6
58, -0.7098415, -1.640463e-06, , -9.798857e-05, 1, 6
60, -0.7000589, -1.636566e-06, , -0.0001012617, 1, 6
62, -0.6899608, -1.632825e-06, , -0.0001045274, 1, 6
64, -0.6800206, -1.62924e-06, , -0.0001077858, 1, 6
66, -0.6697647, -1.625655e-06, , -0.0001110371, 1, 6
68, -0.6599821, -1.621135e-06, , -0.0001142794, 1, 6
70, -0.6498841, -1.617862e-06, , -0.0001175151, 1, 6
72, -0.6401016, -1.613654e-06, , -0.0001207425, 1, 6
74, -0.6300035, -1.609289e-06, , -0.000123961, 1, 6
76, -0.6199054, -1.605549e-06, , -0.0001271721, 1, 6
78, -0.6098073, -1.601652e-06, , -0.0001303754, 1, 6
80, -0.599867, -1.597755e-06, , -0.0001335709, 1, 6
82, -0.5896111, -1.593859e-06, , -0.0001367587, 1, 6
84, -0.5799864, -1.58965e-06, , -0.000139938, 1, 6
86, -0.5700461, -1.58591e-06, , -0.0001431098, 1, 6
88, -0.559948, -1.582325e-06, , -0.0001462744, 1, 6
90, -0.5496921, -1.577805e-06, , -0.00014943, 1, 6
92, -0.5397518, -1.574064e-06, , -0.0001525782, 1, 6
94, -0.5301271, -1.569544e-06, , -0.0001557173, 1, 6
96, -0.5201867, -1.565491e-06, , -0.0001588482, 1, 6
98, -0.5099309, -1.561439e-06, , -0.0001619711, 1, 6
100, -0.4992017, -1.557074e-06, , -0.0001650853, 1, 6
102, -0.4892614, -1.552866e-06, , -0.000168191, 1, 6
104, -0.4791633, -1.548502e-06, , -0.000171288, 1, 6
106, -0.4690652, -1.544449e-06, , -0.0001743769, 1, 6
108, -0.4592827, -1.540241e-06, , -0.0001774574, 1, 6
110, -0.4491846, -1.535877e-06, , -0.0001805291, 1, 6
112, -0.4390865, -1.531357e-06, , -0.0001835918, 1, 6
114, -0.4291462, -1.526837e-06, , -0.0001866455, 1, 6
116, -0.4190481, -1.522317e-06, , -0.0001896902, 1, 6
118, -0.4091078, -1.51764e-06, , -0.0001927254, 1, 6
120, -0.3990097, -1.51312e-06, , -0.0001957517, 1, 6
122, -0.3890694, -1.508756e-06, , -0.0001987692, 1, 6
124, -0.3791291, -1.50408e-06, , -0.0002017774, 1, 6
126, -0.3691888, -1.49956e-06, , -0.0002047765, 1, 6
128, -0.3590907, -1.494884e-06, , -0.0002077662, 1, 6
130, -0.3489926, -1.490364e-06, , -0.000210747, 1, 6
132, -0.3390523, -1.485688e-06, , -0.0002137183, 1, 6
134, -0.3292698, -1.4807e-06, , -0.0002166797, 1, 6
136, -0.319645, -1.475869e-06, , -0.0002196315, 1, 6
138, -0.3093892, -1.471193e-06, , -0.0002225739, 1, 6
140, -0.2994488, -1.466361e-06, , -0.0002255066, 1, 6
142, -0.289193, -1.461373e-06, , -0.0002284293, 1, 6
144, -0.2794105, -1.456385e-06, , -0.0002313421, 1, 6
146, -0.2694702, -1.451554e-06, , -0.0002342452, 1, 6
148, -0.2593721, -1.446254e-06, , -0.0002371377, 1, 6
150, -0.2494318, -1.440955e-06, , -0.0002400196, 1, 6
152, -0.2382935, -1.435967e-06, , -0.0002428916, 2, 6
154, -0.2282653, -1.430668e-06, , -0.0002457529, 2, 6
156, -0.218316, -1.425524e-06, , -0.0002486039, 2, 6
158, -0.2081932, -1.419913e-06, , -0.0002514438, 2, 6
160, -0.1979442, -1.414302e-06, , -0.0002542724, 2, 6
162, -0.1880264, -1.408535e-06, , -0.0002570894, 2, 6
164, -0.177809, -1.403079e-06, , -0.0002598956, 2, 6
166, -0.1677966, -1.396689e-06, , -0.000262689, 2, 6
168, -0.1578157, -1.389987e-06, , -0.000265469, 2, 6
170, -0.148024, -1.383284e-06, , -0.0002682355, 2, 6
172, -0.1378381, -1.375803e-06, , -0.0002709871, 2, 6
174, -0.1277784, -1.366919e-06, , -0.000273721, 2, 6
