Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 1:00:17 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
121.9999, -1.000161, -1.813473e-06, , -0.0001985389, 1, 6
122.6665, -0.9900634, -1.809888e-06, , -0.0001997455, 1, 6
123.3332, -0.9801232, -1.806148e-06, , -0.0002009496, 1, 6
123.9999, -0.9700251, -1.802719e-06, , -0.0002021514, 1, 6
124.6665, -0.9602425, -1.799445e-06, , -0.0002033511, 1, 6
125.3332, -0.9501444, -1.795861e-06, , -0.0002045483, 1, 6
125.9999, -0.9402041, -1.79212e-06, , -0.000205743, 1, 6
126.6665, -0.930106, -1.788847e-06, , -0.0002069356, 1, 6
127.3332, -0.9203235, -1.785262e-06, , -0.0002081258, 1, 6
127.9999, -0.9102255, -1.781989e-06, , -0.0002093138, 1, 6
128.6665, -0.9004429, -1.778092e-06, , -0.0002104992, 1, 6
129.3332, -0.8903448, -1.774351e-06, , -0.0002116821, 1, 6
129.9999, -0.8805623, -1.771078e-06, , -0.0002128628, 1, 6
130.6665, -0.8704642, -1.767181e-06, , -0.0002140409, 1, 6
131.3332, -0.8603661, -1.763596e-06, , -0.0002152166, 1, 6
131.9999, -0.8504258, -1.7597e-06, , -0.0002163897, 1, 6
132.6665, -0.8404855, -1.755959e-06, , -0.0002175604, 1, 6
133.3332, -0.8297563, -1.752374e-06, , -0.0002187286, 1, 6
133.9999, -0.8193426, -1.748477e-06, , -0.0002198943, 1, 6
134.6665, -0.8090867, -1.744892e-06, , -0.0002210575, 1, 6
135.3332, -0.7991465, -1.741152e-06, , -0.0002222183, 1, 6
135.9999, -0.7892061, -1.737255e-06, , -0.0002233765, 1, 6
136.6665, -0.7792659, -1.73367e-06, , -0.0002245323, 1, 6
137.3332, -0.7691678, -1.729774e-06, , -0.0002256854, 1, 6
137.9999, -0.7593852, -1.726189e-06, , -0.0002268362, 1, 6
138.6665, -0.7491294, -1.722448e-06, , -0.0002279845, 1, 6
