Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 11:08:26 AM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
0.666666, -0.4988861, -1.252669e-06, , -8.351118e-07, 1, 6
1.333332, -0.4889458, -1.24659e-06, , -1.666171e-06, 1, 6
1.999998, -0.4790055, -1.245499e-06, , -2.496503e-06, 1, 6
2.666664, -0.4690652, -1.242538e-06, , -3.324861e-06, 1, 6
3.33333, -0.4589671, -1.238174e-06, , -4.150309e-06, 1, 6
3.999996, -0.4491846, -1.234433e-06, , -4.973263e-06, 1, 6
4.666662, -0.4390865, -1.231316e-06, , -5.79414e-06, 1, 6
5.333328, -0.4288306, -1.227107e-06, , -6.61221e-06, 1, 6
5.999994, -0.4190481, -1.223678e-06, , -7.427995e-06, 1, 6
6.66666, -0.4091078, -1.219937e-06, , -8.241285e-06, 1, 6
7.333326, -0.3991675, -1.216352e-06, , -9.052186e-06, 1, 6
7.999992, -0.3890694, -1.212923e-06, , -9.860801e-06, 1, 6
8.666658, -0.3792869, -1.208871e-06, , -1.066671e-05, 1, 6
9.333324, -0.3691888, -1.205286e-06, , -1.147024e-05, 1, 6
9.99999, -0.3592485, -1.202324e-06, , -1.227179e-05, 1, 6
10.66666, -0.3491504, -1.197493e-06, , -1.307011e-05, 1, 6
11.33332, -0.3393679, -1.193908e-06, , -1.386605e-05, 1, 6
11.99999, -0.3292698, -1.190167e-06, , -1.46595e-05, 1, 6
12.66665, -0.3193295, -1.185491e-06, , -1.544982e-05, 1, 6
13.33332, -0.3089158, -1.182062e-06, , -1.623786e-05, 1, 6
13.99999, -0.2991333, -1.177854e-06, , -1.70231e-05, 1, 6
14.66665, -0.2890352, -1.174113e-06, , -1.780584e-05, 1, 6
15.33332, -0.2792527, -1.169749e-06, , -1.858567e-05, 1, 6
15.99998, -0.2693124, -1.16632e-06, , -1.936321e-05, 1, 6
16.66665, -0.2592143, -1.161799e-06, , -2.013775e-05, 1, 6
17.33332, -0.249274, -1.157747e-06, , -2.090958e-05, 1, 6
17.99998, -0.2380412, -1.15385e-06, , -2.167881e-05, 2, 6
18.66665, -0.2277765, -1.148863e-06, , -2.244472e-05, 2, 6
19.33331, -0.2177641, -1.14559e-06, , -2.320844e-05, 2, 6
19.99998, -0.2078778, -1.14029e-06, , -2.396864e-05, 2, 6
20.66665, -0.1977077, -1.135926e-06, , -2.472592e-05, 2, 6
21.33331, -0.1879476, -1.131562e-06, , -2.548029e-05, 2, 6
21.99998, -0.1777144, -1.12673e-06, , -2.623145e-05, 2, 6
22.66664, -0.1678596, -1.121898e-06, , -2.697938e-05, 2, 6
23.33331, -0.1577053, -1.116443e-06, , -2.772367e-05, 2, 6
23.99998, -0.1477244, -1.110987e-06, , -2.846433e-05, 2, 6
24.66664, -0.1376804, -1.104285e-06, , -2.920052e-05, 2, 6
25.33331, -0.1276207, -1.097271e-06, , -2.993203e-05, 2, 6
25.99997, -0.1176871, -1.089634e-06, , -3.065845e-05, 2, 6
26.66664, -0.1075486, -1.079191e-06, , -3.137791e-05, 2, 6
27.33331, -0.09747306, -1.066722e-06, , -3.208906e-05, 2, 6
27.99997, -0.08741333, -1.051135e-06, , -3.278982e-05, 2, 6
28.66664, -0.07741667, -1.02682e-06, , -3.347436e-05, 2, 6
29.3333, -0.06740424, -1.000946e-06, , -3.414166e-05, 2, 6
29.99997, -0.0576914, -9.604213e-07, , -3.478194e-05, 2, 6
30.66664, -0.0475686, -9.025952e-07, , -3.538367e-05, 2, 6
31.3333, -0.03747734, -8.18116e-07, , -3.592908e-05, 2, 6
31.99997, -0.02746491, -6.973202e-07, , -3.639396e-05, 2, 6
32.66663, -0.01712542, -5.162044e-07, , -3.673809e-05, 3, 6
33.3333, -0.007184627, -2.574676e-07, , -3.690974e-05, 3, 6
33.99997, 0.002556254, 1.113102e-07, , -3.683553e-05, 4, 6
34.66663, 0.01259367, 6.685295e-07, , -3.638985e-05, 3, 6
35.3333, 0.02260801, 1.488071e-06, , -3.53978e-05, 3, 6
35.99996, 0.03264119, 2.741425e-06, , -3.357018e-05, 2, 5
36.66663, 0.04270092, 4.542019e-06, , -3.054217e-05, 2, 5
37.3333, 0.05268181, 7.150153e-06, , -2.577541e-05, 2, 5
37.99996, 0.0626154, 1.103195e-05, , -1.842078e-05, 2, 5
38.66663, 0.07265937, 1.679542e-05, , -7.223851e-06, 2, 5
39.33329, 0.0828137, 2.534162e-05, , 9.670543e-06, 2, 5
39.99996, 0.0929838, 3.821603e-05, , 3.514787e-05, 2, 4
40.66663, 0.1028858, 5.676234e-05, , 7.298939e-05, 2, 4
41.33329, 0.113056, 8.443387e-05, , 0.0001292786, 2, 4
