Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 11:04:25 AM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
41.99996, -0.4985705, -1.236771e-06, , 0.0001277948, 1, 6
42.66662, -0.4884724, -1.233654e-06, , 0.0001269724, 1, 6
43.33329, -0.4788477, -1.230069e-06, , 0.0001261523, 1, 6
43.99996, -0.4685918, -1.226639e-06, , 0.0001253346, 1, 6
44.66662, -0.4588093, -1.223211e-06, , 0.0001245191, 1, 6
45.33329, -0.4487112, -1.21947e-06, , 0.0001237061, 1, 6
45.99995, -0.4387709, -1.216041e-06, , 0.0001228954, 1, 6
46.66662, -0.4288306, -1.212456e-06, , 0.0001220871, 1, 6
47.33329, -0.4188903, -1.209027e-06, , 0.0001212811, 1, 6
47.99995, -0.40895, -1.205286e-06, , 0.0001204776, 1, 6
48.66662, -0.3990097, -1.201701e-06, , 0.0001196764, 1, 6
49.33328, -0.3892272, -1.198116e-06, , 0.0001188777, 1, 6
49.99995, -0.3789713, -1.19422e-06, , 0.0001180816, 1, 6
50.66662, -0.369031, -1.19079e-06, , 0.0001172877, 1, 6
51.33328, -0.3590907, -1.186894e-06, , 0.0001164964, 1, 6
51.99995, -0.3489926, -1.183153e-06, , 0.0001157077, 1, 6
52.66661, -0.3390523, -1.179101e-06, , 0.0001149216, 1, 6
53.33328, -0.329112, -1.17536e-06, , 0.000114138, 1, 6
53.99995, -0.3190139, -1.171463e-06, , 0.000113357, 1, 6
54.66661, -0.3090736, -1.167411e-06, , 0.0001125788, 1, 6
55.33328, -0.2991333, -1.16367e-06, , 0.000111803, 1, 6
55.99994, -0.2890352, -1.159773e-06, , 0.0001110298, 1, 6
56.66661, -0.2794105, -1.155565e-06, , 0.0001102594, 1, 6
57.33328, -0.2691546, -1.151668e-06, , 0.0001094917, 1, 6
57.99994, -0.2593721, -1.147772e-06, , 0.0001087265, 1, 6
58.66661, -0.249274, -1.143563e-06, , 0.0001079641, 1, 6
59.33327, -0.2379624, -1.139199e-06, , 0.0001072046, 2, 6
59.99994, -0.2278554, -1.135302e-06, , 0.0001064478, 2, 6
60.66661, -0.2177483, -1.130938e-06, , 0.0001056938, 2, 6
61.33327, -0.2076255, -1.126418e-06, , 0.0001049429, 2, 6
61.99994, -0.19755, -1.122054e-06, , 0.0001041948, 2, 6
62.6666, -0.1875849, -1.117222e-06, , 0.00010345, 2, 6
63.33327, -0.1775567, -1.112546e-06, , 0.0001027083, 2, 6
63.99994, -0.16756, -1.10787e-06, , 0.0001019697, 2, 6
64.6666, -0.1576107, -1.102415e-06, , 0.0001012348, 2, 6
65.33327, -0.1475825, -1.096804e-06, , 0.0001005036, 2, 6
65.99993, -0.1374597, -1.090725e-06, , 9.977645e-05, 2, 6
66.6666, -0.1275103, -1.083867e-06, , 9.905388e-05, 2, 6
67.33327, -0.1174821, -1.075762e-06, , 9.83367e-05, 2, 6
67.99993, -0.1072174, -1.065942e-06, , 9.762608e-05, 2, 6
68.6666, -0.09725231, -1.053785e-06, , 9.692356e-05, 2, 6
69.33326, -0.08723988, -1.03773e-06, , 9.623174e-05, 2, 6
69.99993, -0.07716439, -1.016689e-06, , 9.555394e-05, 2, 6
70.6666, -0.06716773, -9.87386e-07, , 9.489569e-05, 2, 6
71.33326, -0.05729721, -9.470168e-07, , 9.426434e-05, 2, 6
71.99993, -0.04720595, -8.891907e-07, , 9.367154e-05, 2, 6
72.66659, -0.03719352, -8.058026e-07, , 9.313435e-05, 2, 6
73.33326, -0.02718109, -6.845393e-07, , 9.267799e-05, 2, 6
73.99993, -0.01707534, -5.087229e-07, , 9.233884e-05, 3, 6
74.66659, -0.007009349, -2.495185e-07, , 9.217249e-05, 3, 6
75.33326, 0.002835979, 1.228443e-07, , 9.225439e-05, 3, 6
75.99992, 0.0128738, 6.797519e-07, , 9.270756e-05, 3, 6
76.66659, 0.0228052, 1.490409e-06, , 9.370116e-05, 3, 6
77.33326, 0.03301961, 2.767927e-06, , 9.554644e-05, 2, 5
77.99992, 0.04309511, 4.577875e-06, , 9.859836e-05, 2, 5
78.66659, 0.05304446, 7.192245e-06, , 0.0001033932, 2, 5
79.33325, 0.06294652, 1.10569e-05, , 0.0001107644, 2, 5
79.99992, 0.07299048, 1.68453e-05, , 0.0001219946, 2, 5
80.66659, 0.08327096, 2.552869e-05, , 0.0001390137, 2, 5
81.33325, 0.09310994, 3.806031e-05, , 0.0001643873, 2, 4
81.99992, 0.103217, 5.693364e-05, , 0.000202343, 2, 4
82.66658, 0.1134817, 8.499446e-05, , 0.0002590059, 2, 4
