Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 1:19:50 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
243.3331, -1.000161, -1.874417e-06, , -0.0004089647, 1, 6
243.9998, -0.9899057, -1.870832e-06, , -0.0004102119, 1, 6
244.6664, -0.9802809, -1.867247e-06, , -0.0004114567, 1, 6
245.3331, -0.9703405, -1.863506e-06, , -0.0004126991, 1, 6
245.9998, -0.9605581, -1.859765e-06, , -0.0004139389, 1, 6
246.6664, -0.9503022, -1.856025e-06, , -0.0004151762, 1, 6
247.3331, -0.9403619, -1.852596e-06, , -0.0004164113, 1, 6
247.9998, -0.930106, -1.848855e-06, , -0.0004176439, 1, 6
248.6664, -0.9203235, -1.845114e-06, , -0.0004188739, 1, 6
249.3331, -0.9103832, -1.841685e-06, , -0.0004201017, 1, 6
249.9998, -0.9006007, -1.837944e-06, , -0.000421327, 1, 6
250.6664, -0.8905026, -1.834359e-06, , -0.0004225499, 1, 6
251.3331, -0.8807201, -1.830619e-06, , -0.0004237703, 1, 6
251.9997, -0.8704642, -1.826722e-06, , -0.0004249882, 1, 6
252.6664, -0.8603661, -1.822669e-06, , -0.0004262033, 1, 6
253.3331, -0.8504258, -1.81924e-06, , -0.0004274161, 1, 6
253.9997, -0.8406433, -1.815344e-06, , -0.0004286263, 1, 6
254.6664, -0.829914, -1.811447e-06, , -0.0004298339, 1, 6
255.3331, -0.8195004, -1.808018e-06, , -0.0004310393, 1, 6
255.9997, -0.8094023, -1.804121e-06, , -0.0004322421, 1, 6
256.6664, -0.799462, -1.800225e-06, , -0.0004334422, 1, 6
257.3331, -0.7893639, -1.796484e-06, , -0.0004346399, 1, 6
257.9997, -0.7794236, -1.792587e-06, , -0.0004358349, 1, 6
258.6664, -0.7693255, -1.788379e-06, , -0.0004370272, 1, 6
259.3331, -0.759543, -1.784638e-06, , -0.0004382169, 1, 6
259.9997, -0.7492872, -1.780742e-06, , -0.0004394041, 1, 6
260.6664, -0.7393468, -1.777001e-06, , -0.0004405887, 1, 6
261.3331, -0.7292488, -1.773104e-06, , -0.0004417708, 1, 6
261.9997, -0.7193085, -1.769052e-06, , -0.0004429502, 1, 6
262.6664, -0.7093681, -1.764999e-06, , -0.0004441268, 1, 6
263.3331, -0.6995856, -1.760947e-06, , -0.0004453008, 1, 6
263.9997, -0.6893297, -1.75705e-06, , -0.0004464722, 1, 6
264.6664, -0.679705, -1.752686e-06, , -0.0004476406, 1, 6
265.3331, -0.6694491, -1.748477e-06, , -0.0004488063, 1, 6
265.9997, -0.6595088, -1.744581e-06, , -0.0004499693, 1, 6
266.6664, -0.6494108, -1.740372e-06, , -0.0004511296, 1, 6
267.3331, -0.6394704, -1.736164e-06, , -0.000452287, 1, 6
267.9997, -0.6293724, -1.7318e-06, , -0.0004534415, 1, 6
268.6664, -0.6194321, -1.727436e-06, , -0.0004545932, 1, 6
269.3331, -0.6094917, -1.723227e-06, , -0.000455742, 1, 6
269.9997, -0.5995514, -1.719019e-06, , -0.000456888, 1, 6
270.6664, -0.5892956, -1.714811e-06, , -0.0004580312, 1, 6
271.3331, -0.579513, -1.71029e-06, , -0.0004591714, 1, 6
271.9997, -0.5695727, -1.705926e-06, , -0.0004603087, 1, 6
272.6664, -0.5597902, -1.701562e-06, , -0.0004614431, 1, 6
273.3331, -0.5495343, -1.697042e-06, , -0.0004625744, 1, 6
273.9997, -0.5395941, -1.692678e-06, , -0.0004637029, 1, 6
274.6664, -0.5293382, -1.688157e-06, , -0.0004648283, 1, 6
275.3331, -0.5193979, -1.683637e-06, , -0.0004659507, 1, 6
275.9997, -0.509142, -1.679273e-06, , -0.0004670702, 1, 6
276.6664, -0.4985705, -1.674753e-06, , -0.0004681867, 1, 6
277.3331, -0.4886302, -1.670233e-06, , -0.0004693002, 1, 6
277.9997, -0.4788477, -1.665401e-06, , -0.0004704105, 1, 6
278.6664, -0.4687496, -1.660881e-06, , -0.0004715178, 1, 6
279.3331, -0.4588093, -1.656205e-06, , -0.0004726219, 1, 6
279.9997, -0.4487112, -1.651217e-06, , -0.0004737227, 1, 6
280.6664, -0.4387709, -1.646385e-06, , -0.0004748203, 1, 6
281.3331, -0.4286729, -1.641554e-06, , -0.0004759147, 1, 6
281.9997, -0.4188903, -1.636878e-06, , -0.0004770059, 1, 6
282.6664, -0.4087922, -1.632046e-06, , -0.0004780939, 1, 6
283.3331, -0.3986942, -1.627058e-06, , -0.0004791786, 1, 6
283.9997, -0.3884383, -1.62207e-06, , -0.00048026, 1, 6
284.6664, -0.3786557, -1.616927e-06, , -0.000481338, 1, 6
285.333, -0.3685576, -1.612095e-06, , -0.0004824127, 1, 6
