Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 12:11:44 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
0.833333, -1.000477, -1.658855e-06, , -1.382378e-06, 1, 6
1.666666, -0.9878545, -1.65527e-06, , -2.761769e-06, 1, 6
2.499999, -0.9753897, -1.651061e-06, , -4.137653e-06, 1, 6
3.333332, -0.9629248, -1.647321e-06, , -5.51042e-06, 1, 6
4.166665, -0.95046, -1.643424e-06, , -6.87994e-06, 1, 6
4.999998, -0.9379952, -1.639527e-06, , -8.246212e-06, 1, 6
5.833331, -0.9256881, -1.634851e-06, , -9.608588e-06, 1, 6
6.666664, -0.9130655, -1.630331e-06, , -1.09672e-05, 1, 6
7.499997, -0.9007585, -1.626123e-06, , -1.23223e-05, 1, 6
8.33333, -0.8881359, -1.622382e-06, , -1.367428e-05, 1, 6
9.166663, -0.875671, -1.618485e-06, , -1.502302e-05, 1, 6
9.999996, -0.8635218, -1.613966e-06, , -1.636799e-05, 1, 6
10.83333, -0.8508991, -1.609757e-06, , -1.770946e-05, 1, 6
11.66666, -0.8384343, -1.605393e-06, , -1.904728e-05, 1, 6
12.5, -0.824865, -1.60134e-06, , -2.038173e-05, 1, 6
13.33333, -0.8122424, -1.597444e-06, , -2.171293e-05, 1, 6
14.16666, -0.7996198, -1.592924e-06, , -2.304037e-05, 1, 6
14.99999, -0.7868394, -1.588871e-06, , -2.436443e-05, 1, 6
15.83333, -0.7746902, -1.584351e-06, , -2.568472e-05, 1, 6
16.66666, -0.7622253, -1.580298e-06, , -2.700164e-05, 1, 6
17.49999, -0.7496027, -1.575778e-06, , -2.831478e-05, 1, 6
18.33333, -0.7372956, -1.57157e-06, , -2.962443e-05, 1, 6
19.16666, -0.724673, -1.567206e-06, , -3.093043e-05, 1, 6
19.99999, -0.7120504, -1.56253e-06, , -3.223254e-05, 1, 6
20.83333, -0.6997434, -1.55801e-06, , -3.353088e-05, 1, 6
21.66666, -0.6872786, -1.553334e-06, , -3.482532e-05, 1, 6
22.49999, -0.6749715, -1.548658e-06, , -3.611587e-05, 1, 6
23.33332, -0.6625067, -1.544138e-06, , -3.740265e-05, 1, 6
24.16666, -0.6497263, -1.539929e-06, , -3.868592e-05, 1, 6
24.99999, -0.6375771, -1.534942e-06, , -3.996504e-05, 1, 6
25.83332, -0.6249545, -1.530422e-06, , -4.124039e-05, 1, 6
26.66666, -0.6124896, -1.52559e-06, , -4.251172e-05, 1, 6
27.49999, -0.599867, -1.520914e-06, , -4.377915e-05, 1, 6
28.33332, -0.5874022, -1.516238e-06, , -4.504268e-05, 1, 6
29.16666, -0.5747795, -1.510938e-06, , -4.630179e-05, 1, 6
29.99999, -0.5623147, -1.506107e-06, , -4.755688e-05, 1, 6
30.83332, -0.5496921, -1.50143e-06, , -4.880807e-05, 1, 6
31.66665, -0.5373851, -1.496287e-06, , -5.005498e-05, 1, 6
32.49999, -0.5247625, -1.491611e-06, , -5.129799e-05, 1, 6
33.33332, -0.5122976, -1.486156e-06, , -5.253645e-05, 1, 6
34.16665, -0.4990439, -1.481324e-06, , -5.377088e-05, 1, 6
34.99999, -0.4864213, -1.476024e-06, , -5.50009e-05, 1, 6
35.83332, -0.4741142, -1.470881e-06, , -5.622664e-05, 1, 6
36.66665, -0.4613338, -1.465737e-06, , -5.744808e-05, 1, 6
37.49999, -0.4487112, -1.460282e-06, , -5.866498e-05, 1, 6
38.33332, -0.4364042, -1.455138e-06, , -5.98776e-05, 1, 6
39.16665, -0.4240971, -1.449839e-06, , -6.10858e-05, 1, 6
39.99998, -0.4117901, -1.444384e-06, , -6.228945e-05, 1, 6
40.83332, -0.3988519, -1.438928e-06, , -6.348856e-05, 1, 6
41.66665, -0.3863871, -1.433473e-06, , -6.468312e-05, 1, 6
42.49998, -0.3742378, -1.427862e-06, , -6.587301e-05, 1, 6
43.33332, -0.3612997, -1.422251e-06, , -6.705821e-05, 1, 6
44.16665, -0.3488348, -1.41664e-06, , -6.823875e-05, 1, 6
44.99998, -0.3365278, -1.410717e-06, , -6.941434e-05, 1, 6
45.83332, -0.3239052, -1.405262e-06, , -7.058539e-05, 1, 6
46.66665, -0.3114403, -1.399339e-06, , -7.175151e-05, 1, 6
47.49998, -0.2989755, -1.393416e-06, , -7.291268e-05, 1, 6
48.33331, -0.2863529, -1.387649e-06, , -7.406906e-05, 1, 6
49.16665, -0.2740459, -1.38157e-06, , -7.522037e-05, 1, 6
49.99998, -0.2614233, -1.375647e-06, , -7.636674e-05, 1, 6
50.83331, -0.2488006, -1.369568e-06, , -7.750805e-05, 1, 6
51.66665, -0.2349981, -1.363178e-06, , -7.864403e-05, 2, 6
52.49998, -0.2226205, -1.356787e-06, , -7.977468e-05, 2, 6
53.33331, -0.2100537, -1.350397e-06, , -8.090001e-05, 2, 6
54.16665, -0.1975185, -1.343695e-06, , -8.201976e-05, 2, 6
54.99998, -0.1848886, -1.336992e-06, , -8.313392e-05, 2, 6
55.83331, -0.1722115, -1.329823e-06, , -8.424211e-05, 2, 6
56.66664, -0.1598497, -1.322029e-06, , -8.53438e-05, 2, 6
57.49998, -0.1473302, -1.313613e-06, , -8.643847e-05, 2, 6
58.33331, -0.1348896, -1.304105e-06, , -8.752522e-05, 2, 6
59.16664, -0.1223543, -1.29335e-06, , -8.860302e-05, 2, 6
59.99998, -0.1096456, -1.279478e-06, , -8.966924e-05, 2, 6
60.83331, -0.09725231, -1.261554e-06, , -9.072054e-05, 2, 6
