Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 1:19:50 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
182.6665, -1.000004, -1.871144e-06, , -0.000306819, 1, 6
183.3332, -0.9899057, -1.868026e-06, , -0.0003080644, 1, 6
183.9998, -0.9799653, -1.864441e-06, , -0.0003093073, 1, 6
184.6665, -0.9700251, -1.860856e-06, , -0.0003105479, 1, 6
185.3331, -0.9602425, -1.85696e-06, , -0.0003117859, 1, 6
185.9998, -0.9501444, -1.853687e-06, , -0.0003130217, 1, 6
186.6665, -0.9400463, -1.849946e-06, , -0.000314255, 1, 6
187.3331, -0.9299482, -1.846361e-06, , -0.0003154859, 1, 6
187.9998, -0.9201657, -1.842932e-06, , -0.0003167145, 1, 6
188.6665, -0.9100676, -1.839191e-06, , -0.0003179406, 1, 6
189.3331, -0.9004429, -1.83545e-06, , -0.0003191642, 1, 6
189.9998, -0.8903448, -1.832177e-06, , -0.0003203857, 1, 6
190.6665, -0.8805623, -1.828125e-06, , -0.0003216044, 1, 6
191.3331, -0.8701487, -1.82454e-06, , -0.0003228208, 1, 6
191.9998, -0.8602083, -1.820331e-06, , -0.0003240343, 1, 6
192.6665, -0.8502681, -1.817058e-06, , -0.0003252457, 1, 6
193.3331, -0.8404855, -1.813006e-06, , -0.0003264544, 1, 6
193.9998, -0.829914, -1.809421e-06, , -0.0003276607, 1, 6
194.6665, -0.8193426, -1.80568e-06, , -0.0003288645, 1, 6
195.3331, -0.8090867, -1.801628e-06, , -0.0003300655, 1, 6
195.9998, -0.7993042, -1.797887e-06, , -0.0003312641, 1, 6
196.6665, -0.7892061, -1.79399e-06, , -0.0003324601, 1, 6
197.3331, -0.7792659, -1.790249e-06, , -0.0003336536, 1, 6
197.9998, -0.7693255, -1.786509e-06, , -0.0003348446, 1, 6
198.6665, -0.7593852, -1.782456e-06, , -0.0003360329, 1, 6
199.3331, -0.7492872, -1.77856e-06, , -0.0003372186, 1, 6
199.9998, -0.7393468, -1.774195e-06, , -0.0003384014, 1, 6
200.6665, -0.7294065, -1.770143e-06, , -0.0003395815, 1, 6
201.3331, -0.7193085, -1.76609e-06, , -0.0003407589, 1, 6
201.9998, -0.7092104, -1.762194e-06, , -0.0003419337, 1, 6
202.6665, -0.6994278, -1.758453e-06, , -0.000343106, 1, 6
203.3331, -0.6894875, -1.754245e-06, , -0.0003442755, 1, 6
203.9998, -0.679705, -1.74988e-06, , -0.0003454421, 1, 6
204.6665, -0.6692914, -1.745984e-06, , -0.0003466061, 1, 6
205.3331, -0.6595088, -1.742087e-06, , -0.0003477675, 1, 6
205.9998, -0.6495685, -1.737879e-06, , -0.0003489261, 1, 6
206.6665, -0.6396282, -1.73367e-06, , -0.0003500818, 1, 6
207.3331, -0.6296879, -1.729306e-06, , -0.0003512347, 1, 6
207.9998, -0.6195898, -1.725253e-06, , -0.0003523849, 1, 6
208.6665, -0.6098073, -1.720889e-06, , -0.0003535321, 1, 6
209.3331, -0.599867, -1.716525e-06, , -0.0003546765, 1, 6
209.9998, -0.5894534, -1.712005e-06, , -0.0003558178, 1, 6
210.6665, -0.579513, -1.707952e-06, , -0.0003569564, 1, 6
211.3331, -0.5695727, -1.703276e-06, , -0.000358092, 1, 6
211.9998, -0.5597902, -1.699068e-06, , -0.0003592247, 1, 6
212.6665, -0.5496921, -1.694704e-06, , -0.0003603545, 1, 6
213.3331, -0.5395941, -1.690184e-06, , -0.0003614812, 1, 6
213.9998, -0.5296537, -1.685664e-06, , -0.000362605, 1, 6
214.6665, -0.5198712, -1.681299e-06, , -0.0003637259, 1, 6
215.3331, -0.5094575, -1.676779e-06, , -0.0003648438, 1, 6
215.9998, -0.4987283, -1.672103e-06, , -0.0003659585, 1, 6
216.6665, -0.4884724, -1.667739e-06, , -0.0003670703, 1, 6
217.3331, -0.4786899, -1.663063e-06, , -0.000368179, 1, 6
217.9998, -0.4685918, -1.658699e-06, , -0.0003692848, 1, 6
218.6664, -0.4588093, -1.654023e-06, , -0.0003703875, 1, 6
219.3331, -0.4485534, -1.649191e-06, , -0.000371487, 1, 6
219.9998, -0.4387709, -1.644515e-06, , -0.0003725833, 1, 6
220.6664, -0.4286729, -1.639683e-06, , -0.0003736764, 1, 6
221.3331, -0.4187325, -1.634851e-06, , -0.0003747663, 1, 6
221.9998, -0.4086345, -1.63002e-06, , -0.000375853, 1, 6
222.6664, -0.3985364, -1.625188e-06, , -0.0003769365, 1, 6
223.3331, -0.3882805, -1.620044e-06, , -0.0003780165, 1, 6
223.9998, -0.3784979, -1.615212e-06, , -0.0003790933, 1, 6
224.6664, -0.3685576, -1.610225e-06, , -0.0003801668, 1, 6
225.3331, -0.3586173, -1.604925e-06, , -0.0003812367, 1, 6
225.9998, -0.3485192, -1.599938e-06, , -0.0003823033, 1, 6
226.6664, -0.3387367, -1.594794e-06, , -0.0003833665, 1, 6
227.3331, -0.3286386, -1.589806e-06, , -0.0003844264, 1, 6
227.9998, -0.3186983, -1.584663e-06, , -0.0003854829, 1, 6
228.6664, -0.3087581, -1.579363e-06, , -0.0003865358, 1, 6
229.3331, -0.2989755, -1.57422e-06, , -0.0003875852, 1, 6
229.9998, -0.2890352, -1.56892e-06, , -0.0003886312, 1, 6
230.6664, -0.2789371, -1.563621e-06, , -0.0003896736, 1, 6
231.3331, -0.2686813, -1.557854e-06, , -0.0003907122, 1, 6
231.9998, -0.2588987, -1.552399e-06, , -0.0003917471, 1, 6
232.6664, -0.2484851, -1.546787e-06, , -0.0003927783, 1, 6
233.3331, -0.2376155, -1.541176e-06, , -0.0003938057, 2, 6
233.9998, -0.2276188, -1.535565e-06, , -0.0003948294, 2, 6
234.6664, -0.2177956, -1.529954e-06, , -0.0003958494, 2, 6
235.3331, -0.2076255, -1.524187e-06, , -0.0003968655, 2, 6
235.9998, -0.19755, -1.517952e-06, , -0.0003978775, 2, 6
236.6664, -0.1876322, -1.511718e-06, , -0.0003988853, 2, 6
237.3331, -0.1775409, -1.505483e-06, , -0.000399889, 2, 6
237.9998, -0.1675285, -1.498781e-06, , -0.0004008882, 2, 6
238.6664, -0.1574057, -1.491611e-06, , -0.0004018826, 2, 6
239.3331, -0.1475194, -1.484285e-06, , -0.0004028721, 2, 6
239.9998, -0.1375543, -1.47618e-06, , -0.0004038562, 2, 6
240.6664, -0.1275103, -1.466361e-06, , -0.0004048338, 2, 6
241.3331, -0.1174348, -1.455138e-06, , -0.0004058039, 2, 6
241.9998, -0.1073593, -1.44189e-06, , -0.0004067651, 2, 6
242.6664, -0.09739422, -1.424901e-06, , -0.0004077151, 2, 6
