Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 12:30:06 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
0.666666, -0.9914834, -1.713564e-06, , -1.142374e-06, 1, 6
1.333332, -0.9815432, -1.709979e-06, , -2.282359e-06, 1, 6
1.999998, -0.9717607, -1.70655e-06, , -3.420058e-06, 1, 6
2.666664, -0.9618203, -1.703744e-06, , -4.555885e-06, 1, 6
3.33333, -0.9517223, -1.700315e-06, , -5.689428e-06, 1, 6
3.999996, -0.9416242, -1.696886e-06, , -6.820684e-06, 1, 6
4.666662, -0.9315261, -1.693613e-06, , -7.949758e-06, 1, 6
5.333328, -0.9217436, -1.690184e-06, , -9.076546e-06, 1, 6
5.999994, -0.9118032, -1.687222e-06, , -1.020136e-05, 1, 6
6.66666, -0.9020207, -1.683637e-06, , -1.132378e-05, 1, 6
7.333326, -0.8919226, -1.680052e-06, , -1.244382e-05, 1, 6
7.999992, -0.8819823, -1.676935e-06, , -1.356177e-05, 1, 6
8.666658, -0.872042, -1.673506e-06, , -1.467744e-05, 1, 6
9.333324, -0.8621017, -1.669765e-06, , -1.579062e-05, 1, 6
9.99999, -0.8518459, -1.666025e-06, , -1.69013e-05, 1, 6
10.66666, -0.8420633, -1.662596e-06, , -1.80097e-05, 1, 6
11.33332, -0.8316497, -1.659322e-06, , -1.911591e-05, 1, 6
11.99999, -0.8209204, -1.656049e-06, , -2.021994e-05, 1, 6
12.66665, -0.8109801, -1.652776e-06, , -2.132179e-05, 1, 6
13.33332, -0.800882, -1.649035e-06, , -2.242115e-05, 1, 6
13.99999, -0.790784, -1.645294e-06, , -2.351801e-05, 1, 6
14.66665, -0.7810014, -1.642021e-06, , -2.461269e-05, 1, 6
15.33332, -0.7709033, -1.638281e-06, , -2.570487e-05, 1, 6
15.99998, -0.7611209, -1.635007e-06, , -2.679488e-05, 1, 6
16.66665, -0.7510228, -1.631578e-06, , -2.78826e-05, 1, 6
17.33332, -0.7409247, -1.62737e-06, , -2.896751e-05, 1, 6
17.99998, -0.7308266, -1.623785e-06, , -3.005003e-05, 1, 6
18.66665, -0.721044, -1.6202e-06, , -3.113016e-05, 1, 6
19.33331, -0.7107882, -1.616615e-06, , -3.22079e-05, 1, 6
19.99998, -0.7011634, -1.612874e-06, , -3.328315e-05, 1, 6
20.66665, -0.6910653, -1.608978e-06, , -3.43558e-05, 1, 6
