Experiment:, 12-12-2023
Start date:, Tuesday, December 12, 2023
Start time:, 1:19:50 PM +01:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), V Range (), I Range ()
0.666666, -1.000004, -1.864597e-06, , -1.243064e-06, 1, 6
1.333332, -0.9900634, -1.860545e-06, , -2.483426e-06, 1, 6
1.999998, -0.9802809, -1.857427e-06, , -3.721709e-06, 1, 6
2.666664, -0.9700251, -1.853842e-06, , -4.957603e-06, 1, 6
3.33333, -0.9600847, -1.850102e-06, , -6.191003e-06, 1, 6
3.999996, -0.9498289, -1.846205e-06, , -7.421805e-06, 1, 6
4.666662, -0.9402041, -1.842309e-06, , -8.650009e-06, 1, 6
5.333328, -0.9299482, -1.838724e-06, , -9.875824e-06, 1, 6
5.999994, -0.9201657, -1.834983e-06, , -1.109914e-05, 1, 6
6.66666, -0.9103832, -1.831866e-06, , -1.232039e-05, 1, 6
7.333326, -0.9002851, -1.828436e-06, , -1.353934e-05, 1, 6
7.999992, -0.890187, -1.824852e-06, , -1.475591e-05, 1, 6
8.666658, -0.8805623, -1.820799e-06, , -1.596977e-05, 1, 6
9.333324, -0.8704642, -1.816747e-06, , -1.718094e-05, 1, 6
9.99999, -0.8605239, -1.811915e-06, , -1.838888e-05, 1, 6
10.66666, -0.8502681, -1.810512e-06, , -1.959589e-05, 1, 6
11.33332, -0.8404855, -1.806459e-06, , -2.080019e-05, 1, 6
11.99999, -0.8297563, -1.800381e-06, , -2.200044e-05, 1, 6
12.66665, -0.8195004, -1.797575e-06, , -2.319883e-05, 1, 6
13.33332, -0.8092446, -1.794302e-06, , -2.439503e-05, 1, 6
13.99999, -0.7991465, -1.791185e-06, , -2.558915e-05, 1, 6
14.66665, -0.7890484, -1.785885e-06, , -2.677974e-05, 1, 6
15.33332, -0.7794236, -1.782612e-06, , -2.796814e-05, 1, 6
15.99998, -0.7693255, -1.778404e-06, , -2.915374e-05, 1, 6
16.66665, -0.759543, -1.77513e-06, , -3.033716e-05, 1, 6
17.33332, -0.7492872, -1.771545e-06, , -3.151819e-05, 1, 6
17.99998, -0.7393468, -1.766714e-06, , -3.2696e-05, 1, 6
18.66665, -0.7294065, -1.762349e-06, , -3.38709e-05, 1, 6
19.33331, -0.7194662, -1.759232e-06, , -3.504372e-05, 1, 6
19.99998, -0.7093681, -1.754245e-06, , -3.621321e-05, 1, 6
20.66665, -0.6995856, -1.75066e-06, , -3.738032e-05, 1, 6
21.33331, -0.6894875, -1.746607e-06, , -3.854472e-05, 1, 6
21.99998, -0.679705, -1.743334e-06, , -3.970695e-05, 1, 6
22.66664, -0.6694491, -1.73897e-06, , -4.086626e-05, 1, 6
23.33331, -0.6595088, -1.734449e-06, , -4.202256e-05, 1, 6
23.99998, -0.6494108, -1.72915e-06, , -4.317532e-05, 1, 6
24.66664, -0.6396282, -1.727124e-06, , -4.432673e-05, 1, 6
25.33331, -0.6295301, -1.722136e-06, , -4.547482e-05, 1, 6
25.99997, -0.6195898, -1.717772e-06, , -4.662e-05, 1, 6
26.66664, -0.6096495, -1.713564e-06, , -4.776238e-05, 1, 6
27.33331, -0.5997092, -1.708888e-06, , -4.890163e-05, 1, 6
27.99997, -0.5891378, -1.704835e-06, , -5.003819e-05, 1, 6
28.66664, -0.579513, -1.700783e-06, , -5.117205e-05, 1, 6
29.3333, -0.5695727, -1.696574e-06, , -5.230309e-05, 1, 6
29.99997, -0.5596324, -1.691742e-06, , -5.343092e-05, 1, 6
30.66664, -0.5495343, -1.687378e-06, , -5.455584e-05, 1, 6
31.3333, -0.5397518, -1.681767e-06, , -5.567701e-05, 1, 6
31.99997, -0.529496, -1.679117e-06, , -5.679642e-05, 1, 6
32.66663, -0.5195556, -1.674285e-06, , -5.791261e-05, 1, 6
33.3333, -0.5092998, -1.669142e-06, , -5.902537e-05, 1, 6
33.99997, -0.4987283, -1.665401e-06, , -6.013564e-05, 1, 6
34.66663, -0.4884724, -1.662284e-06, , -6.124383e-05, 1, 6
35.3333, -0.4785321, -1.656049e-06, , -6.234786e-05, 1, 6
35.99996, -0.4685918, -1.65075e-06, , -6.344836e-05, 1, 6
36.66663, -0.4588093, -1.646541e-06, , -6.454605e-05, 1, 6
37.3333, -0.4483957, -1.642489e-06, , -6.564104e-05, 1, 6
37.99996, -0.4386131, -1.63641e-06, , -6.673198e-05, 1, 6
38.66663, -0.428515, -1.633293e-06, , -6.782085e-05, 1, 6
39.33329, -0.4187325, -1.626746e-06, , -6.890534e-05, 1, 6
39.99996, -0.4087922, -1.622694e-06, , -6.998713e-05, 1, 6
40.66663, -0.3986942, -1.61755e-06, , -7.10655e-05, 1, 6
41.33329, -0.3887538, -1.613342e-06, , -7.214106e-05, 1, 6
41.99996, -0.3786557, -1.607887e-06, , -7.321298e-05, 1, 6
42.66662, -0.3687154, -1.602899e-06, , -7.428158e-05, 1, 6
43.33329, -0.3586173, -1.597911e-06, , -7.534686e-05, 1, 6
43.99996, -0.3488348, -1.592924e-06, , -7.64088e-05, 1, 6
44.66662, -0.3388945, -1.58778e-06, , -7.746732e-05, 1, 6
45.33329, -0.3287964, -1.582948e-06, , -7.852262e-05, 1, 6
45.99995, -0.3188561, -1.577805e-06, , -7.957449e-05, 1, 6
46.66662, -0.3086002, -1.572505e-06, , -8.062283e-05, 1, 6
47.33329, -0.2988177, -1.567206e-06, , -8.166763e-05, 1, 6
47.99995, -0.2885619, -1.561751e-06, , -8.270879e-05, 1, 6
48.66662, -0.2787793, -1.556139e-06, , -8.374621e-05, 1, 6
49.33328, -0.2685235, -1.551307e-06, , -8.478042e-05, 1, 6
49.99995, -0.258741, -1.545696e-06, , -8.581088e-05, 1, 6
50.66662, -0.2484851, -1.540085e-06, , -8.683761e-05, 1, 6
51.33328, -0.237584, -1.534318e-06, , -8.786048e-05, 2, 6
