0.001, 0.4001863, -8.665863e-05, , -8.665864e-08, , , , , , , , , , 0, 0
0.002, 0.3993776, 5.332893e-05, , -3.332971e-08, , , , , , , , , , 0, 0
0.003, 0.4001863, 3.777444e-05, , 4.444736e-09, , , , , , , , , , 0, 0
0.004, 0.3985689, -2.44421e-05, , -1.999736e-08, , , , , , , , , , 0, 0
0.005, 0.4005907, -8.888077e-06, , -2.888544e-08, , , , , , , , , , 0, 0
0.006, 0.4001863, 0.0001155455, , 8.666004e-08, , , , , , , , , , 0, 0
0.007, 0.3993776, -2.44421e-05, , 6.221794e-08, , , , , , , , , , 0, 0
0.008, 0.3989733, -3.999611e-05, , 2.222182e-08, , , , , , , , , , 0, 0
0.009, 0.4004748, 9.999098e-05, , 1.222128e-07, , , , , , , , , , 0, 0
0.01, 0.4004748, 0.000177762, , 2.999748e-07, , , , , , , , , , 0, 0
0.011, 0.3985814, -8.888077e-06, , 2.910867e-07, , , , , , , , , , 0, 0
0.012, 0.4007904, -2.44421e-05, , 2.666447e-07, , , , , , , , , , 0, 0
0.013, 0.4000015, 0.000162208, , 4.288526e-07, , , , , , , , , , 0, 0
0.014, 0.4004748, 8.443696e-05, , 5.132896e-07, , , , , , , , , , 0, 0
0.015, 0.3998437, 6.666407e-06, , 5.19956e-07, , , , , , , , , , 0, 0
0.016, 0.3987392, 8.443696e-05, , 6.04393e-07, , , , , , , , , , 0, 0
0.017, 0.4001593, 6.666407e-06, , 6.110594e-07, , , , , , , , , , 0, 0
0.018, 0.4000015, -8.888077e-06, , 6.021713e-07, , , , , , , , , , 0, 0
0.019, 0.4003171, 2.222043e-05, , 6.243918e-07, , , , , , , , , , 0, 0
0.02, 0.3998437, -2.44421e-05, , 5.999497e-07, , , , , , , , , , 0, 0
0.021, 0.4006326, 9.999098e-05, , 6.999406e-07, , , , , , , , , , 0, 0
0.022, 0.3992126, 9.999098e-05, , 7.999316e-07, , , , , , , , , , 0, 0
0.023, 0.4007904, 6.888295e-05, , 8.688146e-07, , , , , , , , , , 0, 0
0.024, 0.4000015, 0.000162208, , 1.031023e-06, , , , , , , , , , 0, 0
