Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
414, 0.5754557, 0.0009399164, , 0.03334532, , , , , , , , , , 1, 1
415, 0.5756135, 0.0009402529, , 0.03428557, 1000000, -0.001898767, 0.001026558, -5.930166e-05, 2.877677e-05, 32.71529, -1.435327, 32.74676, -2.512142, 1, 3
416, 0.5756135, 0.0009469354, , 0.0352325, 794328.2, -0.00105936, 0.00319071, -3.89905e-05, 9.155383e-05, 33.67143, -2.768928, 33.78509, -4.701069, 1, 3
416, 0.5756135, 0.0009469354, , 0.0352325, 630957.3, 0.002575969, -0.00289516, 8.243792e-05, -7.4207e-05, 34.724, -3.862246, 34.93814, -6.34675, 1, 3
416, 0.5756135, 0.0009469354, , 0.0352325, 501187.2, -0.003243732, -0.003622269, -7.584223e-05, -0.0001110435, 35.84869, -4.726865, 36.15898, -7.511461, 1, 3
417, 0.5754557, 0.0009405637, , 0.03617307, 398107.1, -0.00421979, 0.001329483, -0.0001166798, 1.890007e-05, 37.0394, -5.394557, 37.43018, -8.286509, 1, 3
417, 0.5754557, 0.0009405637, , 0.03617307, 316227.7, -0.003831889, 0.001610863, -0.0001041456, 2.612841e-05, 38.26557, -5.867214, 38.71276, -8.717203, 1, 3
417, 0.5754557, 0.0009405637, , 0.03617307, 251188.6, 0.004196876, 0.0008122156, 0.0001006268, 3.630534e-05, 39.48032, -6.17262, 39.95994, -8.886071, 1, 3
418, 0.5756135, 0.0009419624, , 0.03711503, 199526.2, -0.001385523, 0.003899737, -4.794309e-05, 8.843074e-05, 40.64648, -6.368772, 41.14241, -8.905095, 1, 3
418, 0.5756135, 0.0009419624, , 0.03711503, 158489.3, -0.003703709, 0.001630981, -9.240575e-05, 2.467285e-05, 41.81273, -6.485982, 42.31279, -8.817435, 1, 3
418, 0.5756135, 0.0009419624, , 0.03711503, 125892.5, 0.001294658, 0.003875609, 1.600841e-05, 9.266873e-05, 42.9538, -6.550604, 43.45042, -8.670997, 1, 3
419, 0.5764024, 0.00096776, , 0.03808279, 99999.97, -0.0009582825, -0.003935541, -8.267823e-06, -9.040646e-05, 44.1319, -6.563776, 44.61735, -8.459635, 1, 3
419, 0.5764024, 0.00096776, , 0.03808279, 79432.8, 0.00343783, 0.00211482, 6.775166e-05, 5.62754e-05, 45.36826, -6.469173, 45.82717, -8.115241, 1, 3
419, 0.5764024, 0.00096776, , 0.03808279, 63095.71, 0.0003443715, -0.004024907, 1.857094e-05, -8.390742e-05, 46.59435, -6.208384, 47.00615, -7.589573, 1, 3
420, 0.5756135, 0.0009428948, , 0.03902568, 50118.7, 0.003412765, -0.002146794, 7.579301e-05, -3.581104e-05, 47.75041, -5.763088, 48.09693, -6.88185, 1, 3
420, 0.5756135, 0.0009428948, , 0.03902568, 39810.7, 0.003666488, 0.001661514, 7.077761e-05, 4.157027e-05, 48.76765, -5.167879, 49.0407, -6.049024, 1, 3
