Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
522, 0.6753321, 0.00605724, , 0.2808502, , , , , , , , , , 1, 1
523, 0.6750166, 0.006071289, , 0.2869215, 1000000, -5.847728e-05, 0.0009777587, 2.075667e-05, 8.991207e-05, 10.18183, 3.000912, 10.61486, 16.42193, 1, 2
524, 0.6751744, 0.006072844, , 0.2929944, 794328.2, 0.0004748666, -0.001446197, 1.58293e-05, -0.0001426016, 10.38323, 2.177446, 10.60908, 11.84376, 1, 2
524, 0.6751744, 0.006072844, , 0.2929944, 630957.3, -0.002031223, -0.001262237, -0.0002058558, -8.859686e-05, 10.55169, 1.590388, 10.67087, 8.571303, 1, 2
524, 0.6751744, 0.006072844, , 0.2929944, 501187.2, 0.001500159, -0.004235215, 9.463717e-05, -0.0004040546, 10.76105, 1.192323, 10.82691, 6.322574, 1, 2
525, 0.6753321, 0.006085289, , 0.2990796, 398107.1, 0.0006921532, -0.004697239, 2.678413e-05, -0.0004321873, 10.92582, 0.9244018, 10.96485, 4.836113, 1, 2
525, 0.6753321, 0.006085289, , 0.2990796, 316227.7, 0.001594532, -0.004224391, 0.0001168835, -0.0003904508, 11.05142, 0.7755225, 11.0786, 4.014094, 1, 2
525, 0.6753321, 0.006085289, , 0.2990796, 251188.6, -0.0001573587, 0.004557364, 1.194488e-05, 0.0004087093, 11.12987, 0.7102937, 11.15251, 3.651591, 1, 2
526, 0.6753321, 0.006091511, , 0.3051712, 199526.2, 0.003754716, -0.002173081, 0.0003229229, -0.0002153988, 11.1535, 0.7102924, 11.17609, 3.643867, 1, 2
526, 0.6753321, 0.006091511, , 0.3051712, 158489.3, -0.0002780154, -0.004171204, -4.98773e-05, -0.0003716732, 11.12284, 0.7446378, 11.14774, 3.830049, 1, 2
526, 0.6753321, 0.006091511, , 0.3051712, 125892.5, -0.004176528, 6.32812e-06, -0.0003763377, 2.771484e-05, 11.03919, 0.7961501, 11.06786, 4.125049, 1, 2
527, 0.6735966, 0.005939067, , 0.3111102, 99999.97, -0.001170635, 0.003940016, -7.911861e-05, 0.0003674203, 10.90393, 0.83809, 10.93609, 4.395186, 1, 2
527, 0.6735966, 0.005939067, , 0.3111102, 79432.8, 0.001979432, -0.003562195, 0.0001569592, -0.0003440509, 10.74258, 0.8524473, 10.77635, 4.537039, 1, 2
527, 0.6735966, 0.005939067, , 0.3111102, 63095.71, 0.003489272, -0.002086488, 0.0003127579, -0.000222027, 10.56704, 0.8302905, 10.59961, 4.492706, 1, 2
528, 0.6751744, 0.006103955, , 0.3172142, 50118.7, -0.003559808, 0.001930497, -0.0003266869, 0.0002097918, 10.40186, 0.7705528, 10.43036, 4.236638, 1, 2
528, 0.6751744, 0.006103955, , 0.3172142, 39810.7, -0.001913987, 0.003555233, -0.0001625773, 0.0003572534, 10.26402, 0.6865969, 10.28696, 3.827016, 1, 2
529, 0.6753321, 0.006111733, , 0.3233259, 31622.76, -0.001562129, 0.003726467, -0.0001320422, 0.0003746616, 10.15441, 0.5907149, 10.17158, 3.329329, 1, 2
529, 0.6753321, 0.006111733, , 0.3233259, 25118.85, 0.002632203, 0.003055867, 0.0002755456, 0.0002898021, 10.07368, 0.4953568, 10.08585, 2.815159, 1, 2
529, 0.6753321, 0.006111733, , 0.3233259, 19952.61, -0.003304633, 0.002300673, -0.0003198938, 0.0002426133, 10.02092, 0.4080621, 10.02923, 2.331854, 1, 2
530, 0.6764366, 0.006237732, , 0.3295636, 15848.92, 0.003169355, 0.002488561, 0.0003254013, 0.0002384369, 9.983381, 0.3323731, 9.988913, 1.906823, 1, 2
530, 0.6764366, 0.006237732, , 0.3295636, 12589.25, 0.003268134, -0.002346627, 0.0003216841, -0.0002443714, 9.955727, 0.2681766, 9.959338, 1.542999, 1, 2
530, 0.6764366, 0.006237732, , 0.3295636, 9999.994, -0.0009528429, 0.003903664, -8.734577e-05, 0.00039461, 9.939934, 0.2144694, 9.942247, 1.236053, 1, 2
531, 0.6753321, 0.006135067, , 0.3356987, 7943.277, -0.003895081, -0.0009985325, -0.0003939533, -9.379283e-05, 9.927876, 0.1710073, 9.929348, 0.9868203, 1, 2
