Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
549, 0.7004196, 0.009152519, , 0.4489653, , , , , , , , , , 1, 1
550, 0.7002618, 0.009207265, , 0.4581726, 1000000, 0.0007541224, 9.027009e-05, 8.744911e-05, -2.579422e-05, 7.653227, 3.289675, 8.330296, 23.26004, 1, 2
551, 0.7004196, 0.009224377, , 0.467397, 794328.2, -0.001091683, -0.0003666095, -0.0001403267, -1.804773e-06, 7.811889, 2.512072, 8.205858, 17.82625, 1, 2
551, 0.7004196, 0.009224377, , 0.467397, 630957.3, 0.001830252, 8.25296e-05, 0.0002197431, -4.253246e-05, 7.958217, 1.915929, 8.185597, 13.53628, 1, 2
551, 0.7004196, 0.009224377, , 0.467397, 501187.2, 0.002738527, 0.002619625, 0.0003867042, 0.0002511666, 8.07508, 1.529426, 8.218641, 10.72482, 1, 2
552, 0.7002618, 0.009232155, , 0.4766291, 398107.1, 0.002727797, -0.003631877, 0.0002591623, -0.0004849834, 8.163211, 1.262314, 8.260233, 8.790279, 1, 2
552, 0.7002618, 0.009232155, , 0.4766291, 316227.7, 0.003766931, -0.002591866, 0.000408697, -0.000369821, 8.222689, 1.098754, 8.295774, 7.611043, 1, 2
552, 0.7002618, 0.009232155, , 0.4766291, 251188.6, -0.00457221, 0.0009263604, -0.0005331925, 0.000177898, 8.237798, 1.011131, 8.29962, 6.997644, 1, 2
553, 0.7002618, 0.009243043, , 0.4858722, 199526.2, 0.0002281102, -0.004412683, -3.60524e-05, -0.0005330608, 8.211508, 0.9832926, 8.270171, 6.828409, 1, 2
553, 0.7002618, 0.009243043, , 0.4858722, 158489.3, 0.00115172, 0.004073431, 0.0001991906, 0.0004763493, 8.13918, 0.9856798, 8.198647, 6.90507, 1, 2
553, 0.7002618, 0.009243043, , 0.4858722, 125892.5, -0.001968249, 0.003720388, -0.0001844945, 0.0004869332, 8.020558, 1.003218, 8.083057, 7.129575, 1, 2
554, 0.6989995, 0.009109266, , 0.4949814, 99999.97, -0.003806438, 0.001598479, -0.0004506794, 0.0002614151, 7.859096, 1.011823, 7.923962, 7.336216, 1, 2
554, 0.6989995, 0.009109266, , 0.4949814, 79432.8, -0.003807475, 0.001480383, -0.0004630625, 0.0002528418, 7.678666, 0.9957704, 7.742962, 7.388889, 1, 2
554, 0.6989995, 0.009109266, , 0.4949814, 63095.71, -0.0004700107, 0.004043479, 5.290107e-06, 0.0005391443, 7.490534, 0.9452691, 7.549942, 7.19243, 1, 2
555, 0.7002618, 0.009266376, , 0.5042478, 50118.7, 0.003915883, 0.001042307, 0.0005443325, 7.832223e-05, 7.317931, 0.8618814, 7.368511, 6.71716, 1, 2
555, 0.7002618, 0.009266376, , 0.5042478, 39810.7, -0.003691715, 0.001639782, -0.0004849421, 0.0002797743, 7.175277, 0.7581857, 7.215223, 6.031856, 1, 2
555, 0.7002618, 0.009266376, , 0.5042478, 31622.76, -0.003170802, 0.002506497, -0.0004129309, 0.0003926428, 7.063812, 0.6467372, 7.093356, 5.231211, 1, 2
556, 0.7002618, 0.009278821, , 0.5135267, 25118.85, 0.0009473372, -0.003921383, 9.174069e-05, -0.000568638, 6.983114, 0.5393618, 7.003912, 4.416643, 1, 2
556, 0.7002618, 0.009278821, , 0.5135267, 19952.61, -0.002331981, -0.003283732, -0.0003653294, -0.0004505737, 6.929058, 0.4425628, 6.943177, 3.65455, 1, 2
557, 0.701524, 0.009467041, , 0.5229937, 15848.92, -0.001290816, 0.00381817, -0.0001580483, 0.0005623791, 6.890179, 0.3588948, 6.899519, 2.981721, 1, 2
557, 0.701524, 0.009467041, , 0.5229937, 12589.25, 0.0006157096, 0.003977322, 0.0001138877, 0.0005746115, 6.864475, 0.2890118, 6.870557, 2.410873, 1, 2
557, 0.701524, 0.009467041, , 0.5229937, 9999.994, -0.002779987, -0.002902563, -0.0004197652, -0.0004095951, 6.848885, 0.2317798, 6.852805, 1.938263, 1, 2
558, 0.7005773, 0.009330153, , 0.5323238, 7943.277, -0.004018897, -0.0001634024, -0.000588119, -7.995555e-06, 6.835989, 0.1849028, 6.838489, 1.549383, 1, 2
558, 0.7005773, 0.009330153, , 0.5323238, 6309.569, -0.001012364, 0.00388728, -0.0001358478, 0.0005722357, 6.828306, 0.1481096, 6.829912, 1.242582, 1, 2
558, 0.7005773, 0.009330153, , 0.5323238, 5011.869, -0.003962728, -0.000629278, -0.0005820628, -8.218815e-05, 6.824662, 0.1174644, 6.825673, 0.9860633, 1, 2
559, 0.7004196, 0.009297487, , 0.5416213, 3981.069, 0.001889413, 0.003544427, 0.0002841512, 0.0005157252, 6.820684, 0.09441558, 6.821337, 0.7930684, 1, 2
559, 0.7004196, 0.009297487, , 0.5416213, 3162.275, 0.0008696461, -0.003917124, 0.0001213513, -0.0005760568, 6.815463, 0.07391812, 6.815863, 0.6213856, 1, 2
559, 0.7004196, 0.009297487, , 0.5416213, 2511.885, 0.003015787, -0.002641467, 0.0004391752, -0.0003915625, 6.81336, 0.06008894, 6.813625, 0.5052945, 1, 2
560, 0.7007352, 0.009350376, , 0.5509717, 1995.261, 0.003826657, 0.001215113, 0.0005629821, 0.0001744424, 6.811888, 0.04765803, 6.812055, 0.4008521, 1, 2
560, 0.7007352, 0.009350376, , 0.5509717, 1584.892, 0.002842583, -0.002832612, 0.0004150376, -0.0004181482, 6.811299, 0.03739708, 6.811402, 0.3145763, 1, 2
560, 0.7007352, 0.009350376, , 0.5509717, 1258.924, 0.003993691, 0.0003526876, 0.0005866534, 4.903344e-05, 6.810256, 0.03197347, 6.810331, 0.268996, 1, 2
561, 0.7010507, 0.00937682, , 0.5603485, 999.9991, 0.0019457, 0.00351105, 0.0002877626, 0.0005146821, 6.80742, 0.02568809, 6.807469, 0.216207, 1, 2
561, 0.7010507, 0.00937682, , 0.5603485, 794.3275, -0.0003176849, -0.003998399, -4.835779e-05, -0.0005873422, 6.80601, 0.0194754, 6.806038, 0.1639514, 1, 2
561, 0.7010507, 0.00937682, , 0.5603485, 630.9567, 0.001605631, -0.003672382, 0.0002347431, -0.0005400097, 6.806842, 0.01439224, 6.806857, 0.1211448, 1, 2
