Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
57, 0.2497924, 6.666407e-06, , 3.793744e-05, , , , , , , , , , 1, 1
58, 0.2538948, -1.067797e-07, , 3.783066e-05, , , , , , , , , , 1, 4
59, 0.2499502, 1.268008e-07, , 3.795746e-05, 1000000, -0.002579489, -0.0001657276, -3.299925e-09, -3.063854e-07, 631.5168, -8412.297, 8435.968, -85.70682, 1, 4
59, 0.2499502, 1.268008e-07, , 3.795746e-05, 794328.2, 0.0006134998, -0.002641817, 2.39589e-07, 2.684914e-08, 1308.541, -11173.09, 11249.46, -83.32022, 1, 4
59, 0.2499502, 1.268008e-07, , 3.795746e-05, 630957.3, 0.0008282991, -0.002620135, 1.854294e-07, 3.056808e-08, 2081.022, -14473.15, 14622, -81.81781, 1, 4
60, 0.2499502, 1.268008e-07, , 3.808426e-05, 501187.2, -0.001596537, -0.003347284, 1.603502e-07, -1.148208e-07, 3299.382, -18512.27, 18803.99, -79.89447, 1, 4
60, 0.2499502, 1.268008e-07, , 3.808426e-05, 398107.1, -0.002966934, -0.002216222, 6.755872e-08, -1.415135e-07, 4602.763, -23163.09, 23615.97, -78.76109, 1, 4
60, 0.2499502, 1.268008e-07, , 3.808426e-05, 316227.7, 0.002967706, 0.00220048, -5.069188e-08, 1.145981e-07, 6478.768, -28762.5, 29483.15, -77.30596, 1, 4
61, 0.2499502, 1.423728e-07, , 3.822664e-05, 251188.6, 0.003360954, -0.002096405, 7.827228e-08, 7.348542e-08, 9457.581, -35662.68, 36895.43, -75.14731, 1, 4
61, 0.2499502, 1.423728e-07, , 3.822664e-05, 199526.2, 0.003604633, -0.001629191, 5.736669e-08, 6.660281e-08, 12718.89, -43166.23, 45001.04, -73.58245, 1, 4
61, 0.2499502, 1.423728e-07, , 3.822664e-05, 158489.3, 0.002772372, -0.002802257, 6.474261e-08, 3.16091e-08, 17514.6, -51834.15, 54713.25, -71.33005, 1, 4
62, 0.2543681, 1.753826e-07, , 3.840202e-05, 125892.5, 0.003881388, -0.001067289, 3.620415e-08, 4.859628e-08, 24141.58, -61884.62, 66426.81, -68.68893, 1, 5
62, 0.2543681, 1.753826e-07, , 3.840202e-05, 99999.97, -5.798996e-06, 0.004017312, -4.651401e-08, 2.066328e-08, 32148.16, -72086.35, 78930.01, -65.96469, 1, 5
63, 0.2493191, 1.348498e-07, , 3.853687e-05, 79432.8, 0.0007256262, 0.003951183, -3.387627e-08, 2.584762e-08, 42709.21, -84048.56, 94277.45, -63.06264, 1, 5
63, 0.2493191, 1.348498e-07, , 3.853687e-05, 63095.71, -0.003952975, -0.0007817158, -1.173062e-08, -3.426246e-08, 55778.14, -96276.3, 111266.9, -59.91394, 1, 5
64, 0.2499502, 1.161422e-07, , 3.865301e-05, 50118.7, 0.0001524519, -0.00402376, 2.640716e-08, -1.600564e-08, 71764.38, -108876.7, 130400.4, -56.60975, 1, 5
64, 0.2499502, 1.161422e-07, , 3.865301e-05, 39810.7, -0.0001739497, 0.00401911, -2.1899e-08, 1.516464e-08, 91268.08, -120328, 151025.4, -52.81989, 1, 5
64, 0.2499502, 1.161422e-07, , 3.865301e-05, 31622.76, -0.003801737, -0.001338888, -8.615006e-09, -2.158701e-08, 114129.2, -130565.3, 173415, -48.84276, 1, 5
65, 0.2499502, 1.130243e-07, , 3.876604e-05, 25118.85, -0.003960622, 0.0007217586, -1.690401e-08, -1.160081e-08, 139362.4, -138338.5, 196365.6, -44.78875, 1, 5
65, 0.2499502, 1.130243e-07, , 3.876604e-05, 19952.61, 0.001654723, 0.003664941, -5.163207e-09, 1.755926e-08, 166603.8, -143225.5, 219705.2, -40.6849, 1, 5
65, 0.2499502, 1.130243e-07, , 3.876604e-05, 15848.92, -0.00338147, 0.002183419, -1.663654e-08, -1.036401e-09, 194325.5, -143348.2, 241476.9, -36.4151, 1, 5
66, 0.2499502, 9.21388e-08, , 3.885818e-05, 12589.25, -0.0008812852, 0.00392204, -1.083324e-08, 1.085248e-08, 221621.4, -140022.7, 262149.6, -32.28511, 1, 6
66, 0.2499502, 9.21388e-08, , 3.885818e-05, 9999.994, -0.0005864539, 0.003972194, -8.146798e-09, 1.079511e-08, 260561.9, -142313.6, 296893.3, -28.64247, 1, 6
67, 0.2499502, 9.977621e-08, , 3.895795e-05, 7943.277, 0.003932256, -0.0008260758, 1.307064e-08, 2.867166e-09, 273807.7, -123263.2, 300274, -24.23639, 1, 6
67, 0.2499502, 9.977621e-08, , 3.895795e-05, 6309.569, -0.002956792, -0.00271389, -5.743291e-09, -1.138397e-08, 294479.8, -111165.9, 314763.7, -20.68149, 1, 6
