Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
113, 0.2996517, -8.888077e-06, , 4.40064e-05, , , , , , , , , , 1, 1
114, 0.297285, 3.759533e-07, , 4.438235e-05, , , , , , , , , , 1, 4
115, 0.2999673, 4.382418e-07, , 4.482059e-05, 1000000, 0.00194346, -0.001750707, 3.939983e-07, 2.908244e-07, 1069.879, -5233.154, 5341.399, -78.44553, 1, 4
115, 0.2999673, 4.382418e-07, , 4.482059e-05, 794328.2, 0.002544252, -0.0009921414, 2.331568e-07, 3.2793e-07, 1654.456, -6582.21, 6786.952, -75.89084, 1, 4
115, 0.2999673, 4.382418e-07, , 4.482059e-05, 630957.3, -0.001009102, -0.002567747, 2.56829e-07, -1.993997e-07, 2391.581, -8141.085, 8485.1, -73.62896, 1, 4
116, 0.2998095, 4.538138e-07, , 4.527441e-05, 501187.2, 0.00366302, 0.0006392132, 5.178529e-08, 3.488608e-07, 3317.805, -10007.45, 10543.1, -71.65791, 1, 4
116, 0.2998095, 4.538138e-07, , 4.527441e-05, 398107.1, -0.003521024, 0.00115929, -1.801982e-07, -2.246869e-07, 4508.494, -12055, 12870.49, -69.49452, 1, 4
116, 0.2998095, 4.538138e-07, , 4.527441e-05, 316227.7, -0.001754615, 0.003253877, -2.359068e-07, -2.142705e-08, 6134.338, -14350.24, 15606.39, -66.8546, 1, 4
117, 0.2998095, 3.915256e-07, , 4.566593e-05, 251188.6, -0.00368198, 0.001463147, -1.557819e-07, -1.439235e-07, 8070.002, -16847.97, 18680.98, -64.40607, 1, 4
117, 0.2998095, 3.915256e-07, , 4.566593e-05, 199526.2, 0.003332106, 0.002133045, -1.175354e-08, 1.768456e-07, 10761.82, -19557.15, 22322.61, -61.1771, 1, 4
117, 0.2998095, 3.915256e-07, , 4.566593e-05, 158489.3, 0.003324072, 0.002119542, -1.264378e-09, 1.503433e-07, 13911.08, -22226.87, 26221.21, -57.95887, 1, 4
118, 0.3050163, 5.18353e-07, , 4.618428e-05, 125892.5, 0.004015628, -0.0002843643, 8.381734e-08, 1.017151e-07, 17710.52, -24884.98, 30543.82, -54.56072, 1, 5
118, 0.3050163, 5.18353e-07, , 4.618428e-05, 99999.97, 0.002244698, 0.003332156, -3.394135e-08, 1.096245e-07, 21952, -27272.92, 35010.03, -51.16938, 1, 5
119, 0.3002829, 4.731432e-07, , 4.665743e-05, 79432.8, -0.002200274, -0.003361544, 2.513098e-08, -9.723236e-08, 26924.84, -29588.11, 40005.04, -47.69817, 1, 5
119, 0.3002829, 4.731432e-07, , 4.665743e-05, 63095.71, -0.002628431, 0.003054652, -8.863244e-08, 8.281622e-09, 32591.13, -31419.02, 45269.6, -43.95096, 1, 5
119, 0.3002829, 4.731432e-07, , 4.665743e-05, 50118.7, 0.001781561, -0.003611319, 7.284591e-08, -3.199069e-08, 38753.66, -32555.87, 50613.54, -40.03268, 1, 5
120, 0.2998095, 4.154618e-07, , 4.707289e-05, 39810.7, 0.003879996, 0.001062506, 4.503363e-08, 5.606453e-08, 45307.95, -32812.45, 55941.64, -35.91241, 1, 5
120, 0.2998095, 4.154618e-07, , 4.707289e-05, 31622.76, 0.0006427606, 0.003978917, -2.539745e-08, 6.10199e-08, 51841.77, -32110.99, 60981.02, -31.77423, 1, 5
121, 0.2998095, 4.279335e-07, , 4.750082e-05, 25118.85, -0.004019523, -0.0002241568, -5.277374e-08, -3.152288e-08, 58006.16, -30400.8, 65489.87, -27.65886, 1, 5
121, 0.2998095, 4.279335e-07, , 4.750082e-05, 19952.61, -0.003135484, 0.002517106, -5.600868e-08, 1.500334e-08, 63466.6, -27940.22, 69344.54, -23.76078, 1, 5
121, 0.2998095, 4.279335e-07, , 4.750082e-05, 15848.92, -0.003807268, 0.001306484, -5.546977e-08, -1.166852e-09, 68111.21, -24985.85, 72549.5, -20.14501, 1, 5
122, 0.2949182, 3.49317e-07, , 4.785014e-05, 12589.25, -0.0006831386, 0.003961509, -2.396984e-08, 4.789614e-08, 71852.53, -21696.01, 75056.67, -16.80179, 1, 6
122, 0.2949182, 3.49317e-07, , 4.785014e-05, 9999.994, 0.001626682, -0.003667942, 3.215965e-08, -4.146796e-08, 74229.42, -18339.71, 76461.44, -13.87802, 1, 6
123, 0.299494, 4.121308e-07, , 4.826227e-05, 7943.277, -0.001357619, -0.003782275, -7.242207e-09, -5.059735e-08, 77015.16, -15808.32, 78620.84, -11.59956, 1, 6
