Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
141, 0.3247392, -8.888077e-06, , 4.642998e-05, , , , , , , , , , 1, 1
142, 0.3269481, -5.116533e-07, , 4.591833e-05, , , , , , , , , , 1, 4
143, 0.324897, 8.431148e-07, , 4.676144e-05, 1000000, -0.001396493, -0.002262096, 5.077133e-07, -5.744714e-07, 1004.595, -3318.773, 3467.487, -73.15889, 1, 4
143, 0.324897, 8.431148e-07, , 4.676144e-05, 794328.2, 4.559596e-05, -0.002758323, 6.093349e-07, -1.985591e-07, 1401.151, -4070.195, 4304.615, -71.00415, 1, 4
143, 0.324897, 8.431148e-07, , 4.676144e-05, 630957.3, -0.002765324, -0.0002141537, -1.497766e-07, -5.035409e-07, 1891.455, -4929.149, 5279.594, -69.00677, 1, 4
144, 0.3247392, 8.586871e-07, , 4.762013e-05, 501187.2, 0.002376291, -0.002871983, 5.547278e-07, 1.630489e-07, 2542.33, -5924.539, 6446.984, -66.77493, 1, 4
144, 0.3247392, 8.586871e-07, , 4.762013e-05, 398107.1, 0.001990397, 0.003133398, -2.54955e-07, 4.042796e-07, 3323.821, -7019.453, 7766.628, -64.66171, 1, 4
144, 0.3247392, 8.586871e-07, , 4.762013e-05, 316227.7, -0.003568602, -0.0009769452, -8.761637e-08, -3.885602e-07, 4363.349, -8200.276, 9288.883, -61.98266, 1, 4
145, 0.3247392, 8.898314e-07, , 4.850996e-05, 251188.6, -0.001213748, -0.003773989, 2.374867e-07, -2.724716e-07, 5664.817, -9392.049, 10968.17, -58.90371, 1, 4
145, 0.3247392, 8.898314e-07, , 4.850996e-05, 199526.2, 0.0006262296, 0.003906697, -2.239058e-07, 2.107195e-07, 7224.73, -10648.7, 12868.24, -55.84463, 1, 4
145, 0.3247392, 8.898314e-07, , 4.850996e-05, 158489.3, -0.003156146, -0.002362475, -2.77505e-09, -2.6468e-07, 9049.805, -11829.5, 14894.16, -52.58329, 1, 4
146, 0.3239503, 6.539822e-07, , 4.916394e-05, 125892.5, 0.00399536, 0.000494384, 1.315642e-07, 1.964373e-07, 11141.29, -12877.21, 17027.95, -49.13383, 1, 5
146, 0.3239503, 6.539822e-07, , 4.916394e-05, 99999.97, 1.258858e-05, 0.004018303, -1.4862e-07, 1.4637e-07, 13474.15, -13767.28, 19263.72, -45.6165, 1, 5
147, 0.326317, 9.423892e-07, , 5.010633e-05, 79432.8, 0.0007648428, 0.003944554, -9.591511e-08, 1.587417e-07, 16070.56, -14528.33, 21664.14, -42.11465, 1, 5
147, 0.326317, 9.423892e-07, , 5.010633e-05, 63095.71, 0.003639242, -0.001731003, 1.627881e-07, 3.7623e-08, 18889.17, -14999.07, 24119.97, -38.45157, 1, 5
148, 0.3247392, 8.893846e-07, , 5.099572e-05, 50118.7, 0.003416773, 0.002131098, 6.040143e-08, 1.389752e-07, 21885.64, -15073.55, 26574.29, -34.55679, 1, 5
148, 0.3247392, 8.893846e-07, , 5.099572e-05, 39810.7, 0.00232968, 0.0032798, 1.183964e-08, 1.386204e-07, 24913.98, -14678.27, 28916.4, -30.50481, 1, 5
148, 0.3247392, 8.893846e-07, , 5.099572e-05, 31622.76, -0.001402692, -0.00377877, 1.391952e-08, -1.292986e-07, 27735.82, -13834.35, 30994.6, -26.50955, 1, 5
149, 0.3247392, 8.847077e-07, , 5.188043e-05, 25118.85, 0.003470608, -0.00204033, 1.217306e-07, -1.670828e-08, 30241.38, -12610.2, 32765.2, -22.6354, 1, 5
149, 0.3247392, 8.847077e-07, , 5.188043e-05, 19952.61, -4.320862e-05, 0.004020861, -3.960546e-08, 1.107371e-07, 32315.83, -11167.67, 34191.08, -19.06406, 1, 5
149, 0.3247392, 8.847077e-07, , 5.188043e-05, 15848.92, 0.003537719, -0.001919745, 1.113105e-07, -2.495089e-08, 33942.89, -9638.251, 35284.78, -15.85215, 1, 5
150, 0.3195324, 7.350841e-07, , 5.261551e-05, 12589.25, -0.001432656, -0.00375579, -1.509066e-08, -1.102736e-07, 35177.94, -8177.82, 36115.98, -13.08711, 1, 6
150, 0.3195324, 7.350841e-07, , 5.261551e-05, 9999.994, 0.002453632, 0.003175341, 4.990812e-08, 9.746508e-08, 36024.31, -6727.807, 36647.16, -10.57855, 1, 6
151, 0.3242658, 8.599325e-07, , 5.347544e-05, 7943.277, 0.004018177, -6.982603e-05, 1.0716e-07, 1.451978e-08, 36734.28, -5628.961, 37163.05, -8.711927, 1, 6
151, 0.3242658, 8.599325e-07, , 5.347544e-05, 6309.569, -0.003954855, -0.0006872703, -1.025204e-07, -3.117056e-08, 37177.71, -4599.86, 37461.19, -7.05315, 1, 6
151, 0.3242658, 8.599325e-07, , 5.347544e-05, 5011.869, -0.0001936218, -0.004004697, 5.435804e-09, -1.062323e-07, 37506.1, -3741.778, 37692.29, -5.697235, 1, 6
152, 0.3247392, 8.739604e-07, , 5.43494e-05, 3981.069, -0.003232992, 0.002378252, -9.019162e-08, 5.580382e-08, 37720.65, -3030.161, 37842.17, -4.5928, 1, 6
152, 0.3247392, 8.739604e-07, , 5.43494e-05, 3162.275, 0.003850819, 0.001117522, 9.939328e-08, 3.592834e-08, 37860.45, -2442.226, 37939.14, -3.690808, 1, 6
152, 0.3247392, 8.739604e-07, , 5.43494e-05, 2511.885, 0.002404529, 0.003204749, 5.881166e-08, 8.745099e-08, 37966.36, -1962.98, 38017.07, -2.959737, 1, 6
153, 0.3247392, 8.748955e-07, , 5.52243e-05, 1995.261, -0.001807835, 0.003581521, -5.134193e-08, 9.203739e-08, 38035.14, -1575.045, 38067.74, -2.371278, 1, 6
153, 0.3247392, 8.748955e-07, , 5.52243e-05, 1584.892, 0.003311593, -0.00226111, 8.881208e-08, -5.640816e-08, 38091.68, -1265.917, 38112.71, -1.903434, 1, 6
153, 0.3247392, 8.748955e-07, , 5.52243e-05, 1258.924, 0.0007665327, -0.003932532, 2.280199e-08, -1.025353e-07, 38129.77, -1003.574, 38142.97, -1.507675, 1, 6
154, 0.3234769, 8.390465e-07, , 5.606335e-05, 999.9991, -0.003755267, -0.001411421, -9.762411e-08, -3.905399e-08, 38145.66, -802.2468, 38154.1, -1.204818, 1, 6
154, 0.3234769, 8.390465e-07, , 5.606335e-05, 794.3275, -0.0007144235, 0.003943892, -2.045389e-08, 1.030089e-07, 38159.51, -641.567, 38164.9, -0.9632099, 1, 6
154, 0.3234769, 8.390465e-07, , 5.606335e-05, 630.9567, 0.003419866, 0.002083427, 8.874959e-08, 5.577177e-08, 38200.5, -530.5134, 38204.18, -0.79565, 1, 6
155, 0.324897, 8.761425e-07, , 5.693949e-05, 501.1867, -0.003683137, 0.001589814, -9.685905e-08, 4.06058e-08, 38194.15, -401.7133, 38196.26, -0.6025957, 1, 6
155, 0.324897, 8.761425e-07, , 5.693949e-05, 398.1068, -0.0007004594, -0.003947246, -1.745475e-08, -1.03459e-07, 38207.49, -324.3542, 38208.87, -0.4863884, 1, 6
155, 0.324897, 8.761425e-07, , 5.693949e-05, 316.2274, -0.001631238, 0.003658421, -4.336747e-08, 9.547728e-08, 38196.98, -264.6552, 38197.89, -0.3969786, 1, 6
156, 0.3247392, 8.75519e-07, , 5.781501e-05, 251.1884, -0.0007128327, -0.00394624, -1.805458e-08, -1.035164e-07, 38162.03, -230.2359, 38162.72, -0.3456679, 1, 6
156, 0.3247392, 8.75519e-07, , 5.781501e-05, 199.526, 0.003775156, 0.001345011, 9.875811e-08, 3.556972e-08, 38178.88, -131.6443, 38179.11, -0.1975604, 1, 6
156, 0.3247392, 8.75519e-07, , 5.781501e-05, 158.4891, 0.004004374, -0.0001037449, 1.047984e-07, -2.34026e-09, 38213.29, -136.6033, 38213.54, -0.2048177, 1, 6
157, 0.324897, 8.752073e-07, , 5.869021e-05, 125.8924, 0.001612753, -0.003672502, 4.249213e-08, -9.604375e-08, 38191.38, -104.9525, 38191.52, -0.1574523, 1, 6
157, 0.324897, 8.752073e-07, , 5.869021e-05, 99.99988, -0.003598189, -0.001766942, -9.411501e-08, -4.628491e-08, 38220.83, -22.37324, 38220.84, -0.0335391, 1, 6
157, 0.324897, 8.752073e-07, , 5.869021e-05, 79.43272, 0.002045758, -0.003443414, 5.371904e-08, -9.00335e-08, 38203.03, -71.88703, 38203.1, -0.1078139, 1, 6
158, 0.3247392, 8.745838e-07, , 5.95648e-05, 63.09565, -0.002318417, -0.003271506, -6.065729e-08, -8.558268e-08, 38224.69, 2.20769, 38224.69, 0.003309152, 1, 6
158, 0.3247392, 8.745838e-07, , 5.95648e-05, 50.11866, -0.000936984, -0.00389632, -2.386085e-08, -1.014435e-07, 38453.84, -191.6612, 38454.32, -0.2855707, 1, 6
159, 0.324897, 8.766101e-07, , 6.044141e-05, 39.81066, 0.0009122606, -0.003899465, 2.399074e-08, -1.020434e-07, 38203.91, -41.93732, 38203.93, -0.06289489, 1, 6
159, 0.324897, 8.766101e-07, , 6.044141e-05, 31.62273, -0.001544674, 0.003701853, -4.060842e-08, 9.687852e-08, 38185.43, -61.68721, 38185.48, -0.09255922, 1, 6
159, 0.324897, 8.766101e-07, , 6.044141e-05, 25.11883, 0.003702303, 0.001536865, 9.68778e-08, 4.031401e-08, 38202.36, -33.29628, 38202.37, -0.04993764, 1, 6
160, 0.3247392, 8.744279e-07, , 6.131583e-05, 19.95259, 0.003260159, 0.002326791, 8.528809e-08, 6.09518e-08, 38208.02, -24.11628, 38208.03, -0.03616415, 1, 6
160, 0.3247392, 8.744279e-07, , 6.131583e-05, 15.84891, 0.002934404, -0.002731513, 7.675997e-08, -7.147943e-08, 38221.65, 7.150382, 38221.65, 0.01071871, 1, 6
161, 0.324897, 8.76766e-07, , 6.21926e-05, 12.58923, 0.0005069253, -0.003972362, 1.330679e-08, -1.040227e-07, 38185.98, -11.60926, 38185.98, -0.017419, 1, 6
161, 0.324897, 8.76766e-07, , 6.21926e-05, 9.999984, 0.001878821, -0.003536782, 4.922732e-08, -9.25083e-08, 38217.53, -27.30256, 38217.54, -0.04093203, 1, 6
161, 0.324897, 8.76766e-07, , 6.21926e-05, 7.943269, 0.0005738598, 0.003965587, 1.495995e-08, 1.038821e-07, 38177.69, -26.21798, 38177.7, -0.03934705, 1, 6
162, 0.3245814, 8.681933e-07, , 6.30608e-05, 6.309563, 0.001729531, 0.003615881, 4.524945e-08, 9.464915e-08, 38206.56, -7.454437, 38206.56, -0.01117891, 1, 6
162, 0.3245814, 8.681933e-07, , 6.30608e-05, 5.011864, -0.0007801735, -0.003925758, -2.042529e-08, -1.028124e-07, 38184.19, -2.435301, 38184.19, -0.003654195, 1, 6
162, 0.3245814, 8.681933e-07, , 6.30608e-05, 3.981065, 0.00371049, -0.001516921, 9.713526e-08, -3.972222e-08, 38197.63, 3.849332, 38197.63, 0.00577393, 1, 6
163, 0.3252125, 8.83624e-07, , 6.394442e-05, 3.162272, 0.003404065, -0.002113951, 8.908897e-08, -5.542075e-08, 38191.3, 29.62148, 38191.31, 0.04443906, 1, 6
164, 0.3250547, 8.820654e-07, , 6.482648e-05, 2.511882, -0.001819019, -0.003568397, -4.760901e-08, -9.338693e-08, 38210.17, 1.390519, 38210.17, 0.002085071, 1, 6
165, 0.3242658, 8.614911e-07, , 6.568798e-05, 1.995259, -0.0008644286, 0.003912695, -2.260755e-08, 1.025091e-07, 38172.34, 14.10288, 38172.34, 0.02116809, 1, 6
165, 0.3242658, 8.614911e-07, , 6.568798e-05, 1.58489, 0.0005102313, -0.00397534, 1.327096e-08, -1.041212e-07, 38184.21, 33.51871, 38184.23, 0.05029514, 1, 6
