Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
387, 0.5505261, 0.0005821702, , 0.01798996, , , , , , , , , , 1, 1
388, 0.5555751, 0.0005981994, , 0.01858816, , , , , , , , , , 1, 3
389, 0.5505261, 0.0005546851, , 0.01914284, 1000000, -0.001258713, 0.002333599, -3.420471e-05, 4.927566e-05, 43.92474, -4.946055, 44.20233, -6.424611, 1, 3
389, 0.5505261, 0.0005546851, , 0.01914284, 794328.2, 0.003569578, -0.0005252435, 7.801183e-05, -1.137092e-07, 45.76659, -6.666161, 46.24953, -8.287173, 1, 3
389, 0.5505261, 0.0005546851, , 0.01914284, 630957.3, 0.003605708, 0.0007109927, 7.129051e-05, 2.738769e-05, 47.41172, -8.240996, 48.12261, -9.860504, 1, 3
390, 0.5505261, 0.0005503337, , 0.01969318, 501187.2, 0.004555406, 0.0001279229, 8.861737e-05, 1.98424e-05, 49.25891, -9.586066, 50.18299, -11.01245, 1, 3
390, 0.5505261, 0.0005503337, , 0.01969318, 398107.1, 0.001598801, -0.003909392, 4.521151e-05, -6.686568e-05, 51.21769, -10.72042, 52.32762, -11.82196, 1, 3
390, 0.5505261, 0.0005503337, , 0.01969318, 316227.7, 0.001639008, -0.003677981, 4.368368e-05, -5.944437e-05, 53.33309, -11.62057, 54.5844, -12.29187, 1, 3
391, 0.5505261, 0.0005517324, , 0.02024491, 251188.6, -0.004147158, -0.0005561407, -6.911871e-05, -2.536144e-05, 55.48293, -12.31195, 56.83256, -12.5115, 1, 3
391, 0.5505261, 0.0005517324, , 0.02024491, 199526.2, 0.002355462, -0.003339586, 5.119595e-05, -4.651451e-05, 57.67, -12.83488, 59.08099, -12.5471, 1, 3
391, 0.5505261, 0.0005517324, , 0.02024491, 158489.3, 0.003974506, -0.0005816726, 6.532027e-05, 4.80688e-06, 59.86693, -13.31051, 61.32878, -12.53496, 1, 3
392, 0.5508416, 0.0005475364, , 0.02079245, 125892.5, -0.004007263, -0.0007066353, -5.908889e-05, -2.443122e-05, 62.13918, -13.73356, 63.63873, -12.46276, 1, 3
392, 0.5508416, 0.0005475364, , 0.02079245, 99999.97, -0.003638973, -0.001758447, -4.81283e-05, -3.771318e-05, 64.58383, -14.07102, 66.0989, -12.29108, 1, 3
393, 0.5505261, 0.0005521986, , 0.02134464, 79432.8, -0.0002800701, 0.004021872, -1.606745e-05, 5.640655e-05, 67.2585, -14.19343, 68.73979, -11.91619, 1, 3
393, 0.5505261, 0.0005521986, , 0.02134464, 63095.71, 0.003793089, 0.001383398, 4.831829e-05, 2.936852e-05, 70.03197, -13.93546, 71.405, -11.25412, 1, 3
393, 0.5505261, 0.0005521986, , 0.02134464, 50118.7, 0.004031251, 6.447186e-07, 5.363069e-05, 9.750587e-06, 72.76386, -13.21717, 73.95453, -10.29522, 1, 3
394, 0.5505261, 0.0005529756, , 0.02189762, 39810.7, 0.0003745659, 0.004007554, -3.471538e-06, 5.270655e-05, 75.24072, -12.06239, 76.20149, -9.108001, 1, 3
394, 0.5505261, 0.0005529756, , 0.02189762, 31622.76, -0.003127557, -0.002543396, -3.529033e-05, -3.776979e-05, 77.26004, -10.61761, 77.9862, -7.824965, 1, 3
394, 0.5505261, 0.0005529756, , 0.02189762, 25118.85, 0.003943164, 0.0008116456, 4.820394e-05, 1.584557e-05, 78.81962, -9.071797, 79.33996, -6.565607, 1, 3
395, 0.5503683, 0.0005529756, , 0.02245059, 19952.61, 0.00101565, -0.003890283, 1.715588e-05, -4.702169e-05, 79.96925, -7.577194, 80.32742, -5.412693, 1, 3
395, 0.5503683, 0.0005529756, , 0.02245059, 15848.92, -0.0007630799, -0.003951279, -5.649361e-06, -4.937573e-05, 80.73605, -6.217079, 80.97507, -4.403371, 1, 3
395, 0.5503683, 0.0005529756, , 0.02245059, 12589.25, -0.001201495, -0.003835134, -1.180993e-05, -4.793268e-05, 81.2542, -5.046411, 81.41076, -3.553873, 1, 3
396, 0.5495794, 0.0005396105, , 0.0229902, 9999.994, 0.001469507, 0.003735208, 1.568791e-05, 4.654912e-05, 81.612, -4.064202, 81.71313, -2.850922, 1, 3
396, 0.5495794, 0.0005396105, , 0.0229902, 7943.277, -0.0009534066, -0.003902137, -9.737765e-06, -4.807767e-05, 81.82306, -3.257913, 81.88789, -2.280116, 1, 3
396, 0.5495794, 0.0005396105, , 0.0229902, 6309.569, -0.003166782, -0.00246317, -3.764098e-05, -3.124454e-05, 81.97077, -2.602746, 82.01208, -1.818651, 1, 3
397, 0.5505261, 0.0005537526, , 0.02354396, 5011.869, 0.0009202969, -0.003900085, 1.240823e-05, -4.720216e-05, 82.07851, -2.079391, 82.10485, -1.45123, 1, 3
397, 0.5505261, 0.0005537526, , 0.02354396, 3981.069, 0.0003619937, 0.003995788, 3.424568e-06, 4.871861e-05, 82.13416, -1.656857, 82.15087, -1.155646, 1, 3
397, 0.5505261, 0.0005537526, , 0.02354396, 3162.275, -0.003195454, -0.002419438, -3.841264e-05, -3.007409e-05, 82.14694, -1.329162, 82.15769, -0.9269822, 1, 3
398, 0.5506839, 0.0005563946, , 0.02410035, 2511.885, -0.003914307, -0.0008464748, -4.748995e-05, -1.09041e-05, 82.18378, -1.045815, 82.19043, -0.7290677, 1, 3
398, 0.5506839, 0.0005563946, , 0.02410035, 1995.261, -0.003682059, -0.001589985, -4.459126e-05, -1.979604e-05, 82.20227, -0.8363682, 82.20653, -0.5829366, 1, 3
398, 0.5506839, 0.0005563946, , 0.02410035, 1584.892, -1.575105e-05, 0.004007857, -5.773753e-07, 4.874281e-05, 82.21687, -0.6507409, 82.21945, -0.4534827, 1, 3
399, 0.5509995, 0.0005570162, , 0.02465737, 1258.924, -0.003036964, -0.002608855, -3.672755e-05, -3.196035e-05, 82.23172, -0.525481, 82.2334, -0.3661292, 1, 3
399, 0.5509995, 0.0005570162, , 0.02465737, 999.9991, -0.001892899, 0.003535563, -2.32321e-05, 4.288319e-05, 82.22658, -0.405695, 82.22758, -0.2826875, 1, 3
