Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
441, 0.6003854, 0.001546529, , 0.05949414, , , , , , , , , , 1, 1
442, 0.6003854, 0.001553494, , 0.06104763, 1000000, -0.0003148348, 0.001611822, -1.147204e-05, 6.652591e-05, 24.32133, 0.5384305, 24.32729, 1.268219, 1, 3
443, 0.6005432, 0.001557068, , 0.0626047, 794328.2, 0.002172986, -0.001751798, 8.874737e-05, -6.859897e-05, 24.87843, -0.5088928, 24.88363, -1.171832, 1, 3
443, 0.6005432, 0.001557068, , 0.0626047, 630957.3, -0.00370349, 0.001087379, -0.0001466906, 3.479801e-05, 25.56668, -1.347796, 25.60218, -3.017663, 1, 3
443, 0.6005432, 0.001557068, , 0.0626047, 501187.2, -0.003759955, -0.003594936, -0.0001320886, -0.0001466871, 26.27976, -1.968115, 26.35336, -4.282937, 1, 3
444, 0.6003854, 0.001558467, , 0.06416316, 398107.1, 0.001953808, -0.004255941, 8.566776e-05, -0.000149933, 27.01257, -2.403063, 27.11925, -5.083703, 1, 3
444, 0.6003854, 0.001558467, , 0.06416316, 316227.7, -0.004190177, 0.001087926, -0.0001534525, 2.445269e-05, 27.73158, -2.670627, 27.85988, -5.500777, 1, 3
444, 0.6003854, 0.001558467, , 0.06416316, 251188.6, 0.00435916, 0.0005515506, 0.0001500621, 3.420559e-05, 28.41069, -2.800532, 28.54838, -5.629641, 1, 3
445, 0.6003854, 0.001558, , 0.06572117, 199526.2, -0.002215413, -0.003578873, -6.370523e-05, -0.000129503, 29.02669, -2.828204, 29.16415, -5.565024, 1, 3
445, 0.6003854, 0.001558, , 0.06572117, 158489.3, -0.002095227, -0.00350745, -5.901394e-05, -0.0001240825, 29.60207, -2.806937, 29.73485, -5.416724, 1, 3
445, 0.6003854, 0.001558, , 0.06572117, 125892.5, -0.002391012, 0.003340411, -8.870837e-05, 0.0001028323, 30.12445, -2.735316, 30.24838, -5.18826, 1, 3
446, 0.5986497, 0.001504074, , 0.06722524, 99999.97, 0.003098656, 0.002626271, 9.312576e-05, 9.382382e-05, 30.61298, -2.641109, 30.7267, -4.930936, 1, 3
446, 0.5986497, 0.001504074, , 0.06722524, 79432.8, 0.004007563, 0.0005260036, 0.0001267052, 2.713621e-05, 31.092, -2.507515, 31.19295, -4.610826, 1, 3
446, 0.5986497, 0.001504074, , 0.06722524, 63095.71, -0.003865537, 0.001182308, -0.0001246813, 2.82921e-05, 31.53153, -2.327658, 31.61733, -4.221917, 1, 3
447, 0.6003854, 0.001560021, , 0.06878527, 50118.7, 0.002430399, 0.00321798, 6.920478e-05, 0.0001053568, 31.9227, -2.099492, 31.99167, -3.762809, 1, 3
447, 0.6003854, 0.001560021, , 0.06878527, 39810.7, 0.003799247, -0.001329409, 0.0001197465, -3.438542e-05, 32.25567, -1.839586, 32.30808, -3.264122, 1, 3
448, 0.6003854, 0.001561419, , 0.07034668, 31622.76, -0.003494109, 0.002008851, -0.0001102205, 5.647691e-05, 32.50553, -1.569939, 32.54342, -2.765101, 1, 3
448, 0.6003854, 0.001561419, , 0.07034668, 25118.85, -0.0020985, -0.003434422, -5.988682e-05, -0.000107459, 32.69038, -1.310051, 32.71662, -2.294872, 1, 3
448, 0.6003854, 0.001561419, , 0.07034668, 19952.61, 0.003331329, -0.002248528, 0.0001036226, -6.510563e-05, 32.82453, -1.07569, 32.84215, -1.876964, 1, 3
449, 0.5989653, 0.001518216, , 0.0718649, 15848.92, 0.002075737, 0.003445846, 6.02568e-05, 0.0001063122, 32.90747, -0.8732614, 32.91906, -1.520094, 1, 3
449, 0.5989653, 0.001518216, , 0.0718649, 12589.25, 0.0004244933, -0.003994786, 1.545624e-05, -0.000120872, 32.95985, -0.7027457, 32.96734, -1.221433, 1, 3
449, 0.5989653, 0.001518216, , 0.0718649, 9999.994, -0.00093726, -0.003900892, -2.637551e-05, -0.0001186544, 33.00128, -0.5632702, 33.00609, -0.9778369, 1, 3
450, 0.6000698, 0.001554271, , 0.07341917, 7943.277, 0.002235844, -0.003334698, 6.90704e-05, -0.0001000467, 33.02125, -0.449253, 33.0243, -0.7794591, 1, 3
450, 0.6000698, 0.001554271, , 0.07341917, 6309.569, 0.003576884, -0.001811878, 0.0001088533, -5.366419e-05, 33.03635, -0.3583649, 33.03829, -0.6214969, 1, 3
450, 0.6000698, 0.001554271, , 0.07341917, 5011.869, 0.002418072, -0.003192868, 7.399444e-05, -9.596494e-05, 33.05043, -0.2863143, 33.05167, -0.4963383, 1, 3
451, 0.6002276, 0.001559244, , 0.07497841, 3981.069, -0.002962599, -0.002701102, -8.907692e-05, -8.23564e-05, 33.04635, -0.2298773, 33.04715, -0.398555, 1, 3
451, 0.6002276, 0.001559244, , 0.07497841, 3162.275, -0.001467786, -0.003726505, -4.379521e-05, -0.0001130145, 33.04433, -0.1823037, 33.04483, -0.3160944, 1, 3
451, 0.6002276, 0.001559244, , 0.07497841, 2511.885, -0.003948145, -0.0006574467, -0.0001193417, -2.041597e-05, 33.05766, -0.1462809, 33.05799, -0.2535334, 1, 3
452, 0.6000698, 0.001552872, , 0.07653128, 1995.261, -0.0002425988, -0.004000853, -6.919578e-06, -0.0001210526, 33.05706, -0.1144783, 33.05726, -0.1984173, 1, 3
452, 0.6000698, 0.001552872, , 0.07653128, 1584.892, -0.003734268, -0.001449856, -0.0001128322, -4.414848e-05, 33.06188, -0.08663965, 33.062, -0.150145, 1, 3
452, 0.6000698, 0.001552872, , 0.07653128, 1258.924, 0.003942111, 0.0006932578, 0.0001192071, 2.123649e-05, 33.05638, -0.07334695, 33.05646, -0.1271302, 1, 3
453, 0.6000698, 0.00155225, , 0.07808354, 999.9991, 0.001475217, -0.003725573, 4.483104e-05, -0.0001126472, 33.05012, -0.05729965, 33.05017, -0.09933474, 1, 3
453, 0.6000698, 0.00155225, , 0.07808354, 794.3275, -0.003831455, -0.001165025, -0.0001158571, -3.537946e-05, 33.05849, -0.03941217, 33.05851, -0.06830772, 1, 3
453, 0.6000698, 0.00155225, , 0.07808354, 630.9567, -0.002579789, 0.003059944, -7.814527e-05, 9.248498e-05, 33.05539, -0.03604428, 33.05541, -0.06247649, 1, 3
454, 0.6003854, 0.001562507, , 0.07964604, 501.1867, -0.0005774446, -0.003966079, -1.735431e-05, -0.0001199843, 33.05947, -0.03100644, 33.05949, -0.05373763, 1, 3
454, 0.6003854, 0.001562507, , 0.07964604, 398.1068, -0.00398195, -0.0004234579, -0.0001204745, -1.287251e-05, 33.05047, -0.01647347, 33.05047, -0.02855814, 1, 3
454, 0.6003854, 0.001562507, , 0.07964604, 316.2274, -0.0007739097, -0.003924944, -2.33689e-05, -0.0001187905, 33.04374, -0.01442777, 33.04375, -0.02501685, 1, 3
455, 0.6003854, 0.001562818, , 0.08120886, 251.1884, 0.00280238, 0.002863156, 8.478036e-05, 8.666763e-05, 33.04512, -0.009263692, 33.04512, -0.01606199, 1, 3
455, 0.6003854, 0.001562818, , 0.08120886, 199.526, -0.00389932, 0.0009107254, -0.0001180303, 2.753297e-05, 33.03872, -0.009078765, 33.03872, -0.01574441, 1, 3
455, 0.6003854, 0.001562818, , 0.08120886, 158.4891, -0.00354765, 0.001850069, -0.0001073422, 5.597972e-05, 33.04971, 0.000411856, 33.04971, 0.0007140036, 1, 3
456, 0.6003854, 0.001563906, , 0.08277277, 125.8924, 0.0001391776, 0.004003268, 4.208581e-06, 0.0001211759, 33.03686, -0.001149488, 33.03686, -0.001993556, 1, 3
456, 0.6003854, 0.001563906, , 0.08277277, 99.99988, 0.004002959, 0.0001031096, 0.0001211304, 3.140239e-06, 33.04656, -0.005485725, 33.04656, -0.009511092, 1, 3
456, 0.6003854, 0.001563906, , 0.08277277, 79.43272, 0.003939825, -0.0007026427, 0.0001191908, -2.12513e-05, 33.05505, -0.001511502, 33.05505, -0.002619953, 1, 3
457, 0.6003854, 0.001562974, , 0.08433574, 63.09565, 0.003970579, 0.0005306887, 0.0001201774, 1.603402e-05, 33.04033, 0.007650136, 33.04033, 0.01326623, 1, 3
457, 0.6003854, 0.001562974, , 0.08433574, 50.11866, 0.003487346, 0.001964202, 0.0001055612, 5.946209e-05, 33.03543, -0.001454179, 33.03543, -0.00252209, 1, 3
457, 0.6003854, 0.001562974, , 0.08433574, 39.81066, 0.002231636, 0.003318545, 6.752503e-05, 0.0001004878, 33.03202, -0.0114233, 33.03203, -0.01981431, 1, 3
458, 0.6003854, 0.001563595, , 0.08589933, 31.62273, -0.001728438, -0.003615341, -5.229887e-05, -0.0001094074, 33.04558, -0.001749439, 33.04558, -0.003033249, 1, 3
458, 0.6003854, 0.001563595, , 0.08589933, 25.11883, -0.003274852, 0.002301767, -9.915074e-05, 6.970082e-05, 33.02721, 0.002590204, 33.02721, 0.004493501, 1, 3
459, 0.6003854, 0.001564061, , 0.08746339, 19.95259, -0.003898052, 0.000900778, -0.0001179765, 2.724882e-05, 33.04175, -0.003640042, 33.04175, -0.006311986, 1, 3
459, 0.6003854, 0.001564061, , 0.08746339, 15.84891, -0.0003166725, 0.003992283, -9.629773e-06, 0.0001208649, 33.03003, -0.01157637, 33.03003, -0.02008104, 1, 3
459, 0.6003854, 0.001564061, , 0.08746339, 12.58923, 0.002609045, 0.003036392, 7.895879e-05, 9.192e-05, 33.03729, -0.005008711, 33.03729, -0.008686486, 1, 3
460, 0.6003854, 0.001565305, , 0.0890287, 9.999984, 0.001374001, 0.003752194, 4.159544e-05, 0.0001136403, 33.01987, -0.004624187, 33.01987, -0.008023847, 1, 3
460, 0.6003854, 0.001565305, , 0.0890287, 7.943269, -0.003329204, -0.00222583, -0.0001008283, -6.735298e-05, 33.02741, 0.0132481, 33.02742, 0.02298273, 1, 3
461, 0.6003854, 0.001562197, , 0.09059089, 6.309563, -0.003838853, -0.001130866, -0.000116258, -3.423645e-05, 33.02098, 0.002967309, 33.02098, 0.005148674, 1, 3
461, 0.6003854, 0.001562197, , 0.09059089, 5.011864, 0.003499742, 0.001938642, 0.0001059466, 5.863077e-05, 33.04062, 0.01364306, 33.04062, 0.02365845, 1, 3
461, 0.6003854, 0.001562197, , 0.09059089, 3.981065, -0.001450996, 0.003731549, -4.38701e-05, 0.0001130578, 33.01472, 0.02332299, 33.01473, 0.04047614, 1, 3
462, 0.6000698, 0.00155225, , 0.09214315, 3.162272, -0.000707063, 0.003938874, -2.139488e-05, 0.0001192832, 33.02203, 0.004699802, 33.02203, 0.008154522, 1, 3
463, 0.6002276, 0.001556913, , 0.09370006, 2.511882, 0.003862989, 0.001038673, 0.0001169585, 3.142792e-05, 33.03011, 0.005171424, 33.03011, 0.008970626, 1, 3
463, 0.6002276, 0.001556913, , 0.09370006, 1.995259, -0.002325164, -0.003261995, -7.045679e-05, -9.874714e-05, 33.02284, 0.01538773, 33.02284, 0.02669824, 1, 3
464, 0.6010165, 0.001581467, , 0.09528153, 1.58489, 0.002607135, 0.003036819, 7.902604e-05, 9.195069e-05, 33.01141, 0.01768355, 33.01141, 0.0306922, 1, 3
465, 0.5995964, 0.001536554, , 0.09681808, 1.258923, -0.003984285, -0.0003433777, -0.0001206778, -1.034325e-05, 33.01722, 0.01551515, 33.01722, 0.0269239, 1, 3
466, 0.6003854, 0.00156344, , 0.09838152, , , , , , , , , , 1, 3
467, 0.6014899, 0.001594366, , 0.09997588, 1, 0.001624079, -0.003660247, 4.914898e-05, -0.0001109043, 33.01027, 0.01495251, 33.01027, 0.02595301, 1, 3
