Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
279, 0.449703, 6.888295e-05, , 0.001126683, , , , , , , , , , 1, 1
280, 0.4517542, 6.865938e-05, , 0.001195342, , , , , , , , , , 1, 4
281, 0.4498608, 4.193775e-05, , 0.00123728, 1000000, -0.001965849, 0.001630934, -1.462487e-05, 1.859688e-06, 146.2342, -92.92286, 173.2602, -32.43345, 1, 4
281, 0.4498608, 4.193775e-05, , 0.00123728, 794328.2, 0.001494966, -0.003943224, 1.797768e-05, -1.253293e-05, 158.8606, -108.5922, 192.4291, -34.35531, 1, 4
281, 0.4498608, 4.193775e-05, , 0.00123728, 630957.3, 0.002685445, 0.002931439, 2.128918e-06, 1.834259e-05, 174.4582, -126.1565, 215.2931, -35.87194, 1, 4
282, 0.4500186, 4.153288e-05, , 0.001278813, 501187.2, 0.003704322, -0.002668995, 1.887324e-05, 3.153474e-07, 193.8568, -144.6561, 241.8798, -36.73032, 1, 4
282, 0.4500186, 4.153288e-05, , 0.001278813, 398107.1, -0.001323603, -0.003930982, 4.7906e-06, -1.450164e-05, 217.215, -163.0294, 271.5897, -36.88984, 1, 4
282, 0.4500186, 4.153288e-05, , 0.001278813, 316227.7, -0.003505462, -0.001837439, -5.670284e-06, -1.170652e-05, 244.6115, -180.9628, 304.2735, -36.49392, 1, 4
283, 0.4500186, 4.165746e-05, , 0.00132047, 251188.6, -0.003046817, -0.002768826, -2.56238e-06, -1.187413e-05, 275.7137, -197.0953, 338.9168, -35.55927, 1, 4
283, 0.4500186, 4.165746e-05, , 0.00132047, 199526.2, 0.0004564566, -0.00400455, 7.032635e-06, -8.147643e-06, 309.3672, -211.0071, 374.4758, -34.29634, 1, 4
283, 0.4500186, 4.165746e-05, , 0.00132047, 158489.3, 0.00382843, -0.001077669, 9.252244e-06, 2.872611e-06, 344.4199, -223.411, 410.5332, -32.96981, 1, 4
284, 0.4517542, 4.481859e-05, , 0.001365289, 125892.5, 0.004038591, 0.0001820947, 7.459123e-06, 5.08323e-06, 381.0854, -235.2891, 447.8694, -31.69194, 1, 4
284, 0.4517542, 4.481859e-05, , 0.001365289, 99999.97, -0.001815349, -0.003593138, 5.195974e-07, -8.236565e-06, 420.6644, -246.9385, 487.788, -30.4138, 1, 4
284, 0.4517542, 4.481859e-05, , 0.001365289, 79432.8, -0.002479143, -0.003167581, -1.19445e-06, -7.474472e-06, 464.9178, -257.3857, 531.4094, -28.9696, 1, 4
285, 0.4500186, 4.171974e-05, , 0.001407009, 63095.71, -0.003130161, 0.002542839, -6.82728e-06, 1.443596e-06, 514.2406, -263.719, 577.9196, -27.1502, 1, 4
285, 0.4500186, 4.171974e-05, , 0.001407009, 50118.7, 0.0001777126, -0.004024794, 2.963518e-06, -5.723032e-06, 567.2415, -262.6785, 625.1103, -24.84794, 1, 4
286, 0.4498608, 4.167303e-05, , 0.001448682, 39810.7, -0.002064884, -0.003454423, -9.128938e-07, -5.938728e-06, 620.4637, -252.3212, 669.8069, -22.12988, 1, 4
286, 0.4498608, 4.167303e-05, , 0.001448682, 31622.76, 0.003996233, -0.0005347034, 5.574861e-06, 1.140069e-06, 669.2288, -232.7718, 708.5548, -19.17875, 1, 4
286, 0.4498608, 4.167303e-05, , 0.001448682, 25118.85, 0.0001003827, -0.004025613, 1.651474e-06, -5.187625e-06, 710.1886, -206.7372, 739.6676, -16.23037, 1, 4
287, 0.4500186, 4.176646e-05, , 0.001490448, 19952.61, -0.001970426, -0.003506192, -1.439687e-06, -5.068449e-06, 742.3039, -177.9124, 763.3269, -13.47818, 1, 4
287, 0.4500186, 4.176646e-05, , 0.001490448, 15848.92, 0.003179239, 0.00246983, 3.394775e-06, 3.888217e-06, 765.5386, -149.2735, 779.9563, -11.03374, 1, 4
287, 0.4500186, 4.176646e-05, , 0.001490448, 12589.25, 0.003327791, 0.002256595, 3.710378e-06, 3.47076e-06, 781.7533, -123.0827, 791.3833, -8.947454, 1, 4
288, 0.449703, 4.105015e-05, , 0.001531498, 9999.994, -0.003614504, -0.001749789, -4.211918e-06, -2.739619e-06, 792.9152, -100.3096, 799.2349, -7.210039, 1, 4
288, 0.449703, 4.105015e-05, , 0.001531498, 7943.277, -0.002645556, 0.003025551, -3.651576e-06, 3.411874e-06, 800.1335, -80.95025, 804.218, -5.777011, 1, 4
288, 0.449703, 4.105015e-05, , 0.001531498, 6309.569, 0.002943889, 0.002728543, 3.362299e-06, 3.661435e-06, 804.8436, -64.93745, 807.459, -4.612821, 1, 4
289, 0.4500186, 4.187546e-05, , 0.001573374, 5011.869, -0.0008752352, 0.003912744, -1.388591e-06, 4.752427e-06, 808.1333, -51.95906, 809.8019, -3.678778, 1, 4
289, 0.4500186, 4.187546e-05, , 0.001573374, 3981.069, 0.003847554, -0.001142341, 4.809852e-06, -1.165139e-06, 809.9366, -41.30125, 810.989, -2.919166, 1, 4
289, 0.4500186, 4.187546e-05, , 0.001573374, 3162.275, -0.003528065, 0.001904653, -4.438333e-06, 2.167278e-06, 811.0644, -33.08704, 811.739, -2.336063, 1, 4
290, 0.4498608, 4.150174e-05, , 0.001614876, 2511.885, 0.002890359, -0.002774017, 3.666357e-06, -3.297863e-06, 811.9647, -26.25744, 812.3891, -1.852194, 1, 4
290, 0.4498608, 4.150174e-05, , 0.001614876, 1995.261, -0.003816956, 0.001237911, -4.733238e-06, 1.40124e-06, 812.622, -20.96511, 812.8924, -1.477865, 1, 4
290, 0.4498608, 4.150174e-05, , 0.001614876, 1584.892, 0.002690594, 0.002972175, 3.23501e-06, 3.723046e-06, 812.684, -16.53315, 812.8521, -1.165458, 1, 4
291, 0.4520698, 4.411784e-05, , 0.001658993, 1258.924, -0.003985858, -0.0003959046, -4.893981e-06, -5.668855e-07, 812.9042, -13.26507, 813.0125, -0.9348764, 1, 4
291, 0.4520698, 4.411784e-05, , 0.001658993, 999.9991, 0.0003861879, 0.003992751, 4.120459e-07, 4.916123e-06, 813.0472, -10.40966, 813.1138, -0.733533, 1, 4
291, 0.4520698, 4.411784e-05, , 0.001658993, 794.3275, 0.003315199, -0.002253793, 4.104834e-06, -2.728822e-06, 813.2382, -8.431792, 813.2819, -0.5940312, 1, 4
292, 0.4500186, 4.16886e-05, , 0.001700682, 630.9567, -0.001873435, -0.003541776, -2.269024e-06, -4.374029e-06, 813.1059, -6.510786, 813.132, -0.4587749, 1, 4
292, 0.4500186, 4.16886e-05, , 0.001700682, 501.1867, -0.003161555, -0.002469714, -3.866949e-06, -3.060369e-06, 813.5072, -5.150959, 813.5235, -0.3627802, 1, 4
292, 0.4500186, 4.16886e-05, , 0.001700682, 398.1068, -0.002577736, 0.003068908, -3.1892e-06, 3.756993e-06, 813.2581, -4.233879, 813.2691, -0.2982832, 1, 4
293, 0.4498608, 4.170417e-05, , 0.001742386, 316.2274, -0.002817151, -0.002847311, -3.448762e-06, -3.513834e-06, 813.5256, -3.271433, 813.5322, -0.2304024, 1, 4
293, 0.4498608, 4.170417e-05, , 0.001742386, 251.1884, -0.002024828, 0.003461679, -2.50281e-06, 4.249026e-06, 813.2371, -2.482859, 813.2409, -0.1749268, 1, 4
293, 0.4498608, 4.170417e-05, , 0.001742386, 199.526, -0.002304067, -0.00327818, -2.824319e-06, -4.037138e-06, 813.2512, -1.77999, 813.2531, -0.125405, 1, 4
294, 0.4500186, 4.173532e-05, , 0.001784121, 158.4891, -0.003578028, 0.001796978, -4.404969e-06, 2.201813e-06, 813.0435, -1.545688, 813.0449, -0.1089256, 1, 4
294, 0.4500186, 4.173532e-05, , 0.001784121, 125.8924, -0.0005319069, 0.003974553, -6.623305e-07, 4.886714e-06, 813.1535, -1.364823, 813.1546, -0.096167, 1, 4
294, 0.4500186, 4.173532e-05, , 0.001784121, 99.99988, 0.002433224, 0.003184789, 2.987818e-06, 3.919823e-06, 813.1806, -0.9154003, 813.1811, -0.06449804, 1, 4
295, 0.4500186, 4.162631e-05, , 0.001825748, 79.43272, 0.003133447, 0.002496133, 3.84796e-06, 3.071178e-06, 813.7095, -0.7572378, 813.7098, -0.05331942, 1, 4
295, 0.4500186, 4.162631e-05, , 0.001825748, 63.09565, 0.00341431, 0.002102767, 4.196582e-06, 2.589863e-06, 813.1323, -0.746716, 813.1327, -0.05261587, 1, 4
295, 0.4500186, 4.162631e-05, , 0.001825748, 50.11866, 0.002186107, 0.003359493, 2.68752e-06, 4.133428e-06, 812.9602, -0.3048228, 812.9603, -0.02148329, 1, 4
296, 0.4500186, 4.167303e-05, , 0.001867421, 39.81066, -0.001713465, 0.003621058, -2.107542e-06, 4.452227e-06, 813.2593, -0.1153809, 813.2593, -0.008128818, 1, 4
296, 0.4500186, 4.167303e-05, , 0.001867421, 31.62273, 0.001250169, -0.00381086, 1.540714e-06, -4.685513e-06, 813.1422, -0.5656855, 813.1424, -0.03985943, 1, 4
297, 0.4500186, 4.170417e-05, , 0.001909125, 25.11883, -0.0039644, -0.0006016367, -4.873346e-06, -7.394797e-07, 813.4888, 0.01604348, 813.4888, 0.001129977, 1, 4
297, 0.4500186, 4.170417e-05, , 0.001909125, 19.95259, -0.003455658, -0.002023257, -4.24833e-06, -2.491752e-06, 813.0485, -0.6258296, 813.0488, -0.0441024, 1, 4
297, 0.4500186, 4.170417e-05, , 0.001909125, 15.84891, -0.002698096, 0.002966295, -3.317113e-06, 3.647451e-06, 813.3129, 0.06730641, 813.3129, 0.004741561, 1, 4
298, 0.4498608, 4.148616e-05, , 0.001950611, 12.58923, 0.0001563742, 0.004003898, 1.907492e-07, 4.924873e-06, 813.0052, -0.2627552, 813.0053, -0.01851743, 1, 4
298, 0.4498608, 4.148616e-05, , 0.001950611, 9.999984, -0.001544495, 0.003692278, -1.902048e-06, 4.541434e-06, 812.8704, -0.357465, 812.8705, -0.02519619, 1, 4
298, 0.4498608, 4.148616e-05, , 0.001950611, 7.943269, -0.0007335754, -0.0039401, -9.016413e-07, -4.845336e-06, 813.188, -0.0766618, 813.188, -0.005401454, 1, 4
299, 0.4500186, 4.171974e-05, , 0.001992331, 6.309563, -0.002187188, -0.003356989, -2.690008e-06, -4.129118e-06, 813.0261, -0.0340676, 813.0261, -0.002400821, 1, 4
299, 0.4500186, 4.171974e-05, , 0.001992331, 5.011864, 0.001265269, 0.003799635, 1.554627e-06, 4.672807e-06, 813.2109, -0.2202474, 813.2109, -0.0155178, 1, 4
300, 0.4495452, 4.143945e-05, , 0.00203377, 3.981065, -0.003554418, 0.00185499, -4.37266e-06, 2.279176e-06, 813.0895, -0.4151781, 813.0896, -0.02925626, 1, 4
300, 0.4495452, 4.143945e-05, , 0.00203377, 3.162272, -0.003191595, 0.002421212, -3.923192e-06, 2.981457e-06, 812.9966, 0.6886871, 812.9969, 0.04853508, 1, 4
301, 0.4506497, 4.259178e-05, , 0.002076362, 2.511882, 0.00214668, 0.003377963, 2.641912e-06, 4.154718e-06, 812.9002, 0.2238525, 812.9002, 0.01577784, 1, 4
302, 0.4493875, 4.103457e-05, , 0.002117397, 1.995259, 0.0004858811, -0.003978581, 5.990037e-07, -4.894018e-06, 812.9212, -0.216926, 812.9212, -0.01528924, 1, 4
303, 0.4508075, 4.249835e-05, , 0.002159895, 1.58489, -0.0001289953, 0.004004733, -1.593051e-07, 4.92404e-06, 813.2985, -0.1152113, 813.2985, -0.008116483, 1, 4
304, 0.449703, 4.131487e-05, , 0.00220121, 1.258923, -0.002731294, -0.002926677, -3.358432e-06, -3.597358e-06, 813.424, 0.1487818, 813.424, 0.01047986, 1, 4
305, 0.4506497, 4.249835e-05, , 0.002243708, 1, 0.003662226, -0.001631124, 4.504505e-06, -2.005923e-06, 813.0372, -0.05201716, 813.0372, -0.003665716, 1, 4
