Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
196, 0.3747563, 6.666407e-06, , 0.000133219, , , , , , , , , , 1, 1
197, 0.3723895, 6.873943e-07, , 0.0001339063, , , , , , , , , , 1, 4
198, 0.3747563, 3.988669e-06, , 0.000137895, 1000000, -0.002904797, -0.0005272954, -8.983968e-07, -2.770257e-06, 479.9189, -892.9276, 1013.727, -61.74345, 1, 4
198, 0.3747563, 3.988669e-06, , 0.000137895, 794328.2, -0.002091706, -0.002096411, 6.759082e-07, -2.347085e-06, 587.8066, -1060.468, 1212.481, -61.00085, 1, 4
198, 0.3747563, 3.988669e-06, , 0.000137895, 630957.3, -0.001821184, -0.002236244, 7.102014e-07, -1.864499e-06, 722.4952, -1251.972, 1445.487, -60.01137, 1, 4
199, 0.3747563, 4.097673e-06, , 0.0001419927, 501187.2, -0.001143445, 0.003627066, -2.148686e-06, 5.267816e-07, 892.3712, -1469.262, 1719.028, -58.72717, 1, 4
199, 0.3747563, 4.097673e-06, , 0.0001419927, 398107.1, 0.003663032, -0.0008139281, 1.320265e-06, 1.290052e-06, 1111.181, -1702.241, 2032.817, -56.8645, 1, 4
199, 0.3747563, 4.097673e-06, , 0.0001419927, 316227.7, 0.0007106965, 0.00365469, -1.075158e-06, 1.130985e-06, 1383.639, -1943.729, 2385.904, -54.55492, 1, 4
200, 0.3747563, 4.082102e-06, , 0.0001460748, 251188.6, -0.003762364, -0.001288389, -4.744377e-07, -1.355196e-06, 1712.721, -2176.648, 2769.695, -51.80214, 1, 4
200, 0.3747563, 4.082102e-06, , 0.0001460748, 199526.2, 0.003511754, 0.001836271, 2.924625e-07, 1.210895e-06, 2094.719, -2394.202, 3181.203, -48.81689, 1, 4
200, 0.3747563, 4.082102e-06, , 0.0001460748, 158489.3, 0.003780069, -0.001130303, 9.568256e-07, 5.318258e-07, 2516.571, -2580.073, 3604.152, -45.71384, 1, 4
201, 0.3747563, 4.783657e-06, , 0.0001508585, 125892.5, -0.00250331, -0.003154499, 7.298571e-08, -9.924753e-07, 2976.83, -2741.203, 4046.691, -42.64031, 1, 5
201, 0.3747563, 4.783657e-06, , 0.0001508585, 99999.97, 0.002845386, -0.002841528, 8.886888e-07, -8.24846e-08, 3468.672, -2875.49, 4505.567, -39.65835, 1, 5
202, 0.3731785, 3.826458e-06, , 0.0001546849, 79432.8, -0.0008051856, 0.003938985, -5.99248e-07, 5.375587e-07, 4011.837, -2974.373, 4994.17, -36.55321, 1, 5
202, 0.3731785, 3.826458e-06, , 0.0001546849, 63095.71, 0.003402018, 0.002163571, 3.014507e-07, 6.692089e-07, 4591.353, -3015.429, 5493.026, -33.29541, 1, 5
203, 0.3747563, 4.09304e-06, , 0.000158778, 50118.7, -0.003695613, -0.001602423, -4.032466e-07, -5.392466e-07, 5192.704, -2970.205, 5982.164, -29.76937, 1, 5
203, 0.3747563, 4.09304e-06, , 0.000158778, 39810.7, 0.001462962, 0.003748479, -5.157696e-08, 6.230865e-07, 5782.013, -2826.543, 6435.917, -26.05174, 1, 5
203, 0.3747563, 4.09304e-06, , 0.000158778, 31622.76, 0.002018936, 0.003489525, 7.949365e-08, 5.854503e-07, 6312.281, -2591.423, 6823.515, -22.31995, 1, 5
