Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
29, 0.2254789, 6.666407e-06, , 3.006399e-05, , , , , , , , , , 2, 1
30, 0.227718, -2.625006e-07, , 2.980149e-05, , , , , , , , , , 2, 4
31, 0.2255578, 8.008465e-08, , 2.988157e-05, 1000000, -0.002067757, -0.001543012, 1.537344e-07, -2.225406e-07, 348.524, -9532.359, 9538.729, -87.90607, 2, 4
31, 0.2255578, 8.008465e-08, , 2.988157e-05, 794328.2, -0.002001084, 0.001825135, -1.532864e-07, -1.452945e-07, 931.6179, -12789.74, 12823.63, -85.83388, 2, 4
31, 0.2255578, 8.008465e-08, , 2.988157e-05, 630957.3, 0.001859475, 0.002021865, -1.08778e-07, 1.223353e-07, 1682.011, -16695.43, 16779.94, -84.24705, 2, 4
32, 0.2254947, 9.565656e-08, , 2.997723e-05, 501187.2, -0.003569194, 0.0009967071, -6.597595e-08, -1.575038e-07, 2691.875, -21533.42, 21701.02, -82.87446, 2, 4
32, 0.2254947, 9.565656e-08, , 2.997723e-05, 398107.1, 0.002753441, -0.002472037, 1.018915e-07, 8.587568e-08, 3844.468, -27501.64, 27769.05, -82.04216, 2, 4
32, 0.2254947, 9.565656e-08, , 2.997723e-05, 316227.7, 0.003684431, 0.0003376255, 6.949559e-09, 1.051416e-07, 5503.321, -34678.81, 35112.77, -80.9827, 2, 4
33, 0.2254789, 8.008465e-08, , 3.005732e-05, 251188.6, -0.0024654, 0.003108613, -8.004476e-08, -4.34315e-08, 7515.634, -42913.84, 43566.99, -80.06636, 2, 4
33, 0.2254789, 8.008465e-08, , 3.005732e-05, 199526.2, -0.001629122, 0.0036044, -7.077824e-08, -1.605674e-08, 10903.23, -53398.77, 54500.54, -78.45969, 2, 4
33, 0.2254789, 8.008465e-08, , 3.005732e-05, 158489.3, 0.003937755, 0.0001270238, 1.184536e-08, 5.745705e-08, 15673.56, -65302.63, 67157.23, -76.50349, 2, 4
34, 0.2208118, 7.40504e-08, , 3.013137e-05, 125892.5, -0.0009036533, 0.003919445, -4.860902e-08, 2.32914e-09, 22402.35, -79558.61, 82652.51, -74.27368, 2, 5
35, 0.2243595, 4.754818e-08, , 3.017892e-05, 99999.97, 0.003990681, 0.0004254238, 7.892267e-09, 3.949737e-08, 29771.16, -95087.84, 99639.44, -72.61512, 2, 5
35, 0.2243595, 4.754818e-08, , 3.017892e-05, 79432.8, 0.00258766, -0.00306902, 3.10379e-08, 1.15447e-08, 40929.55, -114103.7, 121222.5, -70.26684, 2, 5
35, 0.2243595, 4.754818e-08, , 3.017892e-05, 63095.71, -0.00168993, 0.003655711, -2.765634e-08, -1.206724e-09, 55231.93, -134593.4, 145485.2, -67.68864, 2, 5
36, 0.2254474, 6.78146e-08, , 3.024673e-05, 50118.7, 0.002786912, -0.002904128, 2.181393e-08, 7.418754e-09, 73930.24, -158275, 174690.1, -64.96272, 2, 5
36, 0.2254474, 6.78146e-08, , 3.024673e-05, 39810.7, -0.00149445, 0.003733508, -1.926056e-08, 2.156457e-09, 98064.9, -182862.5, 207498, -61.79638, 2, 5
36, 0.2254474, 6.78146e-08, , 3.024673e-05, 31622.76, -0.0003910394, 0.00401074, -1.485381e-08, 7.218479e-09, 127445.9, -208079.6, 244007.3, -58.5131, 2, 5
37, 0.2254317, 6.78146e-08, , 3.031454e-05, 25118.85, 0.001837145, 0.003581634, -6.570473e-09, 1.253161e-08, 163889.6, -232530.3, 284482.2, -54.82344, 2, 5
37, 0.2254317, 6.78146e-08, , 3.031454e-05, 19952.61, -0.003662318, 0.00165927, -1.094956e-08, -5.508891e-09, 206069.5, -255214.3, 328022.8, -51.08131, 2, 5
37, 0.2254317, 6.78146e-08, , 3.031454e-05, 15848.92, 0.001533409, 0.003721274, -4.497816e-09, 9.756221e-09, 254809, -274644.6, 374642.9, -47.14554, 2, 5
38, 0.2233188, 5.317241e-08, , 3.036772e-05, 12589.25, -0.002588023, -0.003075645, 3.340958e-10, -9.451323e-09, 315345.9, -284973.8, 425033, -42.10369, 2, 6
38, 0.2233188, 5.317241e-08, , 3.036772e-05, 9999.994, -0.004014498, -5.745319e-05, -6.161102e-09, -5.508028e-09, 366780.1, -318576.4, 485817.5, -40.9768, 2, 6
39, 0.2250375, 5.099029e-08, , 3.041871e-05, 7943.277, -0.003882552, 0.001036158, -7.407564e-09, -2.618068e-09, 421984.3, -289021, 511472.3, -34.40761, 2, 6
39, 0.2250375, 5.099029e-08, , 3.041871e-05, 6309.569, 0.004009277, -0.0001794031, 6.418795e-09, 3.37799e-09, 477625.3, -279307.3, 553297.9, -30.31838, 2, 6
39, 0.2250375, 5.099029e-08, , 3.041871e-05, 5011.869, -0.002404511, 0.003207696, -6.044278e-09, 3.064302e-09, 530513.1, -261742.3, 591568.4, -26.26061, 2, 6
