Experiment:, BIAS_SCAN
Start date:, 15 January 2024
Start time:, 10:43:19 +00:00
Time (s), Voltage (V), Current (A), Reverse I (A), Charge (C), Frequency (Hz), V' (V), V'' (V), A' (A), A'' (A), Z' (Ohm), Z'' (Ohm), | Z | (Ohm), Phase (Deg), V Range (), I Range ()
306, 0.4755794, 0.0001155455, , 0.002359254, , , , , , , , , , 1, 1
307, 0.4779461, 7.443662e-05, , 0.00243369, , , , , , , , , , 1, 4
308, 0.4758949, 8.594437e-05, , 0.002519635, 1000000, 7.983686e-05, -0.001742531, 6.394241e-06, -1.342919e-05, 108.0836, -45.51842, 117.2774, -22.83795, 1, 4
308, 0.4758949, 8.594437e-05, , 0.002519635, 794328.2, -0.002390787, 0.002589062, -2.572698e-05, 1.055571e-05, 114.8804, -53.50093, 126.7275, -24.97185, 1, 4
308, 0.4758949, 8.594437e-05, , 0.002519635, 630957.3, 0.004479692, -0.001027066, 3.237307e-05, 7.971005e-06, 123.1023, -62.03659, 137.8503, -26.74552, 1, 4
309, 0.4757371, 8.583535e-05, , 0.00260547, 501187.2, 0.003594676, -0.00375465, 3.274769e-05, -1.081659e-05, 133.1163, -70.68544, 150.7196, -27.96853, 1, 4
309, 0.4757371, 8.583535e-05, , 0.00260547, 398107.1, -0.004238511, -0.001442273, -1.836485e-05, -1.994856e-05, 145.0068, -78.9772, 165.1193, -28.57469, 1, 4
309, 0.4757371, 8.583535e-05, , 0.00260547, 316227.7, -0.00154442, -0.003861909, 2.746762e-06, -2.285544e-05, 158.56, -86.6291, 180.6817, -28.64994, 1, 4
310, 0.4757371, 8.546162e-05, , 0.002690932, 251188.6, 0.0001740535, -0.004239514, 1.098657e-05, -1.852284e-05, 173.4369, -93.47501, 197.0227, -28.32276, 1, 4
310, 0.4757371, 8.546162e-05, , 0.002690932, 199526.2, -0.003393852, 0.002288243, -1.905288e-05, 2.078316e-06, 188.98, -99.48535, 213.5668, -27.76381, 1, 4
310, 0.4757371, 8.546162e-05, , 0.002690932, 158489.3, 0.000789322, 0.00392945, -4.709828e-06, 1.673498e-05, 205.2715, -104.9368, 230.5388, -27.07656, 1, 4
311, 0.4741593, 8.158419e-05, , 0.002772516, 125892.5, -0.002964188, -0.002770942, -5.72904e-06, -1.531507e-05, 222.2328, -110.4146, 248.1507, -26.42012, 1, 4
311, 0.4741593, 8.158419e-05, , 0.002772516, 99999.97, -0.001432421, -0.003769455, 1.291246e-06, -1.503739e-05, 240.7176, -115.9275, 267.1782, -25.71506, 1, 4
311, 0.4741593, 8.158419e-05, , 0.002772516, 79432.8, -0.00392172, -0.000910218, -1.102949e-05, -8.571604e-06, 261.6649, -120.8279, 288.2151, -24.78588, 1, 4
312, 0.4755794, 8.552391e-05, , 0.00285804, 63095.71, -0.003969518, -0.0007239112, -1.079678e-05, -7.219332e-06, 285.046, -123.549, 310.6695, -23.43361, 1, 4
312, 0.4755794, 8.552391e-05, , 0.00285804, 50118.7, -0.003409384, 0.002149587, -1.188018e-05, 2.23461e-06, 310.0453, -122.6208, 333.4126, -21.57846, 1, 4
313, 0.4757371, 8.550834e-05, , 0.002943548, 39810.7, -0.001387395, -0.003779141, -1.740141e-07, -1.134514e-05, 334.9035, -117.1529, 354.803, -19.2804, 1, 4
